CP,Năm,Kỳ,(Vay NH+DH)/VCSH,Nợ/VCSH,TSCĐ / Vốn CSH,Vốn CSH/Vốn điều lệ,Vòng quay tài sản,Vòng quay TSCĐ,Số ngày thu tiền bình quân,Số ngày tồn kho bình quân,Số ngày thanh toán bình quân,Chu kỳ tiền,Vòng quay hàng tồn kho,Biên EBIT (%),Biên lợi nhuận gộp (%),Biên lợi nhuận ròng (%),ROE (%),ROIC (%),ROA (%),EBITDA (Tỷ đồng),EBIT (Tỷ đồng),Tỷ suất cổ tức (%),Chỉ số thanh toán hiện thời,Chỉ số thanh toán tiền mặt,Chỉ số thanh toán nhanh,Khả năng chi trả lãi vay,Đòn bẩy tài chính,Vốn hóa (Tỷ đồng),Số CP lưu hành (Triệu CP),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA
CTD,2023,3,0.19549155070000002,1.4646206204,0.05901725543013292,8.046014395183414,0.845079682,32.3985403944,235.52903443506136,64.1096426854,101.8860560943,401.52473321476134,5.6933713044,0.004170431852452008,0.024298325876215228,0.016156798195143998,0.0166662048,-0.0031425596,0.0068075434,72518005070.0,17198676655.0,0.0,1.6150867703,0.2101608465,1.365086355,-0.711791137927636,2.464620620430201,6707050204400.0,99216719.0,48.6665624784,0.8044119552,0.392257627,4.4318437504,671.559414668812,84036.5431718217,77.4375082733
CTD,2023,2,0.2046469825,1.5841123376,0.06326562493747716,7.981714437140987,0.8235725793,29.3579834256,241.38399287046755,69.2958227692,100.5042369565,411.18405259616753,5.267272765,-0.0053836833398633365,0.027937150832409604,0.00833724231141871,0.0082116689,-0.0124177047,0.0034590554,-13004555089.0,-19460294576.0,0.0,1.5777147017,0.1691899779,1.3279252657,0.7666633110894059,2.5841123376135284,5337859482200.0,99216719.0,78.7152496737,0.6453520607,0.331701923,8.8199882146,303.7438303215812,83365.3493586096,-358.8690614401
CTD,2023,1,0.201725138,1.4334221415,0.06502771151261935,7.947277875829846,0.8594839653,28.4886248383,230.4433810504778,64.8698456726,88.5156467806,383.82887350367776,5.6266512771,-0.005373105036969491,0.017765512423505624,0.007058657919349847,0.0016533547,-0.0258421988,0.0007405845,-136827872007.0,-16815924257.0,0.0,1.642514751,0.1980003722,1.4187742132,0.6780235202443877,2.4334221415478186,5804312124000.0,74414258.0,425.3512122625,0.704790353,0.3684322996,-93.9261460269,296.8666363373535,110671.2083538077,-42.5176476409
CTD,2022,4,0.19494889449999997,1.309125773,0.0681815161796032,7.925990341310403,0.8839284945,26.6442529512,227.05056591417048,60.1274949216,108.0919218444,395.2699826801705,6.0704341745,-0.0017153031039664163,0.02759082469461254,0.003030388105636814,0.0025164379,-0.0266946471,0.0012594186,-141735326573.0,-10686854567.0,0.0,1.7078038121,0.1284271469,1.430305822,0.43442288998109896,2.308849135541789,3386456837050.0,73859473.0,163.5452726382,0.4123075262,0.2329551375,-2.0818635887,255.6236748263828,111203.4029967151,-23.9865673908
CTD,2022,3,0.2426476602,1.1667458704,0.06992822948820061,7.907784509806171,0.6981393171,20.442128111,275.29346832235973,71.975087671,93.5997292723,440.8682852656597,5.0711991025,-0.022673008026266234,0.010556338125915556,-0.001135918719123107,-0.0074734006,-0.0439049819,-0.0038252099,-319141838645.0,-70592389991.0,0.0,1.8424836978,0.0743212881,1.4886082829,2.873083022927186,2.1667458703791684,2574002634050.0,73859473.0,-41.8718625246,0.3141117399,0.2293119715,-1.4273924423,-47.883930948166935,110947.7793218887,-11.3500903224
CTD,2022,2,0.2243745169,1.0193153187,0.06626773048411527,7.911176133816729,0.6165663297,16.9163706326,308.77483530300304,72.2302788928,107.4977717476,488.50288594340304,5.0532824405,-0.04413661795815359,0.06563834762424571,-0.007272976934137724,-0.0084509285,-0.0448965022,-0.0046865843,-322087252669.0,-144796049215.0,0.0,1.9760604761,0.1447292406,1.7063284785,7.5935326338452755,2.0193153187392725,3416000626250.0,73859473.0,-48.9530185202,0.4166829464,0.3720368069,-2.8991437585,-323.045478133861,110995.6632528369,-11.8511581415
CTD,2022,1,0.1368268937,0.8494989191,0.0663181416094694,7.986656789694189,0.5968455688,15.4557781971,317.030519509012,70.8395773029,117.1072442306,504.97734104251197,5.1524869839,-0.011476368238952614,0.03484023844330854,0.015282816324736194,-0.0001273123,-0.0302525947,-7.45801e-05,-165202938527.0,-21948730594.0,0.0,2.1582732589,0.0809508058,1.9071313891,2.0074536287979075,1.8494989191139395,4564515431400.0,73859473.0,-4329.0361394791,0.5551627458,0.5400727644,20.0702509583,395.7328675361656,111318.7087309708,-28.5993276434
CTD,2021,4,0.0002090574,0.6883309899,0.06439917091807788,7.958588051049556,0.6465285225,15.9967067175,295.9485402388483,67.2247223432,133.5228968744,496.6961594564483,5.4295501309,-0.06398798447062451,-0.001034165878246331,-0.021703047634600965,0.0028844224,-0.0292268326,0.001709804,-136589721426.0,-186732725731.0,0.0,2.2470775976,0.1559096434,1.9488516533,1560.863246761814,1.7814501135693588,4099200751500.0,73859473.0,171.5648951382,0.5003471965,0.4515574961,9.7796035331,-857.5047313159139,110922.9758634346,-21.4437479907
CTD,2021,3,0.0,0.5655518513,0.06590863328270029,8.01967049589996,0.777773629,18.2775003008,246.08253216001188,54.3618489567,102.9245886816,403.3689697983119,6.7142675793,-0.06876096192274239,0.015712155416834662,-0.011047509801283275,0.0216372634,-0.0028471065,0.0134653059,81475141207.0,-73608178281.0,0.0,2.5448306373,0.26510199,2.1952291609,1791.1323560823237,1.5655518513171218,7312087827000.0,73859473.0,40.8112375446,0.8856447745,0.6973410085,-54.390418265,-160.11879643387113,111782.9663157764,75.3835163572
CTD,2021,2,0.0,0.63317325,0.06704004073484814,8.053082356043008,0.8870587417,20.5242483015,217.22151509765175,45.5300676189,93.2628274565,356.0144101730518,8.0166803848,0.004986010537373403,0.05282008470030518,0.01759575524733,0.0334153459,0.0137895664,0.0205207345,220499192795.0,12716379570.0,0.0,2.3535800495,0.1235243015,2.074415113,-13.38614266188563,1.6331732499672653,5170163110000.0,73859473.0,18.61985432,0.6235577048,0.4241078958,-4488.9369187846,607.5919321682677,112259.0571202965,20.7362962723
CTD,2021,1,0.0,0.5619902014732361,0.06957075565671787,8.08144667990907,0.9664261937141418,22.04373550415039,201.52315934598082,38.96736526489258,87.21002960205078,327.7005542129242,9.366811752319336,-5.95410123044166e-05,0.04672084635668322,0.021208561207350943,0.04662162810564041,0.03287052363157272,0.027998579666018486,381963534336.0,-152935306.0,0.0,2.5193963050842285,0.13569079339504242,2.255617618560791,0.0,1.5619902043328928,4605587726000.0,74283673.0,11.9404419104,0.5535028592,0.3383544499,-9.2112723746,733.3467633863501,112013.8748587863,10.5295601005
CTD,2020,4,0.0,0.6856733938,0.07095065757028476,8.228846578203305,0.9591492516,22.2548379514,200.30253262093106,41.9345633247,104.9389336761,347.17602962173106,8.7040372204,0.008701259960181123,0.06056604736266058,0.021881854421805996,0.0396455829,0.0238784144,0.0220300356,308372346526.0,37382300569.0,0.0,2.2366354619,0.2653780486,1.9772935986,0.0,1.6655504367561869,4717013235500.0,74283673.0,15.0510602927,0.565288529,0.3240132731,-8.8784367193,1265.5363852430937,112332.015848772,14.2952508133
CTD,2020,3,0.0,0.6517283171,0.0738972725878945,8.211538073184824,1.182382728,26.675873523,160.08589620776155,31.4431638858,75.18063756,266.70969765356153,11.6082465914,0.023468707602858456,0.06055084147168033,0.03194078792260188,0.0708985557,0.061819357,0.0400877263,635011473496.0,65137451328.0,0.0435413643,2.3212680782,0.0660146234,2.0561232037,0.0,1.6517283171317023,5256558279700.0,76292573.0,8.7242464995,0.6216600031,0.2957878884,-21.0544510421,1161.9968502569707,110832.2871876008,7.7916782423
CTD,2020,2,0.0,0.7808724482,0.0776117464766839,8.125965274006962,1.3903238071,28.9705702829,133.0892188323192,26.4667758281,64.7529127459,224.3089074063192,13.7908751096,0.04354220003537301,0.06133524137441988,0.0395856288924099,0.0805576245,0.0726898803,0.0444797285,721644765529.0,172926016717.0,0.0531914894,2.0908537164,0.0345765787,1.9027932003,0.0,1.7808724482224545,4302901117200.0,76292573.0,6.3395903741,0.5142687215,0.2027708434,-6.2648068098,2060.6548526814004,109670.290337357,5.7249394977
CTD,2020,1,0.0,0.7303209972,0.07888560526293852,8.291723075200732,1.4946533879,30.4012986752,118.21815918594388,24.976086743,63.5388336657,206.73307959464387,14.6139787132,0.0238850744544857,0.05469489748453683,0.034725617523174254,0.0775154065,0.0614451331,0.0418793121,637565763669.0,84882941332.0,0.037037037,2.1441852907,0.0714505687,1.9069829279,0.0,1.7303209972031004,6179698413000.0,76292573.0,9.5785394579,0.7237135253,0.2682454412,-9.395200116,1617.5642366000686,111922.7389967173,9.0749892195
CTD,2019,4,0.0,0.9126034719,0.08317854712763513,8.172589183079937,1.4374115781,32.7761117338,130.71919721824105,24.6968647384,83.5427221431,238.95878409974102,14.7792039138,0.027190440053962203,0.045144161982813326,0.031222561869092114,0.0865250873,0.0695585996,0.043055717,697641961639.0,203129189675.0,0.0,1.9100990057,0.1038601748,1.6991703916,0.0,1.912603471851144,4707251754100.0,76292573.0,6.8787415249,0.5593572571,0.1983418089,-14.4285645092,3057.3303858292998,110305.1747601172,5.4297483622
CTD,2019,3,0.0,0.8219549828,0.10868074954659453,7.937635669687167,1.5422537296,30.6749177978,109.66404206492966,23.4910182381,68.9564689863,202.11152928932967,15.5378535021,0.024290265591078435,0.04074911855477056,0.026511055643003156,0.0982926624,0.0820045733,0.0509962535,775592250885.0,151198076144.0,0.0560747664,1.9834635008,0.1426229114,1.7590020155,0.0,1.8219549827840145,4081652655500.0,76292573.0,5.1564345845,0.4988445251,0.1694593122,-6.3433548948,2163.011164599207,107247.8443742879,4.0774275354
CTD,2019,2,0.0,0.9447089538,0.09410051608734606,7.739599170620521,1.6607641966,34.4996781332,100.8166116959649,21.6765322325,66.7647561556,189.2579000840649,16.8384867138,0.015338679621926168,0.031773130130986926,0.021390141306406287,0.1369662678,0.1213515388,0.0706123821,1071411257773.0,88786778290.0,0.0343642612,1.8653765174,0.099137496,1.6788856662,0.0,1.9447089537851452,6660341622900.0,76292573.0,6.0973497812,0.8303838078,0.2563094859,18.0897355575,1622.8998223850701,105132.107798265,5.5161420515
CTD,2019,1,0.0,0.8364411361,0.09124629182934813,7.9141004977851654,1.8293537613,38.108419187,90.20536090357535,21.640166149,58.6874928269,170.53301987947535,16.8667836229,0.03436142105135142,0.06431275900037299,0.044430772637026744,0.1769275014,0.1613884599,0.0904414336,1419325241065.0,146013953626.0,0.0266666667,1.9765748049,0.0871043184,1.7515173546,0.0,1.8364411360834991,8592623212500.0,76378873.0,6.2069612682,1.0476712911,0.3015088222,-37.1765413095,2471.916884371939,107381.0086811833,5.6335728165
CTD,2018,4,0.0,1.1127882343,0.09340141886580224,7.683337494218193,1.7468211249,38.8730735813,93.60949162091346,22.6510506012,71.3115492683,187.57209149041347,16.1140428506,0.03688351454462228,0.05225613684038836,0.04074699466969031,0.1978374013,0.1667561939,0.0923785931,1421756991966.0,288573328579.0,0.0251046025,1.7311957879,0.0624573436,1.5681110312,0.0,2.112788234303138,9127275323500.0,76378873.0,6.1992688692,1.1462835943,0.3195728766,-10.0262496286,4173.940253582951,104249.9435530294,5.7444720682
CTD,2018,3,0.0,0.8689510904,0.09478502734275292,7.798181536866817,1.9504155408,39.3037302571,73.86550321039977,24.7021864119,50.4332225489,149.00091217119976,14.7760199811,0.05538778795133578,0.07072303458792562,0.058277183736835644,0.2157058969,0.1838009103,0.1085828988,1582051231217.0,449962241806.0,0.020979021,1.9568673378,0.1369220061,1.7523610041,0.0,1.8689510904494289,10793478839000.0,75478873.0,6.4864888945,1.3355770236,0.3633541369,-25.6473892018,6272.4210010263405,107069.8263520045,6.2156311057
CTD,2018,2,0.0,0.0,0.09637782849414082,7.341344355858878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05289333280378661,0.06793167978340253,0.05154549365927112,0.0,0.0,0.0,0.0,439100592821.0,0.0194174757,0.0,0.0,0.0,0.0,2.014373933764526,12095549148000.0,78288344.0,7.2170192267,1.5898305224,0.4139175293,-13.5111012208,5465.837139446965,97180.1697225324,7.150053546
CTD,2018,1,0.0,0.8874804796,0.0986148635682012,7.401276255308612,1.90884701,37.0221319059,63.39683492849197,26.6253083967,48.0699351862,138.09207851139195,13.7087613996,0.034827780828941356,0.06626003489835865,0.06732278304406696,0.2328884554,0.1935650293,0.1156628397,1571780909298.0,150158896497.0,0.0198675497,1.8982398406,0.18936689,1.5617869006,0.0,1.8874804795556073,11821539944000.0,78288344.0,7.089821781,1.5425451455,0.4361608967,40.0029161851,3707.577342241394,97890.1657711059,6.7023079745
CTD,2017,4,0.0,1.1729843114,0.10503871810454561,7.050523912992567,1.9663456459,40.14251281,63.26055655463229,22.6130907101,57.05718748,142.9308347447323,16.1410929925,0.04975004643395065,0.06347060174519639,0.051529676043800994,0.244112363,0.2219389497,0.1196804913,1700872361676.0,446167131335.0,0.0,1.6733082373,0.3868252,1.4543977813,0.0,2.191666733399004,10341890242400.0,78288344.0,6.1586694014,1.3930121569,0.3808683266,8.8349642047,5902.885893473491,94830.4717536535,4.7981085592
CTD,2017,3,0.0,0.9634819771,0.10842219281275728,6.604598389698458,2.0586689941,39.4644244222,51.218052066786605,22.1740551024,40.8883553972,114.2804625663866,16.4606788571,0.06294971628414997,0.0743494775885258,0.06249362420112495,0.2540341896,0.2429678603,0.1332645906,1733398848076.0,480989636884.0,0.0142180095,1.8110119665,0.331260611,1.5581215976,0.0,1.9634819770615075,16424207084000.0,77839844.0,9.6677288872,2.375251056,0.6439272615,36.5646773832,6134.450931556337,88832.7149539001,8.2169704301
CTD,2017,2,0.0,1.0146680985,0.10372658837426905,6.162022136560964,2.0480562097,40.1773520407,48.693641246781674,21.5965506012,40.1668429805,110.45703482848168,16.9008471186,0.06588316700852054,0.08039204601740878,0.0666974989939705,0.2656495306,0.2457306937,0.1360173494,1631015376745.0,407363713927.0,0.0144300144,1.7711818862,0.2762198256,1.5357716376,0.0,2.0146680984582024,15911594067600.0,76534844.0,9.7133514646,2.508445756,0.6863737041,12.1342655841,5388.380077131927,82880.0062772226,8.6601400492
CTD,2017,1,0.0,0.7619872798,0.09111762457491566,6.305192282855984,2.165560387,42.1477667273,46.352199065548376,21.6986558436,36.1645957927,104.21545070184837,16.8213184554,0.06583315081223756,0.08754938697007694,0.06893552616627814,0.2916377206,0.2368761025,0.1458787253,1605235758224.0,287118144986.0,0.0143884892,2.0415715386,0.275572914,1.7859658173,0.0,1.7619872797558969,16051027224000.0,76983344.0,9.6909826961,2.4585622153,0.7295322417,9.9027356331,3905.371215947699,84805.6635307463,9.1462690888
CTD,2016,4,0.0,0.8834732348,0.09390700065221576,6.0149429989952745,2.1254608237,40.5456662476,52.26173659030975,22.0360927052,49.9001558524,124.19798514790975,16.5637349998,0.06659401220181914,0.08317176656843185,0.06290881345964293,0.3001518284,0.0,0.1454434758,1554043311930.0,487536768804.0,0.0,1.8094821594,0.3633403446,1.5836710419,0.0,1.8835174285499412,15727697179200.0,76983344.0,11.068721523,2.5252253432,0.7567679494,17.4697432729,5982.5579651749085,80903.6708537184,8.8357058626
CTD,2016,3,0.0,1.2728963919,0.11538282037643635,3.8873934054164327,2.308174989,42.0452525549,47.453770480665774,24.4915210457,32.7148486272,104.66014015356578,14.9031168509,0.07282654829125748,0.08642102672674477,0.06883770161165563,0.3398328696,0.0,0.1479305418,1338127989454.0,387194111159.0,0.0160427807,1.5862318454,0.4181596031,1.392296387,0.0,2.2728963918540974,14395885328000.0,76983344.0,10.01142198,2.2836165788,0.7601750944,7.1783325173,4754.103215846275,81887.6521291207,9.1595019576
CTD,2016,2,0.0,0.0,0.12528674591773645,3.4078697481641536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077149552467108,0.0822218891656922,0.07094324629788631,0.0,0.0,0.0,0.0,385964895651.0,0.0159574468,0.0,0.0,0.0,0.0,2.3299413133183884,12315357172000.0,65507219.0,11.1264443181,2.4943367747,0.7061602732,11.643554415,5417.966186077904,75370.736585027,9.1750131574
CTD,2016,1,0.0,1.1893930414,0.13050162268410648,3.3609609758096872,2.1870524515,36.1679538373,53.74447443835233,27.7253750888,40.3152714306,121.78512095775233,13.1648354199,0.07624083691229,0.10173931319747993,0.07655035888672199,0.2689374921,0.0,0.1197296622,969829572988.0,239565093257.0,0.0133928571,1.6092900772,0.2650147029,1.2916261957,0.0,2.1893930414353053,10481155776000.0,46790874.0,11.8370742579,3.0134554554,0.6889007514,17.4864964391,5140.696406205193,74333.2706646936,8.0489944266
CTD,2015,4,0.0,0.0,0.1356295693312991,3.1288562678289162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04982484831955269,0.08874539790041738,0.046068526716570087,0.0,0.0,0.0,0.0,272835910805.0,0.0176470588,0.0,0.0,0.0,0.0,2.407742278746782,7954448580000.0,46790874.0,10.9296773566,2.4566514095,0.5819370336,5.925807815,5391.364725053009,69199.887026781,7.0586853216
CTD,2015,3,0.0,0.0,0.14499413356889806,2.855489795548362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06363459506104494,0.07584984383137902,0.05200820037980911,0.0,0.0,0.0,0.0,243017956177.0,0.0212765957,0.0,0.0,0.0,0.0,2.2562049579372556,6597513234000.0,46790874.0,11.9494052963,2.2242275348,0.6089874891,6.3287629695,4244.785490585194,63392.7949342705,7.090532558
CTD,2015,2,0.0,0.0,0.13288838722961632,2.608453513549091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05968499609939673,0.07641501310158283,0.050943555412568176,0.0,0.0,0.0,0.0,165759789579.0,0.0227272727,0.0,0.0,0.0,0.0,2.114699368164028,5700597408000.0,43186344.0,14.1066586737,2.2186759924,0.6224258021,9.3157319179,3276.097578716087,59494.9422315166,7.9885052004
CTD,2015,1,0.0,0.0,0.11597497508280624,2.5052171907627225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0422126032561726,0.0776450279798303,0.04616326363449454,0.0,0.0,0.0,0.0,67405598803.0,0.0326086957,0.0,0.0,0.0,0.0,1.9246487271855721,3876267648000.0,42133344.0,11.5147665877,1.4953943346,0.4843007979,11.0427953237,1749.5421534307839,61522.2338843602,6.2175222677
CTD,2014,4,0.0,0.8521821174,0.10077326789394483,2.4386390645962592,1.6215317233,30.2295530037,101.13338369074096,17.2979468991,51.2919513433,169.72328193314095,21.1007700582,0.038994426135942006,0.06856659407142458,0.03505850787522017,0.1355579199,0.0,0.0695362912,499239814011.0,102967193740.0,0.0402684563,1.6995255293,0.5133142782,1.5735024759,0.0,1.924257127145864,3138934128000.0,42133344.0,9.588862541,1.2440047339,0.4111985353,24.0423030862,2197.17091916559,59887.2319113981,5.3479521937
CTD,2014,3,0.0,0.90452803,0.1013531845456091,2.3490216972049156,1.6281756421,29.6844526776,92.8073172120403,28.3717505495,27.7257054973,148.9047732588403,12.864909388,0.04424621532642481,0.07032228482933953,0.04158767069977986,0.1298258892,8.4266688,0.0669605501,466621213161.0,94866538815.0,0.0333333333,1.9793462504,0.7413848849,1.7115591272,0.0,1.9776965114597382,2528000640000.0,42133344.0,8.2838842781,1.0384629036,0.3406827745,-37.3453573731,2116.2920208754376,57777.7018223619,4.7485342696
CTD,2014,2,0.0,0.8782785141,0.10597178412680698,2.2629813093414093,1.5377863208,27.3342415486,97.94508612030589,28.8369167707,25.3532176976,152.13522058860588,12.6573864641,0.05009350225325913,0.07440106009885265,0.05003735327250007,0.122069225,8.77778,0.0636927754,442192633845.0,81272159849.0,0.032,2.0008934274,0.8449868187,1.7001107311,0.0,1.9492667349677495,2633334000000.0,42133344.0,9.3779755291,1.122860528,0.3884200747,49.7021424072,1926.7652533110117,55661.4098014864,4.7667408951
CTD,2014,1,0.3323473949,0.769329957,0.10965098688031912,2.2377086945203817,1.4862982791,26.0185907015,104.20159517816472,27.2443984651,25.2599393059,156.70593294916472,13.3972493636,0.036321712714859344,0.08428381754865553,0.052285057222062906,0.1231694067,8.77778,0.0640651459,468656267365.0,44551879931.0,0.032,2.1825693186,0.9465847913,1.9595110632,0.0,1.8383880411717504,2633334000000.0,42133344.0,9.4762559108,1.1355420811,0.408461396,-72.2594606797,1522.128696953178,55039.7920424261,6.3841082439
CTD,2013,4,0.0566345922,0.9050106624,0.10866913746481649,2.223149881340702,1.5160805239,25.9350588598,103.89073049082918,23.427667135,50.6480073867,177.9664050125292,15.5798696428,0.02526643582627258,0.06895253480784508,0.02912336860852417,0.1174016777,0.0,0.0629827777,430323413262.0,61330094894.0,0.0298507462,1.9950744765,0.8357990385,1.871084058,0.0,1.988285587065052,2822934048000.0,42133344.0,10.9783382363,1.2260420812,0.4560731877,7.6682529461,1677.8198625297816,54647.3901866655,5.2742088047
CTD,2013,3,0.0,0.8167837419,0.10698933088180088,2.154936104453955,1.3139647368,22.1599573482,116.9741632808897,32.6232185601,46.1083311912,195.7057130321897,11.1883503869,0.04570147546572581,0.07614844179179414,0.043102930515218914,0.1184541067,11.2993968,0.0644818049,434290086631.0,68701590917.0,0.033898305,2.1164552264,0.7936973011,1.8799941704,0.0,1.8892754826624427,2485867296000.0,42133344.0,9.805863413,1.1131261336,0.4812133939,-19.6755083601,1537.8622690855016,53003.8763956642,4.8376280987
CTD,2013,2,0.0,0.9060978956,0.11416171103015241,2.092412471227746,1.2884205242,20.6745190856,119.9285172296193,32.0912959504,41.5388070491,193.5586202291193,11.3738005645,0.06449308761044162,0.08593113279989296,0.060684541033680435,0.1147632735,8.10109296,0.0643335604,403577118620.0,83180945319.0,0.0472813238,1.9852262082,0.7820494821,1.7669445239,0.0,1.9770444611262288,1782240451200.0,42133344.0,7.4483593925,0.8232018813,0.3719109532,8.5396055558,1857.6454356435606,51384.7222157346,3.0796057316
CTD,2013,1,0.0,0.7333927608,0.10526503664058695,2.0077467559531876,1.3089277705,19.4812293948,120.28032423355651,30.2786169365,30.1836215707,180.74256274075654,12.0547117711,0.03912234894381361,0.07729275726938988,0.046247446780576414,0.105784061,6.8945472,0.0627678718,337032535058.0,37920625069.0,0.0555555555,2.0501626242,0.7925575277,1.8752163569,0.0,1.7333927608790438,1516800384000.0,42133344.0,7.0176678317,0.730141199,0.3381492312,66.874360891,1063.9283885703446,49305.5316544076,2.6296319018
CTG,2024,4,,15.0627078032,0.06735245727024358,2.7654550503789714,,,,,,,,,,0.6006716953496708,0.1847695587,0.0,0.0114749694,,,0.0,,,,,16.06270780317618,202717188487000.0,5369991748.0,7.9972963254,1.3740372886,2.4749169571,1.9837537267,1824.630550624079,27473.7813247008,
CTG,2024,3,,14.8156966429,0.06825364932092953,2.6254408314967863,,,,,,,,,,0.3354745179493981,0.1619806236,0.0,0.0101955449,,,0.0,,,,,15.815696642862783,198421195088600.0,5369991748.0,9.1567296577,1.4163316712,2.5085151463,1.8430281064,973.1595959986939,26088.5220265333,
CTG,2024,2,,14.896086891,0.071805053088023,2.532086833292467,,,,,,,,,,0.3497838532873995,0.1573759619,0.0,0.0099541455,,,0.0,,,,,15.896086890990755,193588202515400.0,5369991748.0,9.5332393341,1.433469585,2.5958541002,1.74860632,999.1253714678893,25148.7721653013,
CTG,2024,1,,14.9103650713,0.0759766577582746,2.4317074239198626,,,,,,,,,,0.3267914114423949,0.1617335633,0.0,0.0102533718,,,0.0,,,,,15.910365071310327,171839735936000.0,5369991748.0,8.5302846743,1.3250765449,2.3634418221,2.2165039852,923.429724421245,24149.5482834399,
CTG,2023,4,,15.1482816885,0.07937201383936619,2.3756197027213757,,,,,,,,,,0.41994675277137167,0.1699791545,0.0,0.0103625882,,,0.0,,,,,15.933846072756806,192782703753200.0,5369991748.0,9.6858451598,1.5421308573,2.7326395202,6.7012086836,1139.5687902647408,23279.4771140121,
CTG,2023,3,,14.4775328164,0.0800500156046726,2.2719797110570905,,,,,,,,,,0.29517429577693477,0.1572301237,0.0,0.0098261541,,,0.0,,,,,15.477532816388374,169154740062000.0,5369991748.0,9.3284709241,1.3960398892,2.4363886341,2.8101921139,719.3819248304737,22563.8251762915,
CTG,2023,2,,14.7555365508,0.08358257516262463,2.198520566516148,,,,,,,,,,0.4078634713622685,0.1581290875,0.0,0.0097229779,,,0.0,,,,,15.755536550778135,142250218026400.0,4805750609.0,8.0785329747,1.213171552,2.0509119036,2.3122064967,1082.724931721483,24398.8576478376,
CTG,2023,1,,15.1490937112,0.08904504489094013,2.1032652990959493,,,,,,,,,,0.37946566488009675,0.1585577156,0.0,0.009639872,,,0.0,,,,,16.14909371115842,144172518270000.0,4805750609.0,8.4556038115,1.285115942,2.1349961618,2.5443241605,1000.1303419696451,23344.1972186202,
CTG,2022,4,,15.718766165,0.09419894914646473,2.016850808762174,,,,,,,,,,0.33161101639401425,0.1662403072,0.0,0.0100449029,,,0.0,,,,,16.7046137563605,139847342721900.0,4805750609.0,8.3366155321,1.3017748571,2.1811379022,1.6557088364,886.5235312088996,22354.0959031068,
CTG,2022,3,,15.4999696443,0.09431491621192525,1.975955662120321,,,,,,,,,,0.25831182493843063,0.1553582796,0.0,0.0093827613,,,0.0,,,,,16.499969644323834,139847342721900.0,4805750609.0,8.9827321732,1.3270975177,2.2842602628,1.7610851773,694.6527757283378,21927.5521294534,
CTG,2022,2,,15.4528863256,0.09848739100738775,1.9140081740028774,,,,,,,,,,0.3867012405388363,0.1505372438,0.0,0.0092767585,,,0.0,,,,,16.45288632558432,107648813641600.0,4805750609.0,7.328079565,1.055038073,1.9170476358,20.8464658078,966.6363026205049,21231.4612849274,
CTG,2022,1,,15.9256430318,0.10451693649116815,1.8304762393091112,,,,,,,,,,0.45968549749084975,0.1291465057,0.0,0.0080409727,,,0.0,,,,,16.925643031791708,127592678668950.0,4805750609.0,10.3778688065,1.3076787033,2.3499389251,3.9444898016,970.4846088487485,20303.1523977278,
CTG,2021,4,,15.35446231,0.11207478431203967,1.744008601780071,,,,,,,,,,0.2809574007696659,0.1573628965,0.0,0.0098076178,,,0.0,,,,,16.352560990014236,135522167173800.0,4805750609.0,9.6191693531,1.4579371491,2.5494874689,25.089686681,607.7751921895455,19342.3975904864,
CTG,2021,3,,14.1442505574,0.1072282520375888,1.7802863856467885,,,,,,,,,,0.24917142820675367,0.1805922508,0.0,0.0117925428,,,0.0,,,,,15.144250557356834,166038683540950.0,4805750609.0,10.0460008753,1.7483106177,3.1704301,-13.6962436378,511.83929423916555,19761.9345502745,
CTG,2021,2,,14.7968263604,0.11178918981924771,1.7364542698734888,,,,,,,,,,0.20684631382172533,0.1854677754,0.0,0.0121077068,,,0.0,,,,,15.796826360433165,147536543696300.0,4805750609.0,8.9935429584,1.5928715041,2.8577659196,3.4771946534,468.229665473263,19273.3688316118,
CTG,2021,1,,13.634438514709473,0.11535682663341794,1.7101908030716029,,,,,,,,,,0.6071650465658398,0.20758222043514252,0.0,0.013671962544322014,,,0.0,,,,,14.634438977578833,168202287505000.0,4805779643.0,9.4889223724,1.843626227,3.5397734118,-162.1531652166,1344.5337655903004,18984.3252869262,
CTG,2020,4,,14.7056180304,0.12659513118646482,1.5902261680719438,,,,,,,,,,0.5247864100485649,0.168260967,0.0,0.0106063543,,,0.0,,,,,15.70809417514704,148005331101000.0,3723404556.0,10.8083675988,1.7450880118,3.2659689227,18.8646698432,1449.5964429388746,22778.2207719896,
CTG,2020,3,,14.1364282282,0.12718012188381903,1.5516311180744853,,,,,,,,,,0.2573892851949929,0.1370067319,0.0,0.0088457017,,,0.0,,,,,15.136428228243805,113563838958000.0,3723404556.0,10.3447096971,1.3723168051,2.6568461579,-30.0572355266,627.5579150362945,22225.1887366493,
