CP,Năm,Kỳ,(Vay NH+DH)/VCSH,Nợ/VCSH,TSCĐ / Vốn CSH,Vốn CSH/Vốn điều lệ,Vòng quay tài sản,Vòng quay TSCĐ,Số ngày thu tiền bình quân,Số ngày tồn kho bình quân,Số ngày thanh toán bình quân,Chu kỳ tiền,Vòng quay hàng tồn kho,Biên EBIT (%),Biên lợi nhuận gộp (%),Biên lợi nhuận ròng (%),ROE (%),ROIC (%),ROA (%),EBITDA (Tỷ đồng),EBIT (Tỷ đồng),Tỷ suất cổ tức (%),Chỉ số thanh toán hiện thời,Chỉ số thanh toán tiền mặt,Chỉ số thanh toán nhanh,Khả năng chi trả lãi vay,Đòn bẩy tài chính,Vốn hóa (Tỷ đồng),Số CP lưu hành (Triệu CP),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA
AAA,2022,2,0.8425109143,0.9547278508,0.3566790826473728,1.4624065636620445,1.5678036272,7.793464522,32.51294841378408,30.6223573187,19.2573326602,82.39263839268409,11.9193958911,0.0229258889128825,0.07515694101558694,0.018672722601853705,0.0546110244,0.0406841091,0.0286837256,686887597908.0,104882736466.0,0.1242236025,1.4534049331,0.2553909736,0.9753505546,-2.9222450774209614,1.9547278508187742,3077309692800.0,382274496.0,9.2993340199,0.5552997172,0.1898570566,8.82107271,223.4653269570984,14496.6758496387,9.2093800877
AAA,2022,1,0.8815968063,0.9496231239,0.3826593617976987,1.4057695915358686,1.487311251,6.9624618936,31.921390520694604,28.2663818173,18.2488809524,78.4366532903946,12.9128659748,0.03106926194580419,0.09774245694767922,0.021870145454178817,0.0557393233,0.0441404746,0.0296939138,712086760376.0,125137181611.0,0.0826446281,1.4490759511,0.4037865806,1.1775603387,-3.1390008364971185,1.9496231239004307,3949857401600.0,326434496.0,13.1155444472,0.7200431839,0.2651187386,5.0853974975,269.84293852938873,16804.5476584864,9.1719735664
AAA,2021,4,0.8314740347999999,0.8351349645,0.3848831911062439,1.4278698667109093,1.4148395044,5.9392259934,27.63438688308795,29.9691722399,18.161877542,75.76543666498794,12.1791818966,0.016455272407950465,0.09066531093670656,0.014412938504663877,0.061242978,0.0417635658,0.0312440856,684020714649.0,69092995936.0,0.0887573964,1.6313396713,0.6057175953,1.327475656,-1.884967793336301,1.830511553165885,5516742982400.0,326434496.0,17.5638989659,1.1506420345,0.4197441123,11.4912775942,185.3896289931319,14687.452303074,11.4821216843
AAA,2021,3,0.7510935037,0.879508836,0.4092059585192844,1.3858423745914767,1.1860205783,4.9245319187,31.530064389151658,39.1782853262,22.9325713269,93.64092104225166,9.3163852619,0.02135787416040559,0.09326086827752728,0.01834794523846976,0.0603676065,0.043368733,0.0301688561,680285723454.0,72770124114.0,0.0852272727,1.4366188461,0.3786929639,1.1671809687,-2.2220048185107584,1.879508835971708,5745247129600.0,326434496.0,17.6491313947,1.2137738086,0.5188050522,29.2289547649,191.50780604694427,14500.2305001705,11.881056663
AAA,2021,2,0.7706583309,0.8488060981,0.4283881677281634,1.3643142153145367,1.0780510693,4.1666692293,30.69513800802568,43.3527121447,22.8135943557,96.86144450842569,8.4193117787,0.03918088944154756,0.11150184625339118,0.026442046911901638,0.0687063859,0.0470386208,0.0334563246,714092959035.0,127915646439.0,0.0923076923,1.4737373253,0.5968164006,1.1686296205,-2.87501785254233,1.8488060981303094,5304560560000.0,326434496.0,14.3041395148,1.1141445278,0.55290529,26.140804138,264.45294274291405,14585.1813611543,9.7321723485
AAA,2021,1,1.1600494682788849,1.2238738536834717,0.5494291174148206,1.079762169475465,0.9649558067321777,3.6326959133148193,30.914298716443128,47.9825553894043,26.685731887817383,105.58258599366481,7.606931686401367,0.043133005009550064,0.10470105249086188,0.032904733741771566,0.07268063724040985,0.04572660103440285,0.03308635950088501,666442858496.0,98499276790.0,0.0974025974,1.2832229137420654,0.2352142333984375,0.999661386013031,-2.6079368096399658,2.2238739119685347,4570103599600.0,296759974.0,12.4040491848,0.9681300933,0.5614497218,8.2926614735,253.20739343035527,15906.9531108329,12.0671352388
AAA,2020,4,1.0381938222,1.1295960112,0.5777666573506166,1.0526891062818902,0.8973384053,3.3719187218,34.52183680475817,59.512232838,32.8538620207,126.88793166345818,6.1331928344,0.03299269980999179,0.09799250161320423,0.02723995881951787,0.0720520923,0.0466907872,0.0316775866,641253883704.0,69893605547.0,0.0,1.191690332,0.2554358082,0.9407359663,-1.4536578786798373,2.129540006117185,3614687576200.0,221759974.0,13.783847967,0.7748049206,0.4865935025,5.9011578971,260.2213189518141,21037.553539531,11.3368913682
AAA,2020,3,1.2011712514,1.0687022269,0.6007590208639904,1.037689797936193,0.8999161631,3.3646543997,31.994205222172532,58.0565342814,26.8417936304,116.89253313397253,6.2869753511,0.0566558242785904,0.1075216697901828,0.04076741160358678,0.0768890601,0.0512977572,0.0332131988,659548055348.0,109184669057.0,0.1229508197,1.5043826638,0.0854856816,1.2079817821,-2.225396118985789,2.0687022269356015,2705471682800.0,221759974.0,8.8017822734,0.764188015,0.3787405761,2.0539564826,354.28035878557597,15964.6575980749,9.6438912586
AAA,2020,2,1.5147011499,1.4020819468,0.612927270074873,0.8479766160251507,0.9631052394,3.6816566169,38.27547559904759,56.4719618988,28.2812451969,123.02868269474759,6.463384443,0.051070541074995396,0.10127364733436044,0.03738233198921298,0.0767885227,0.053911531,0.0316074349,641571854688.0,92468116538.0,0.1382488479,1.3685491743,0.0843876958,1.0858511053,-1.7258565078843469,2.4020819467611725,2406095717900.0,221759974.0,8.4360766474,0.8000974137,0.3174116743,1.5777671277,305.2142319785806,13560.8487348217,9.4413735851
AAA,2020,1,1.5694474468000001,1.3969033827,0.6297958646379803,0.8478056752036107,1.0234485434,3.9075023594,43.91340437805607,55.4040892642,28.0720408374,127.38953447965606,6.5879613734,0.05251919573399851,0.11369342407786949,0.037195640949815305,0.0966923689,0.0691220945,0.0390403953,746926059718.0,82578417282.0,0.1363636364,1.4870798224,0.0941318365,1.1223363211,-1.6344346709993365,2.3969033826667405,2323199736000.0,211199976.0,6.0714678924,0.7915434268,0.2833239018,1.8704328051,276.9151204969834,13896.9001917453,8.1605233501
AAA,2019,4,1.5799479235,1.4537234096,0.6372168678999448,0.8543419537391791,1.1933104961,4.3262920419,27.95858084564542,46.3662835751,27.2602424422,101.58510686294542,7.8720995486,0.05298771473150641,0.09627555572496992,0.032131756557990554,0.1476920121,0.096558014,0.0593513128,937131510118.0,97139037542.0,0.1214574899,1.5359616905,0.1085521087,1.1585638745,-1.9449115077834362,2.446508947387681,2114319703600.0,171199976.0,4.5916964941,0.722375891,0.2283757797,4.3207499278,344.07203419818234,17096.3623699924,6.3976059681
AAA,2019,3,1.6265190360000001,1.4725650746,0.662433233452025,0.8398302239027737,1.2094709515,4.4619384081,42.67944006296735,48.1210956863,27.4261747659,118.22671051516735,7.5850309473,0.04281637721627624,0.08441662381372418,0.026943944206130145,0.1470629195,0.0983756705,0.0579786797,941150320858.0,101225739771.0,0.1587301587,1.6244471391,0.0736984231,1.3091324308,-1.9037185727396224,2.4725650746093466,2157119697600.0,171199976.0,4.6798341048,0.7501183892,0.2243382549,7.7087607141,372.0818727976924,16797.3485014098,6.4157637756
AAA,2019,2,1.7855966946000001,1.5917858375,0.6656749483138724,0.8429077545037166,1.2358001782,4.3214357819,37.967994365967556,55.8295887987,27.3415398841,121.13912304876756,6.5377518956,0.08337582966130509,0.1199219484922787,0.05419637002308991,0.143675756,0.0910237046,0.0576333264,923981485314.0,202606134019.0,0.1315789474,1.611163435,0.0785509905,1.2850334288,-2.882347074717475,2.5917858375481044,2602239635200.0,171199976.0,5.8849810348,0.8980922699,0.275725132,26.6150254956,769.2702211009656,16924.7643138571,7.4104940342
AAA,2019,1,1.6862432402,1.5548577292,0.6880091919235195,0.8172852036535024,1.300401023,4.2160896582,31.008272715750763,53.3096998078,26.6623664023,110.98033892585076,6.8467840058,0.10550668829143937,0.14341668704927912,0.0819333363937624,0.1157821356,0.0818725523,0.0481147743,826135249402.0,275619002708.0,0.1095890411,1.5941152743,0.1368911397,1.1616570093,-6.0004449618391185,2.554857729169667,3124399562000.0,171199976.0,8.9103339347,1.1173442961,0.3350220963,20.505747606,1250.2190329746309,16333.3719646199,8.3736939787
AAA,2018,4,1.7374429037999999,1.5263539457,0.7377929220809774,0.7796099870316747,1.3236444909,3.5620493226,25.265320440563034,34.8699812901,28.4016009548,88.53690268546303,10.467456147,0.04892785476050784,0.08939501407704628,0.023315612102506173,0.0782852754,0.057627058,0.0297820161,637706331892.0,108077948053.0,0.1081081081,1.2443046722,0.2013268949,0.9752087881,-2.682133996222663,2.5263539457283466,3167199556000.0,171199976.0,17.57012765,1.2271754653,0.3953280721,82.1778833993,300.83200490051473,15075.268796866,9.4450686201
AAA,2018,3,1.2991080383,1.283971334,0.7661182384090657,0.7657100591725062,1.2828257309,3.1786848116,26.682459884939764,52.8585699546,28.9243389374,108.46536877693975,6.9052189704,0.04048980620593216,0.07218816151098316,0.019623374498046107,0.0866826976,0.065781783,0.0344390256,626656744830.0,88531271710.0,0.1398601399,1.3842730496,0.2151205462,0.8486142851,-2.1345352466795604,2.283971334033862,2448159656800.0,171199976.0,8.8524796398,0.9766185028,0.3386994376,-8.4462755146,250.6230421142115,14642.3603071007,8.4641874659
AAA,2018,2,0.0,0.0,0.7811793836776483,0.7558346449740659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046063201356637176,0.0733779665755408,0.015793914756302135,0.0,0.0,0.0,0.0,106782863620.0,0.1408450704,0.0,0.0,0.0,-2.333818420328799,2.246065696037652,2431039659200.0,171199976.0,6.4879353206,0.9881746298,0.3983167859,-2.9221122105,213.8619565285453,14369.9297383722,7.7549997154
