CP,Năm,Kỳ,Tăng trưởng doanh thu (%),Doanh thu (đồng),Lợi nhuận sau thuế của Cổ đông công ty mẹ (đồng),Tăng trưởng lợi nhuận (%),Thu nhập tài chính,Chi phí tiền lãi vay,Doanh thu bán hàng và cung cấp dịch vụ,Các khoản giảm trừ doanh thu,Doanh thu thuần,Giá vốn hàng bán,Lãi gộp,Chi phí tài chính,Lãi/lỗ từ công ty liên doanh,Chi phí bán hàng,Chi phí quản lý DN,Lãi/Lỗ từ hoạt động kinh doanh,Thu nhập khác,"Lãi lỗ trong công ty liên doanh, liên kết",Thu nhập/Chi phí khác,Lợi nhuận khác,LN trước thuế,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hoãn lại,Lợi nhuận thuần,Cổ đông thiểu số,Cổ đông của Công ty mẹ,Thu nhập lãi và các khoản tương tự,Chi phí lãi và các khoản tương tự,Thu nhập lãi thuần,Thu nhập từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Kinh doanh ngoại hối và vàng,Chứng khoán kinh doanh,Chứng khoán đầu tư,Hoạt động khác,Chi phí hoạt động khác,Lãi/lỗ thuần từ hoạt động khác,Cố tức đã nhận,Tổng thu nhập hoạt động,LN từ HĐKD trước CF dự phòng,Chi phí dự phòng rủi ro tín dụng,Thuế TNDN,Lãi cơ bản trên cổ phiếu
AAA,2024,4,0.4305353605637385,3844069138022,76186464918,-0.1875431312991508,91249831608.0,-49789576625.0,3844069138022.0,-1549525461.0,3842519612561.0,-3393914630919.0,448604981642.0,-68898239666.0,3971654058.0,-229528379756.0,-46666193570,198733654316.0,3807565493.0,0.0,-104225861458.0,-100418295965.0,98315358351,-37525854225,2885963798.0,63675467924,-12510996994.0,76186464918,,,,,,,,,,,,,,,,,,
AAA,2024,3,-0.09532640680006627,3194720984754,21799597923,-0.779912672349868,33516838128.0,-33905226424.0,3194720984754.0,-1321449422.0,3193399535332.0,-2848063506913.0,345336028419.0,-38092712972.0,7564464721.0,-191007387234.0,-183779758052,-26462526990.0,874508486.0,0.0,-2327212524.0,-1452704038.0,-27915231028,1870420871,342912354.0,-25701897803,-47501495726.0,21799597923,,,,,,,,,,,,,,,,,,
AAA,2024,2,-0.0029414050886950004,2784044828229,135887872408,2.2143704446370864,98092361110.0,-40781649677.0,2784044828229.0,-1564742697.0,2782480085532.0,-2424146450534.0,358333634998.0,-53929325111.0,21455880482.0,-173233226618.0,-76353933733,174365391128.0,4414811284.0,0.0,-1545380136.0,2869431148.0,177234822276,-33386351113,-5934364992.0,137914106171,2026233763.0,135887872408,,,,,,,,,,,,,,,,,,
AAA,2024,1,-0.18042878505572832,2964878299224,134706559842,1.4994036419603567,47863280080.0,-35048921226.0,2964878299224.0,-1046971601.0,2963831327623.0,-2632000466517.0,331830861106.0,-39801387126.0,23727758055.0,-123010462870.0,-73583410041,167026639204.0,1119155732.0,0.0,-214707375.0,904448357.0,167931087561,-26560017429,2523094307.0,143894164439,9187604597.0,134706559842,,,,,,,,,,,,,,,,,,
AAA,2023,4,-0.21332674928410458,2687154224910,93772934728,1.9595447545341231,67921370313.0,-48476740408.0,2687154224910.0,-2575473135.0,2684578751775.0,-2375451450167.0,309127301608.0,-67250781564.0,22819564892.0,-135967900119.0,-89321724866,107327830264.0,4372115464.0,0.0,-3672034674.0,700080790.0,108027911054,-24597831305,8752453615.0,92182533364,-1590401364.0,93772934728,,,,,,,,,,,,,,,,,,
AAA,2023,3,0.07290048021427414,3531352090707,99049764272,0.240196716306346,63082764650.0,-46635327606.0,3531352090707.0,-2273196017.0,3529078894690.0,-3209329498857.0,319749395833.0,-52837104055.0,11922389158.0,-146527042033.0,-71930869436,123459534117.0,6662250470.0,0.0,-3063556223.0,3598694247.0,127058228364,-24538430487,1027660219.0,103547458096,4497693824.0,99049764272,,,,,,,,,,,,,,,,,,
AAA,2023,2,-0.3901680576180326,2792257990090,42275112576,-0.5051206854471922,61416035204.0,-46607049754.0,2792257990090.0,-944663741.0,2791313326349.0,-2556304153355.0,235009172994.0,-59379004371.0,3570401793.0,-118984474113.0,-59741058059,61891073448.0,4640556916.0,0.0,-2514955640.0,2125601276.0,64016674724,-15813694251,1666526245.0,49869506718,7594394142.0,42275112576,,,,,,,,,,,,,,,,,,
AAA,2023,1,-0.1018549581975626,3617596915511,53895480338,-0.38814960790508607,47003239324.0,-45134977429.0,3617596915511.0,-883996058.0,3616712919453.0,-3370542435514.0,246170483939.0,-56006994655.0,14564670455.0,-109390083352.0,-66043720520,76297595191.0,3180093849.0,0.0,-233757804.0,2946336045.0,79243931236,-13692553202,-1754298152.0,63797079882,9901599544.0,53895480338,,,,,,,,,,,,,,,,,,
AAA,2022,4,-0.18706060188400506,3415845425613,-97726483611,-2.6148448036339884,76956511432.0,-57560677981.0,3415845425613.0,-9286091326.0,3406559334287.0,-3372303457270.0,34255877017.0,-85428295752.0,16543417620.0,-129385434583.0,-74282129130,-161340053396.0,2648735254.0,0.0,-1248408201.0,1400327053.0,-159939726343,5919794061,1265826574.0,-152754105708,-55027622097.0,-97726483611,,,,,,,,,,,,,,,,,,
AAA,2022,3,0.0,3291406943915,79866172011,0.0,43749317209.0,-40362653734.0,3291406943915.0,-11072289994.0,3280334653921.0,-2972146306598.0,308188347323.0,-61887618795.0,16495471816.0,-140819634222.0,-58132125521,107593757810.0,1517118689.0,0.0,-4231390245.0,-2714271556.0,104879486254,-28624194066,362140033.0,76617432221,-3248739790.0,79866172011,,,,,,,,,,,,,,,,,,
AAA,2022,2,0.0,4578733575653,85425095236,0.0,62151890682.0,-35891150019.0,4578733575653.0,-3873387481.0,4574860188172.0,-4231027690855.0,343832497317.0,-59187504578.0,8438343001.0,-178910187534.0,-60039573317,116285465571.0,2149643923.0,0.0,-3926631782.0,-1776987859.0,114508477712,-23112399121,1811205117.0,93207283708,7782188472.0,85425095236,,,,,,,,,,,,,,,,,,
AAA,2022,1,0.0,4027853795475,88086043638,0.0,31625143230.0,-39865290941.0,4027853795475.0,-169397008.0,4027684398467.0,-3634008629551.0,393675768916.0,-50899286147.0,16318624809.0,-213685606963.0,-54852980342,122181663503.0,1008460580.0,0.0,-273750352.0,734710228.0,122916373731,-26842454914,414008329.0,96487927146,8401883508.0,88086043638,,,,,,,,,,,,,,,,,,
AAA,2021,4,0.9809409367068366,4201845098822,60517570104,0.04871008908542097,78107573142.0,-36654735524.0,4201845098822.0,-3008748801.0,4198836350021.0,-3818147546774.0,380688803247.0,-59979045743.0,7177874375.0,-253505725452.0,-58090081859,94399397710.0,3188946836.0,0.0,-778912475.0,2410034361.0,96809432071,-50722612194,23788721197.0,69875541074,9357970970.0,60517570104,,,,,,,,,,,,,,,,,,
AAA,2021,3,0.7666065202989163,3409264544303,62514754147,-0.20429462868877105,55774446901.0,-32749759815.0,3409264544303.0,-2084430427.0,3407180113876.0,-3089423538078.0,317756575798.0,-42326671031.0,8614922080.0,-198261662585.0,-46724789099,94832822064.0,1361529707.0,0.0,-2654405570.0,-1292875863.0,93539946201,-30249410376,3982163568.0,67272699393,4757945246.0,62514754147,,,,,,,,,,,,,,,,,,
AAA,2021,2,0.8028239226301114,3269796291844,86326563080,0.2754296475140677,50031313543.0,-44492122484.0,3269796291844.0,-5050435836.0,3264745856008.0,-2900720665515.0,364025190493.0,-54678764618.0,3161056598.0,-184330649064.0,-51778894990,126429251962.0,2821164461.0,0.0,-12019917023.0,-9198752562.0,117230499400,-20006729975,-1226136212.0,95997633213,9671070133.0,86326563080,,,,,,,,,,,,,,,,,,
AAA,2021,1,0.45171638499161887,2284373757361,75141819491,0.28481669746787447,45537795466.0,-37769042726.0,2284373757361.0,-756449265.0,2283617308096.0,-2044520172452.0,239097135644.0,-42748982353.0,3919288485.0,-102440067463.0,-38157791391,105207378388.0,1246188544.0,0.0,-398070888.0,848117656.0,106055496044,-14070463568,-2466580164.0,89518452312,14376632821.0,75141819491,,,,,,,,,,,,,,,,,,
AAA,2020,4,0.1545247612378293,2121135981877,57706672925,-0.020345446892888915,37983730931.0,-48081193362.0,2121135981877.0,-2679294503.0,2118456687374.0,-1910863817019.0,207592870355.0,-51588379475.0,15621701593.0,-85209410170.0,-52489854638,71910658596.0,1132208365.0,0.0,-4040106748.0,-2907898383.0,69002760213,-8856371230,287059614.0,60433448597,2726775672.0,57706672925,,,,,,,,,,,,,,,,,,
AAA,2020,3,-0.18483540954204639,1929838085125,78565203153,0.23335479313790145,44835095737.0,-49063026634.0,1929838085125.0,-2681072633.0,1927157012492.0,-1719945872561.0,207211139931.0,-53099248518.0,810923830.0,-55642770831.0,-42383700043,101731440106.0,1364867671.0,0.0,-3074494731.0,-1709627060.0,100021813046,-13857106104,-86824438.0,86077882504,7512679351.0,78565203153,,,,,,,,,,,,,,,,,,
AAA,2020,2,-0.2562708438666404,1813708066994,67684300148,-0.4860683995435967,49809253203.0,-53578102302.0,1813708066994.0,-3112083642.0,1810595983352.0,-1627230324269.0,183365659083.0,-66895670460.0,280167868.0,-56663819282.0,-34233723263,75661867149.0,-7465221013.0,0.0,7816270394.0,351049381.0,76012916530,-1796665761,-13670181.0,74202580588,6518280440.0,67684300148,,,,,,,,,,,,,,,,,,
AAA,2020,1,-0.39863122077948865,1573567523917,58484466803,-0.7267559403068036,36043002254.0,-50524146818.0,1573567523917.0,-1220192091.0,1572347331826.0,-1393581779831.0,178765551995.0,-56993723826.0,191019839.0,-58328519747.0,-37858614966,61818715549.0,20693211515.0,0.0,-8601383322.0,12091828193.0,73910543742,-11296469822,44342055.0,62658415975,4173949172.0,58484466803,,,,,,,,,,,,,,,,,,
AAA,2019,4,-0.1686567492377503,1837237323176,58905123997,0.14373480412088188,44141482621.0,-49945222265.0,1837237323176.0,-4000354301.0,1833236968875.0,-1656741060921.0,176495907954.0,-62238460705.0,-56550198.0,-37062485062.0,-42294385350,78985509260.0,-440869227.0,0.0,-679583217.0,-1120452444.0,77865056816,-14817799314,840277864.0,63887535366,4982411369.0,58905123997,,,,,,,,,,,,,,,,,,
AAA,2019,3,0.0816986254722857,2367421386693,63700407693,0.48462754924238327,42473731933.0,-53172638656.0,2367421386693.0,-3238652136.0,2364182734557.0,-2164606410027.0,199576324530.0,-58484445893.0,0.0,-57806654702.0,-40543930057,85215025811.0,867822567.0,0.0,-382046810.0,485775757.0,85700801568,-11434762682,-516661754.0,73749377132,10048969439.0,63700407693,,,,,,,,,,,,,,,,,,
AAA,2019,2,0.050263271291348124,2438667426222,131699043390,2.597040977216941,40394208201.0,-70292067113.0,2438667426222.0,-8633028459.0,2430034397763.0,-2138619937880.0,291414459883.0,-82288903731.0,0.0,-53853853069.0,-34954472795,160711438489.0,1545544420.0,0.0,-1141168616.0,404375804.0,161115814293,-10749983616,-9905581615.0,140460249062,8761205672.0,131699043390,,,,,,,,,,,,,,,,,,
AAA,2019,1,1.0154505201510626,2616643195140,214037468440,3.346977981267093,52666033396.0,-45933094039.0,2616643195140.0,-4306411839.0,2612336783301.0,-2237684096383.0,374652686918.0,-62767516140.0,0.0,-67805674204.0,-31228010006,265517519964.0,7265638328.0,0.0,-43515900.0,7222122428.0,272739642392,-35799343105,-13315313433.0,223624985854,9587517414.0,214037468440,,,,,,,,,,,,,,,,,,
AAA,2018,4,0.549211537783413,2209962396990,51502432019,-0.21116988009786813,20898115374.0,-40295506565.0,2209962396990.0,-1037673394.0,2208924723596.0,-2011457866835.0,197466856761.0,-67212717328.0,0.0,-52254432906.0,-37134475802,61763346099.0,2498409667.0,0.0,-41813291.0,2456596376.0,64219942475,-11402731020,708675840.0,53525887295,2023455276.0,51502432019,,,,,,,,,,,,,,,,,,
AAA,2018,3,1.0590411696923319,2188614583530,42906658795,-0.17533254148544425,21541918835.0,-41475666353.0,2188614583530.0,-2106916397.0,2186507667133.0,-2028667698513.0,157839968620.0,-55395778502.0,0.0,-39008660761.0,-30300036149,54677412043.0,5593713364.0,0.0,-2857060399.0,2736652965.0,57414065008,-9435207667,-68610334.0,47910247007,5003588212.0,42906658795,,,,,,,,,,,,,,,,,,
AAA,2018,2,1.719475807909914,2321958210748,36613161825,-0.06430351367892975,11991921482.0,-45754572288.0,2321958210748.0,-3776658553.0,2318181552195.0,-2148078103742.0,170103448453.0,-60387322612.0,0.0,-34097236248.0,-29223348585,58387462490.0,1281943293.0,0.0,-8261170.0,1273682123.0,59661144613,-8853053207,-105307377.0,50702784029,14089622204.0,36613161825,,,,,,,,,,,,,,,,,,
AAA,2018,1,0.7699930566915908,1298291954567,49238222361,-0.26394398615901765,7085646051.0,-23245616132.0,1298291954567.0,-333284102.0,1297958670465.0,-1150432871108.0,147525799357.0,-25591419044.0,0.0,-31202480069.0,-26960451660,70857094635.0,1835631682.0,0.0,-3555229.0,1832076453.0,72689171088,-13081036033,401860175.0,60009995230,10771772869.0,49238222361,,,,,,,,,,,,,,,,,,
AAA,2017,4,1.1364926531258892,1426507835174,65289636792,0.5810596435181501,33262328034.0,-28945734767.0,1426507835174.0,-1037266654.0,1425470568520.0,-1228777511440.0,196693057080.0,-30389199454.0,-24288655000.0,-61898852480.0,-23585370529,89793307651.0,1167354164.0,0.0,125482246.0,1292836410.0,91086144061,-15530305960,-229625578.0,75326212523,10036575731.0,65289636792,,,,,,,,,,,,,,,,,,
AAA,2017,3,0.9819421111815422,1062929005862,52029043164,0.3453285696470656,4124651624.0,-17065679630.0,1062929005862.0,-1257823584.0,1061671182278.0,-932638640218.0,129032542060.0,-20723543611.0,0.0,-13398174851.0,-19064587076,79970888146.0,416809560.0,0.0,-83860027.0,332949533.0,80303837679,-12859074134,17436976.0,67462200521,15433157357.0,52029043164,,,,,,,,,,,,,,,,,,
AAA,2017,2,0.6508347455555435,853825654192,39129314217,0.16253255911093398,-63976584292.0,-17746808506.0,853825654192.0,-94043728.0,853731610464.0,-730816635256.0,122914975208.0,9304630309.0,24288655000.0,-7482917746.0,-18253416498,66795341981.0,665456109.0,0.0,-409095636.0,256360473.0,67051702454,-18070710325,-245989910.0,48735002219,9605688002.0,39129314217,,,,,,,,,,,,,,,,,,
AAA,2017,1,0.7287536737328288,733501156775,66894667573,1.3589281519969312,82364864741.0,-16833826448.0,733501156775.0,-4766214896.0,728734941879.0,-626990411059.0,101744530820.0,-53244735002.0,0.0,-22944376417.0,-18419181582,89501102560.0,138979094.0,0.0,-27458573.0,111520521.0,89612623081,-17973385002,201452614.0,71840690693,4946023120.0,66894667573,,,,,,,,,,,,,,,,,,
AAA,2016,4,0.45157759943489234,667686749630,41294860102,0.949968035139267,9364336931.0,-7265829226.0,667686749630.0,-151829729.0,667534919901.0,-568748920481.0,98785999420.0,-26458847770.0,1328378471.0,-14528130182.0,-15597767894,52893968976.0,1113839192.0,0.0,-5670790430.0,-4556951238.0,48337017738,-6890891702,2422936.0,41448548972,153688870.0,41294860102,,,,,,,,,,,,,,,,,,
AAA,2016,3,0.14558736523721988,536306787098,38673855843,0.9479109654613368,4802491049.0,-6637193744.0,536306787098.0,-719625826.0,535587161272.0,-452794707854.0,82792453418.0,-8643546827.0,2294446474.0,-19223067035.0,-18667976850,43354800229.0,4189497583.0,0.0,-13779258.0,4175718325.0,47530518554,-8318791223,-81969418.0,39129757913,455902070.0,38673855843,,,,,,,,,,,,,,,,,,
AAA,2016,2,0.39985249181406185,517208434394,33658682426,4.971000739508474,11943366860.0,-7087632513.0,517208434394.0,-113449599.0,517094984795.0,-447802096702.0,69292888093.0,-9270588887.0,-4295308753.0,-12901285065.0,-16733994316,38035077932.0,679244634.0,0.0,-9326004.0,669918630.0,38704996562,-4794848948,-22905993.0,33887241621,228559195.0,33658682426,,,,,,,,,,,,,,,,,,
AAA,2016,1,0.3323662152706199,424294778325,28358077594,5.262853961174696,4088654022.0,-6293816656.0,424294778325.0,-742035443.0,423552742882.0,-367388672113.0,56164070769.0,-9554498445.0,2423823607.0,-10229653180.0,-11623011040,31269385733.0,2098871899.0,0.0,-1344008447.0,754863452.0,32024249185,-3687913152,123133078.0,28459469111,101391517.0,28358077594,,,,,,,,,,,,,,,,,,
AAA,2015,4,0.027333037108987653,459973169805,21177198476,32.02009347020354,4004241859.0,-6473520309.0,459973169805.0,-352594792.0,459620575013.0,-402756979629.0,56863595384.0,-14049073571.0,1907493121.0,-9850728132.0,-11918055344,26957473317.0,275975063.0,0.0,-545471.0,275429592.0,27232902909,-5912736437,-16791273.0,21303375199,126176723.0,21177198476,,,,,,,,,,,,,,,,,,
AAA,2015,3,0.14305004012378786,468150054175,19854016189,0.21347190576706337,5885459644.0,-6541008895.0,468150054175.0,-709075478.0,467440978697.0,-408027734333.0,59413244364.0,-16154571135.0,1774107636.0,-21069377932.0,-8576936315,21271926262.0,1001306272.0,0.0,410000826.0,1411307098.0,22683233360,-2800103085,8044386.0,19891174661,37158472.0,19854016189,,,,,,,,,,,,,,,,,,
AAA,2015,2,-0.03814073898097805,369473524831,5637025332,-0.6315149929565205,8503423258.0,-5519155453.0,369473524831.0,-365629589.0,369107895242.0,-323297008095.0,45810887147.0,-12703391558.0,-2296859076.0,-22891956537.0,-10004426099,6417677135.0,66855460.0,0.0,-174801613.0,-107946153.0,6309730982,-559395891,40258698.0,5790593789,153568457.0,5637025332,,,,,,,,,,,,,,,,,,
AAA,2015,1,-0.015122220015785871,318452069305,-6652369012,-1.453682643629541,4001842674.0,-5532126701.0,318452069305.0,-72570356.0,318379498949.0,-290659434678.0,27720064271.0,-7084720055.0,0.0,-21417988011.0,-11108992506,-7889793627.0,520532218.0,1997132069.0,-238815357.0,281716861.0,-5610944697,-757399238,-67986117.0,-6436330052,216038960.0,-6652369012,,,,,,,,,,,,,,,,,,
AAA,2014,4,0.36246567588831724,447735206783,641342778,-0.9437004831279705,2848872567.0,-6059642453.0,447735206783.0,-3462290601.0,444272916182.0,-405609189336.0,38663726846.0,-9132225484.0,0.0,-23800951388.0,-10415257483,-1835834942.0,778885846.0,1532681484.0,-224203863.0,554681983.0,251528525,722835421,-149158687.0,825205259,183862481.0,641342778,,,,,,,,,,,,,,,,,,
AAA,2014,3,0.3236437870317803,409562169408,16361331560,0.24050514146271662,2610326060.0,-5681141129.0,409562169408.0,-255157449.0,409307011959.0,-358015776197.0,51291235762.0,-7120855415.0,0.0,-20554326466.0,-8460664358,17765715583.0,879392672.0,1636597222.0,-32705267.0,846687405.0,20249000210,-3668547843,968200.0,16581420567,220089007.0,16361331560,,,,,,,,,,,,,,,,,,
AAA,2014,2,0.3892002272485897,384124309870,15297841769,0.16406498586359486,1739069197.0,-2416397337.0,384124309870.0,-274024822.0,383850285048.0,-335407866981.0,48442418067.0,-6340536041.0,0.0,-16862841649.0,-8264977120,18713132454.0,3516253939.0,1379509033.0,-4844477080.0,-1328223141.0,18764418346,-3322791878,88380831.0,15530007299,232165530.0,15297841769,,,,,,,,,,,,,,,,,,
AAA,2014,1,0.32447849395810946,323341713842,14663044984,-0.14815130526163087,1133703473.0,-3030038742.0,323341713842.0,-128317940.0,323213395902.0,-278865870611.0,44347525291.0,-3303170182.0,0.0,-17719664762.0,-8836146390,15622247430.0,1002198535.0,1733779533.0,-422868202.0,579330333.0,17935357296,-2906962215,-184153099.0,14844241982,181196998.0,14663044984,,,,,,,,,,,,,,,,,,
AAA,2013,4,0.0,328621274434,11391621343,0.0,1584829239.0,-2826480156.0,328621274434.0,-153326387.0,328467948047.0,-286409479822.0,42058468225.0,-3335810779.0,0.0,-16951883981.0,-9436847848,13918754856.0,736774193.0,2221591629.0,-97842230.0,638931963.0,16779278448,-5549247880,182285396.0,11412315964,20694621.0,11391621343,,,,,,,,,,,,,,,,,,
AAA,2013,3,0.0,309420233314,13189249293,0.0,1069569982.0,-4261851028.0,309420233314.0,-383757869.0,309036475445.0,-265312830107.0,43723645338.0,-4881881136.0,0.0,-15794443389.0,-9410857443,14706033352.0,647496684.0,1490629320.0,-3436759.0,644059925.0,16840722597,-3374827439,-105783466.0,13360111692,170862399.0,13189249293,,,,,,,,,,,,,,,,,,
AAA,2013,2,0.0,276507520180,13141742046,0.0,1799374307.0,-4795952169.0,276507520180.0,-435239055.0,276072281125.0,-231419606297.0,44652674828.0,-8088263665.0,0.0,-15082913674.0,-8811398738,14469473058.0,640649119.0,1137021975.0,-17147551.0,623501568.0,16229996601,-2886216758,-62366760.0,13281413083,139671037.0,13141742046,,,,,,,,,,,,,,,,,,
AAA,2013,1,0.0,244127568184,17213203559,0.0,2156111356.0,-5222906057.0,244127568184.0,-196489932.0,243931078252.0,-195830687906.0,48100390346.0,-5329187934.0,0.0,-15523150822.0,-8679192279,20724970667.0,513181190.0,0.0,-1364651.0,511816539.0,21236787206,-3903784899,84698070.0,17417700377,204496818.0,17213203559,,,,,,,,,,,,,,,,,,
ACB,2024,4,0.08017257670086692,13518376000000,4545364000000,0.13456002440169543,,,,,,,,,,,-2739350000000,,,,,,5671271000000,-1086127000000,-39780000000.0,4545364000000,,4545364000000,13518376000000.0,-6438085000000.0,7080291000000.0,1435715000000.0,-566890000000.0,868825000000.0,344167000000.0,-26090000000.0,213050000000.0,419472000000.0,-346882000000.0,72590000000.0,5463000000.0,8558296000000.0,5818946000000.0,-147675000000.0,-1125907000000.0,1017.0
ACB,2024,3,-0.007819313792599071,12922067000000,3870395000000,-0.041406991665054724,,,,,,,,,,,-2933714000000,,,,,,4844044000000,-971306000000,-2343000000.0,3870395000000,,3870395000000,12922067000000.0,-6040680000000.0,6881387000000.0,1325822000000.0,-578633000000.0,747189000000.0,166635000000.0,71287000000.0,47199000000.0,259065000000.0,-56305000000.0,202760000000.0,19544000000.0,8136001000000.0,5202287000000.0,-358243000000.0,-973649000000.0,0.0
ACB,2024,2,-0.08163412091804549,12474712000000,4468590000000,0.15591516061426142,,,,,,,,,,,-2465618000000,,,,,,5598243000000,-1075344000000,-54309000000.0,4468590000000,,4468590000000,12474712000000.0,-5363206000000.0,7111506000000.0,1421150000000.0,-543581000000.0,877569000000.0,426650000000.0,-41231000000.0,-14005000000.0,415272000000.0,-129401000000.0,285871000000.0,5651000000.0,8652011000000.0,6186393000000.0,-588150000000.0,-1129653000000.0,779.0
ACB,2024,1,-0.09351625143419917,11987594000000,3905419000000,-0.05552802652653706,,,,,,,,,,,-2763921000000,,,,,,4892313000000,-1066922000000,80028000000.0,3905419000000,,3905419000000,11987594000000.0,-5266076000000.0,6721518000000.0,1282271000000.0,-537069000000.0,745202000000.0,233300000000.0,196391000000.0,204068000000.0,172323000000.0,-109907000000.0,62416000000.0,5556000000.0,8168451000000.0,5404530000000.0,-512217000000.0,-986894000000.0,1006.0
ACB,2023,4,0.05120208993676164,12515015000000,4006279000000,0.39566412751984137,,,,,,,,,,,-3013248000000,,,,,,5043574000000,-975257000000,-62038000000.0,4006279000000,,4006279000000,12515015000000.0,-6225399000000.0,6289616000000.0,1305933000000.0,-578635000000.0,727298000000.0,28950000000.0,-13925000000.0,1358428000000.0,216906000000.0,-230699000000.0,-13793000000.0,1889000000.0,8378463000000.0,5365215000000.0,-321641000000.0,-1037295000000.0,1031.0
ACB,2023,3,0.26200091782554413,13023905000000,4037579000000,0.12561695147354665,,,,,,,,,,,-2868218000000,,,,,,5035481000000,-996856000000,-1046000000.0,4037579000000,,4037579000000,13023905000000.0,-6814777000000.0,6209128000000.0,1301774000000.0,-538187000000.0,763587000000.0,315762000000.0,67760000000.0,881942000000.0,202751000000.0,-55714000000.0,147037000000.0,39166000000.0,8424382000000.0,5556164000000.0,-520683000000.0,-997902000000.0,1040.0
ACB,2023,2,0.44206998811934334,13583597000000,3865846000000,-0.019604133550148256,,,,,,,,,,,-2485180000000,,,,,,4832447000000,-911557000000,-55044000000.0,3865846000000,,3865846000000,13583597000000.0,-7337925000000.0,6245672000000.0,1262569000000.0,-458183000000.0,804386000000.0,327437000000.0,71566000000.0,407802000000.0,200858000000.0,-37975000000.0,162883000000.0,3774000000.0,8023520000000.0,5538340000000.0,-705893000000.0,-966601000000.0,797.0
ACB,2023,1,0.4606257341494139,13224279000000,4135029000000,0.2577901071775662,,,,,,,,,,,-2507640000000,,,,,,5156497000000,-1109352000000,87884000000.0,4135029000000,,4135029000000,13224279000000.0,-7009125000000.0,6215154000000.0,1075475000000.0,-448409000000.0,627066000000.0,437956000000.0,42982000000.0,-1032000000.0,576702000000.0,-9458000000.0,567244000000.0,30781000000.0,7920151000000.0,5412511000000.0,-256014000000.0,-1021468000000.0,1224.0
ACB,2022,4,0.4080880100541287,11905432000000,2870518000000,0.18201519871360658,,,,,,,,,,,-4064328000000,,,,,,3611083000000,-692817000000,-47748000000.0,2870518000000,,2870518000000,11905432000000.0,-5451215000000.0,6454217000000.0,1392840000000.0,-465807000000.0,927033000000.0,503889000000.0,-110032000000.0,-2708000000.0,163883000000.0,-23306000000.0,140577000000.0,13020000000.0,7925996000000.0,3861668000000.0,-250585000000.0,-740565000000.0,849.0
ACB,2022,3,0.24480161842819617,10320044000000,3586992000000,0.7059670933575571,,,,,,,,,,,-2525765000000,,,,,,4474760000000,-866236000000,-21532000000.0,3586992000000,,3586992000000,10320044000000.0,-4287794000000.0,6032250000000.0,1296877000000.0,-430092000000.0,866785000000.0,95844000000.0,-39964000000.0,-1502000000.0,104791000000.0,19046000000.0,123837000000.0,13711000000.0,7090961000000.0,4565196000000.0,-90436000000.0,-887768000000.0,1063.0
ACB,2022,2,0.08853707729324845,9419513000000,3943148000000,0.5234891731237696,,,,,,,,,,,-2276351000000,,,,,,4914360000000,-903936000000,-67276000000.0,3943148000000,,3943148000000,9419513000000.0,-3813123000000.0,5606390000000.0,1342948000000.0,-349681000000.0,993267000000.0,145269000000.0,-226653000000.0,18353000000.0,412721000000.0,-56632000000.0,356089000000.0,30632000000.0,6923347000000.0,4646996000000.0,267364000000.0,-971212000000.0,879.0
ACB,2022,1,0.08887076612161261,9053845000000,3287535000000,0.3238035258905026,,,,,,,,,,,-2738601000000,,,,,,4114005000000,-982622000000,156152000000.0,3287535000000,,3287535000000,9053845000000.0,-3613173000000.0,5440672000000.0,1024894000000.0,-285735000000.0,739159000000.0,303367000000.0,-11224000000.0,6505000000.0,429099000000.0,-59908000000.0,369191000000.0,2093000000.0,6849763000000.0,4111162000000.0,2843000000.0,-826470000000.0,1217.0
ACB,2021,4,-0.0007772751548139001,8455034000000,2428495000000,-0.04747831277997665,,,,,,,,,,,-2417444000000,,,,,,3029760000000,-528304000000,-72961000000.0,2428495000000,,2428495000000,8455034000000.0,-3660712000000.0,4794322000000.0,1062911000000.0,-316093000000.0,746818000000.0,237959000000.0,61319000000.0,58365000000.0,134023000000.0,-64922000000.0,69101000000.0,3337000000.0,5971221000000.0,3553777000000.0,-524017000000.0,-601265000000.0,898.0
ACB,2021,3,0.04534854984200957,8290513000000,2102615000000,0.013517486980447052,,,,,,,,,,,-2254497000000,,,,,,2615599000000,-558745000000,45761000000.0,2102615000000,,2102615000000,8290513000000.0,-3770002000000.0,4520511000000.0,897088000000.0,-261529000000.0,635559000000.0,205933000000.0,183481000000.0,92038000000.0,148382000000.0,-106055000000.0,42327000000.0,10333000000.0,5690182000000.0,3435685000000.0,-820086000000.0,-512984000000.0,323.0
ACB,2021,2,0.13670662331611247,8653369000000,2588235000000,0.7009341802182492,,,,,,,,,,,-1592538000000,,,,,,3248434000000,-591994000000,-68205000000.0,2588235000000,,2588235000000,8653369000000.0,-3662982000000.0,4990387000000.0,1186356000000.0,-299977000000.0,886379000000.0,231524000000.0,91668000000.0,44709000000.0,174708000000.0,-195620000000.0,-20912000000.0,3462000000.0,6227217000000.0,4634679000000.0,-1386245000000.0,-660199000000.0,673.0
