Ðịa phương,Năm,Tiểu học,Trung học cơ sở,Trung học phổ thông,Tổng số
Thanh Hoá,2007,10707.0,7958.0,3366.0,22031.0
Thanh Hoá,2008,10402.0,7272.0,3138.0,20812.0
Thanh Hoá,2009,10337.0,6706.0,3038.0,20081.0
Thanh Hoá,2010,10307.0,6304.0,2960.0,19571.0
Thanh Hoá,2011,10369.0,6193.0,2871.0,19433.0
Thanh Hoá,2012,10381.0,5723.0,2685.0,18789.0
Thanh Hoá,2013,10752.0,5728.0,2498.0,18978.0
Thanh Hoá,2014,10119.0,5735.0,2239.0,18093.0
Thanh Hoá,2015,10161.0,5755.0,2267.0,18183.0
Thanh Hoá,2016,10093.0,5798.0,2336.0,18227.0
Thanh Hoá,2017,10165.0,5730.0,2430.0,18325.0
Thanh Hoá,2018,10422.0,5517.0,2463.0,18402.0
Thanh Hoá,2019,10719.0,5585.0,2450.0,18754.0
Thanh Hoá,2020,10972.0,5789.0,2446.0,19207.0
Thanh Hoá,2021,11271.0,5906.0,2427.0,19604.0
Thanh Hoá,2023,11095.0,6487.0,2529.0,20111.0
Thái Bình,2002,4706.0,3738.0,1090.0,9534.0
Thái Bình,2003,4541.0,3715.0,1162.0,9418.0
Thái Bình,2004,4420.0,3604.0,1203.0,9227.0
Thái Bình,2005,4243.0,3789.0,1278.0,9310.0
Thái Bình,2006,4259.0,3248.0,1291.0,8798.0
Thái Bình,2007,4177.0,3177.0,1357.0,8711.0
Thái Bình,2008,4205.0,3019.0,1322.0,8546.0
Thái Bình,2009,4231.0,2932.0,1267.0,8430.0
Thái Bình,2010,4179.0,2934.0,1233.0,8346.0
Thái Bình,2011,4451.0,2992.0,1203.0,8646.0
Thái Bình,2012,4673.0,3108.0,1200.0,8981.0
Thái Bình,2013,4267.0,3072.0,1205.0,8544.0
Thái Bình,2014,4266.0,2937.0,1217.0,8420.0
Thái Bình,2015,4404.0,2875.0,1198.0,8477.0
Thái Bình,2016,4312.0,2847.0,1209.0,8368.0
Thái Bình,2017,4556.0,2820.0,1204.0,8580.0
Thái Bình,2018,4369.0,2787.0,1213.0,8369.0
Thái Bình,2019,4350.0,2809.0,1211.0,8370.0
Thái Bình,2020,4339.0,2839.0,1223.0,8401.0
Thái Bình,2021,4348.0,2838.0,1231.0,8417.0
Thái Bình,2023,4213.0,2961.0,1331.0,8505.0
Thái Nguyên,2002,3918.0,2609.0,721.0,7248.0
Thái Nguyên,2003,3757.0,2568.0,772.0,7097.0
Thái Nguyên,2004,3483.0,2447.0,834.0,6764.0
Thái Nguyên,2005,3282.0,2289.0,872.0,6443.0
Thái Nguyên,2006,3177.0,2194.0,875.0,6246.0
Thái Nguyên,2007,3166.0,2090.0,872.0,6128.0
Thái Nguyên,2008,2613.0,1974.0,845.0,5432.0
Thái Nguyên,2009,3257.0,1886.0,868.0,6011.0
Thái Nguyên,2010,3251.0,1827.0,859.0,5937.0
Thái Nguyên,2011,3508.0,1713.0,875.0,6096.0
Thái Nguyên,2012,3282.0,1754.0,857.0,5893.0
Thái Nguyên,2013,3439.0,1892.0,760.0,6091.0
Thái Nguyên,2014,3514.0,1855.0,838.0,6207.0
Thái Nguyên,2015,3602.0,2189.0,838.0,6629.0
Thái Nguyên,2016,3521.0,1857.0,914.0,6292.0
Thái Nguyên,2017,3647.0,1897.0,851.0,6395.0
Thái Nguyên,2018,3788.0,1924.0,859.0,6571.0
Thái Nguyên,2019,3940.0,2019.0,873.0,6832.0
Thái Nguyên,2020,4048.0,2127.0,878.0,7053.0
Thái Nguyên,2021,4154.0,2203.0,866.0,7223.0
Thái Nguyên,2023,3994.0,2356.0,919.0,7269.0
Thừa Thiên Huế,2002,4191.0,2213.0,794.0,7198.0
Thừa Thiên Huế,2003,4145.0,2311.0,837.0,7293.0
Thừa Thiên Huế,2004,3986.0,2408.0,887.0,7281.0
Thừa Thiên Huế,2005,3870.0,2475.0,966.0,7311.0
Thừa Thiên Huế,2006,3724.0,2484.0,1032.0,7240.0
Thừa Thiên Huế,2007,3633.0,2477.0,1047.0,7157.0
Thừa Thiên Huế,2008,3572.0,2423.0,1055.0,7050.0
Thừa Thiên Huế,2009,3463.0,2395.0,1073.0,6931.0
Thừa Thiên Huế,2010,3544.0,2365.0,1066.0,6975.0
Thừa Thiên Huế,2011,3534.0,2331.0,1112.0,6977.0
Thừa Thiên Huế,2012,3483.0,2301.0,1075.0,6859.0
Thừa Thiên Huế,2013,3394.0,2247.0,1050.0,6691.0
Thừa Thiên Huế,2014,3254.0,2105.0,1024.0,6383.0
Thừa Thiên Huế,2015,3217.0,2037.0,1018.0,6272.0
Thừa Thiên Huế,2016,3128.0,1993.0,1017.0,6138.0
Thừa Thiên Huế,2017,3194.0,1982.0,1008.0,6184.0
Thừa Thiên Huế,2018,3259.0,1963.0,1002.0,6224.0
Thừa Thiên Huế,2019,3324.0,1946.0,998.0,6268.0
Thừa Thiên Huế,2020,3365.0,1938.0,998.0,6301.0
Thừa Thiên Huế,2021,3487.0,1862.0,997.0,6346.0
Thừa Thiên Huế,2023,3496.0,1990.0,1026.0,6512.0
Tiền Giang,2002,5244.0,2885.0,962.0,9091.0
Tiền Giang,2003,5085.0,2909.0,996.0,8990.0
Tiền Giang,2004,4680.0,2800.0,1023.0,8503.0
Tiền Giang,2005,4513.0,2694.0,1067.0,8274.0
Tiền Giang,2006,4455.0,2641.0,1085.0,8181.0
Tiền Giang,2007,4341.0,2563.0,1091.0,7995.0
Tiền Giang,2008,4250.0,2550.0,1049.0,7849.0
Tiền Giang,2009,4342.0,2427.0,1010.0,7779.0
Tiền Giang,2010,4335.0,2424.0,968.0,7727.0
Tiền Giang,2011,4504.0,2414.0,954.0,7872.0
Tiền Giang,2012,4411.0,2437.0,932.0,7780.0
Tiền Giang,2013,4439.0,2502.0,968.0,7909.0
Tiền Giang,2014,4427.0,2595.0,976.0,7998.0
Tiền Giang,2015,4384.0,2597.0,1027.0,8008.0
Tiền Giang,2016,4569.0,2524.0,1011.0,8104.0
Tiền Giang,2017,4163.0,2510.0,1025.0,7698.0
Tiền Giang,2018,4177.0,2460.0,1045.0,7682.0
Tiền Giang,2019,4092.0,2451.0,1070.0,7613.0
Tiền Giang,2020,4043.0,2518.0,1096.0,7657.0
Tiền Giang,2021,4095.0,2413.0,1082.0,7590.0
Tiền Giang,2023,3862.0,2442.0,1134.0,7438.0
Trung du và miền núi phía Bắc,2002,57877.0,26159.0,6740.0,90776.0
Trung du và miền núi phía Bắc,2003,56414.0,26456.0,7512.0,90382.0
Trung du và miền núi phía Bắc,2004,55018.0,27182.0,8175.0,90375.0
Trung du và miền núi phía Bắc,2005,52921.0,27177.0,9047.0,89145.0
Trung du và miền núi phía Bắc,2006,51658.0,26770.0,9439.0,87867.0
Trung du và miền núi phía Bắc,2007,50778.0,26890.0,9318.0,86986.0
Trung du và miền núi phía Bắc,2008,50039.0,25090.0,8698.0,83827.0
Trung du và miền núi phía Bắc,2009,51473.0,24852.0,8536.0,84861.0
Trung du và miền núi phía Bắc,2010,52149.0,24321.0,8596.0,85066.0
Trung du và miền núi phía Bắc,2011,52638.0,23830.0,8636.0,85104.0
Trung du và miền núi phía Bắc,2012,52436.0,23785.0,8586.0,84807.0
Trung du và miền núi phía Bắc,2013,52230.0,23543.0,8344.0,84117.0
Trung du và miền núi phía Bắc,2014,52934.0,23836.0,8508.0,85278.0
Trung du và miền núi phía Bắc,2015,51760.0,24715.0,8562.0,85037.0
Trung du và miền núi phía Bắc,2016,50731.0,23933.0,8614.0,83278.0
Trung du và miền núi phía Bắc,2017,51036.0,24169.0,8615.0,83820.0
Trung du và miền núi phía Bắc,2018,49932.0,23899.0,8725.0,82556.0
Trung du và miền núi phía Bắc,2019,49961.0,24075.0,8774.0,82810.0
Trung du và miền núi phía Bắc,2020,50226.0,24593.0,8914.0,83733.0
Trung du và miền núi phía Bắc,2021,50325.0,25111.0,8954.0,84390.0
Trung du và miền núi phía Bắc,2023,48574.0,26665.0,9403.0,84642.0
Trà Vinh,2002,3837.0,1802.0,631.0,6270.0
Trà Vinh,2003,3649.0,1937.0,683.0,6269.0
Trà Vinh,2004,3393.0,1820.0,759.0,5972.0
Trà Vinh,2005,3194.0,1672.0,761.0,5627.0
Trà Vinh,2006,3156.0,1548.0,695.0,5399.0
Trà Vinh,2007,3153.0,1473.0,656.0,5282.0
Trà Vinh,2008,3197.0,1453.0,658.0,5308.0
Trà Vinh,2009,3274.0,1478.0,599.0,5351.0
Trà Vinh,2010,3395.0,1507.0,584.0,5486.0
Trà Vinh,2011,3368.0,1535.0,544.0,5447.0
Trà Vinh,2012,3363.0,1596.0,557.0,5516.0
Trà Vinh,2013,3401.0,1610.0,585.0,5596.0
Trà Vinh,2014,3360.0,1630.0,603.0,5593.0
Trà Vinh,2015,3387.0,1674.0,629.0,5690.0
Trà Vinh,2016,3330.0,1669.0,607.0,5606.0
Trà Vinh,2017,3319.0,1645.0,639.0,5603.0
Trà Vinh,2018,3263.0,1576.0,649.0,5488.0
Trà Vinh,2019,3153.0,1599.0,700.0,5452.0
Trà Vinh,2020,3130.0,1626.0,732.0,5488.0
Trà Vinh,2021,3112.0,1621.0,749.0,5482.0
Trà Vinh,2023,2867.0,1688.0,748.0,5303.0
Tuyên Quang,2002,3549.0,1932.0,711.0,6192.0
Tuyên Quang,2003,3530.0,2006.0,801.0,6337.0
Tuyên Quang,2004,3443.0,1973.0,706.0,6122.0
Tuyên Quang,2005,3374.0,1979.0,923.0,6276.0
Tuyên Quang,2006,3169.0,1801.0,905.0,5875.0
Tuyên Quang,2007,3074.0,1623.0,791.0,5488.0
Tuyên Quang,2008,3085.0,1502.0,722.0,5309.0
Tuyên Quang,2009,3383.0,1450.0,711.0,5544.0
Tuyên Quang,2010,3154.0,1386.0,676.0,5216.0
Tuyên Quang,2011,3142.0,1339.0,662.0,5143.0
Tuyên Quang,2012,3179.0,1337.0,650.0,5166.0
Tuyên Quang,2013,3138.0,1341.0,652.0,5131.0
Tuyên Quang,2014,3106.0,1361.0,645.0,5112.0
Tuyên Quang,2015,3101.0,1370.0,637.0,5108.0
Tuyên Quang,2016,3155.0,1359.0,627.0,5141.0
Tuyên Quang,2017,3112.0,1344.0,626.0,5082.0
Tuyên Quang,2018,3201.0,1383.0,661.0,5245.0
Tuyên Quang,2019,3181.0,1405.0,623.0,5209.0
Tuyên Quang,2020,3185.0,1453.0,628.0,5266.0
Tuyên Quang,2021,3102.0,1445.0,640.0,5187.0
Tuyên Quang,2023,2958.0,1648.0,669.0,5275.0
Tây Nguyên,2002,22722.0,9365.0,2766.0,34853.0
Tây Nguyên,2003,22763.0,10202.0,3146.0,36111.0
Tây Nguyên,2004,22410.0,10656.0,3562.0,36628.0
Tây Nguyên,2005,22214.0,11065.0,4140.0,37419.0
Tây Nguyên,2006,22166.0,11547.0,4465.0,38178.0
Tây Nguyên,2007,22570.0,11722.0,4599.0,38891.0
Tây Nguyên,2008,22358.0,11421.0,4682.0,38461.0
Tây Nguyên,2009,22347.0,11317.0,4666.0,38330.0
Tây Nguyên,2010,21900.0,11297.0,4659.0,37856.0
Tây Nguyên,2011,22319.0,11375.0,4783.0,38477.0
Tây Nguyên,2012,22097.0,11097.0,4829.0,38023.0
Tây Nguyên,2013,22865.0,11160.0,4777.0,38802.0
Tây Nguyên,2014,23146.0,11738.0,4713.0,39597.0
Tây Nguyên,2015,23324.0,11180.0,4735.0,39239.0
Tây Nguyên,2016,23202.0,11253.0,4752.0,39207.0
Tây Nguyên,2017,22512.0,11248.0,4733.0,38493.0
Tây Nguyên,2018,22019.0,11099.0,4665.0,37783.0
Tây Nguyên,2019,21728.0,11145.0,4704.0,37577.0
Tây Nguyên,2020,21655.0,11337.0,4760.0,37752.0
Tây Nguyên,2021,21713.0,11309.0,4796.0,37818.0
Tây Nguyên,2023,20938.0,11434.0,4956.0,37328.0
Tây Ninh,2002,4008.0,1867.0,518.0,6393.0
Tây Ninh,2003,4116.0,1966.0,561.0,6643.0
Tây Ninh,2004,4546.0,1914.0,604.0,7064.0
Tây Ninh,2005,3529.0,1798.0,652.0,5979.0
Tây Ninh,2006,3439.0,1750.0,625.0,5814.0
Tây Ninh,2007,3307.0,1619.0,619.0,5545.0
Tây Ninh,2008,3275.0,1569.0,647.0,5491.0
Tây Ninh,2009,3378.0,1557.0,649.0,5584.0
Tây Ninh,2010,3300.0,1515.0,677.0,5492.0
Tây Ninh,2011,3587.0,1531.0,661.0,5779.0
Tây Ninh,2012,3619.0,1521.0,644.0,5784.0
Tây Ninh,2013,4135.0,1583.0,625.0,6343.0
Tây Ninh,2014,3896.0,1809.0,618.0,6323.0
Tây Ninh,2015,3788.0,1618.0,629.0,6035.0
Tây Ninh,2016,3308.0,1643.0,653.0,5604.0
Tây Ninh,2017,3288.0,1666.0,668.0,5622.0
Tây Ninh,2018,3243.0,1652.0,673.0,5568.0
Tây Ninh,2019,3134.0,1652.0,691.0,5477.0
Tây Ninh,2020,3147.0,1689.0,712.0,5548.0
Tây Ninh,2021,3122.0,1678.0,728.0,5528.0
Tây Ninh,2023,2981.0,1664.0,740.0,5385.0
Vĩnh Long,2002,3564.0,2067.0,890.0,6521.0
Vĩnh Long,2003,3491.0,2077.0,939.0,6507.0
Vĩnh Long,2004,3301.0,2158.0,967.0,6426.0
Vĩnh Long,2005,3219.0,1877.0,999.0,6095.0
Vĩnh Long,2006,3197.0,1834.0,981.0,6012.0
Vĩnh Long,2007,3152.0,1776.0,936.0,5864.0
Vĩnh Long,2008,3095.0,1752.0,903.0,5750.0
Vĩnh Long,2009,3074.0,1673.0,869.0,5616.0
Vĩnh Long,2010,3064.0,1628.0,846.0,5538.0
Vĩnh Long,2011,2989.0,1635.0,825.0,5449.0
Vĩnh Long,2012,2969.0,1645.0,818.0,5432.0
Vĩnh Long,2013,2971.0,1702.0,804.0,5477.0
Vĩnh Long,2014,2929.0,1759.0,798.0,5486.0
Vĩnh Long,2015,3010.0,1762.0,813.0,5585.0
Vĩnh Long,2016,2865.0,1768.0,855.0,5488.0
Vĩnh Long,2017,3138.0,1898.0,897.0,5933.0
Vĩnh Long,2018,2782.0,1694.0,863.0,5339.0
Vĩnh Long,2019,2751.0,1725.0,867.0,5343.0
Vĩnh Long,2020,2709.0,1740.0,861.0,5310.0
Vĩnh Long,2021,2709.0,1712.0,867.0,5288.0
Vĩnh Long,2023,2549.0,1701.0,849.0,5099.0
Vĩnh Phúc,2002,4071.0,2562.0,886.0,7519.0
Vĩnh Phúc,2003,4003.0,2596.0,961.0,7560.0
Vĩnh Phúc,2004,3773.0,2625.0,988.0,7386.0
Vĩnh Phúc,2005,3610.0,2523.0,1014.0,7147.0
Vĩnh Phúc,2006,3524.0,2436.0,1036.0,6996.0
Vĩnh Phúc,2007,3447.0,2391.0,1065.0,6903.0
Vĩnh Phúc,2008,2909.0,1958.0,922.0,5789.0
Vĩnh Phúc,2009,2886.0,1895.0,906.0,5687.0
Vĩnh Phúc,2010,2936.0,1847.0,878.0,5661.0
Vĩnh Phúc,2011,2927.0,1829.0,846.0,5602.0
Vĩnh Phúc,2012,2943.0,1808.0,847.0,5598.0
Vĩnh Phúc,2013,3042.0,1797.0,842.0,5681.0
Vĩnh Phúc,2014,3114.0,1816.0,811.0,5741.0
Vĩnh Phúc,2015,3030.0,1708.0,809.0,5547.0
Vĩnh Phúc,2016,3123.0,1785.0,807.0,5715.0
Vĩnh Phúc,2017,3237.0,1793.0,810.0,5840.0
Vĩnh Phúc,2018,3420.0,1837.0,776.0,6033.0
Vĩnh Phúc,2019,3572.0,1938.0,776.0,6286.0
Vĩnh Phúc,2020,3687.0,2032.0,819.0,6538.0
Vĩnh Phúc,2021,3767.0,2102.0,843.0,6712.0
Vĩnh Phúc,2023,3701.0,2385.0,946.0,7032.0
Yên Bái,2002,3766.0,1767.0,474.0,6007.0
Yên Bái,2003,3547.0,1832.0,529.0,5908.0
Yên Bái,2004,3439.0,1856.0,612.0,5907.0
Yên Bái,2005,3341.0,1915.0,698.0,5954.0
Yên Bái,2006,3040.0,1861.0,720.0,5621.0
Yên Bái,2007,2898.0,1763.0,646.0,5307.0
Yên Bái,2008,2918.0,1703.0,584.0,5205.0
Yên Bái,2009,2715.0,1552.0,535.0,4802.0
Yên Bái,2010,2882.0,1472.0,540.0,4894.0
Yên Bái,2011,2957.0,1474.0,536.0,4967.0
Yên Bái,2012,2986.0,1455.0,515.0,4956.0
Yên Bái,2013,2994.0,1465.0,503.0,4962.0
Yên Bái,2014,2990.0,1504.0,488.0,4982.0
Yên Bái,2015,2972.0,1517.0,482.0,4971.0
Yên Bái,2016,2785.0,1512.0,475.0,4772.0
Yên Bái,2017,2739.0,1542.0,473.0,4754.0
Yên Bái,2018,2695.0,1540.0,471.0,4706.0
Yên Bái,2019,2742.0,1547.0,477.0,4766.0
Yên Bái,2020,2786.0,1580.0,482.0,4848.0
Yên Bái,2021,2816.0,1594.0,493.0,4903.0
Yên Bái,2023,2776.0,1712.0,518.0,5006.0
Ðiện Biên,2004,3310.0,1089.0,292.0,4691.0
Ðiện Biên,2005,3106.0,1101.0,344.0,4551.0
Ðiện Biên,2006,3317.0,1169.0,381.0,4867.0
Ðiện Biên,2007,3073.0,1192.0,386.0,4651.0
Ðiện Biên,2008,3159.0,1151.0,388.0,4698.0
Ðiện Biên,2009,3284.0,1323.0,389.0,4996.0
Ðiện Biên,2010,3368.0,1285.0,437.0,5090.0
Ðiện Biên,2011,3439.0,1303.0,469.0,5211.0
Ðiện Biên,2012,3455.0,1283.0,487.0,5225.0
Ðiện Biên,2013,3217.0,1276.0,501.0,4994.0
Ðiện Biên,2014,3176.0,1322.0,504.0,5002.0
Ðiện Biên,2015,3153.0,1319.0,505.0,4977.0
Ðiện Biên,2016,3140.0,1383.0,498.0,5021.0
Ðiện Biên,2017,3062.0,1400.0,507.0,4969.0
Ðiện Biên,2018,2895.0,1370.0,514.0,4779.0
Ðiện Biên,2019,2872.0,1385.0,512.0,4769.0
Ðiện Biên,2020,2856.0,1399.0,524.0,4779.0
Ðiện Biên,2021,2925.0,1417.0,517.0,4859.0
Ðiện Biên,2023,2867.0,1472.0,538.0,4877.0
Ðà Nẵng,2002,2147.0,1374.0,508.0,4029.0
Ðà Nẵng,2003,2136.0,1400.0,543.0,4079.0
Ðà Nẵng,2004,2050.0,1440.0,605.0,4095.0
Ðà Nẵng,2005,1958.0,1449.0,667.0,4074.0
Ðà Nẵng,2006,1911.0,1451.0,695.0,4057.0
Ðà Nẵng,2007,1895.0,1456.0,715.0,4066.0
Ðà Nẵng,2008,1846.0,1428.0,712.0,3986.0
Ðà Nẵng,2009,2196.0,1367.0,716.0,4279.0
Ðà Nẵng,2010,1977.0,1332.0,679.0,3988.0
Ðà Nẵng,2011,2066.0,1310.0,729.0,4105.0
Ðà Nẵng,2012,2117.0,1260.0,738.0,4115.0
Ðà Nẵng,2013,2209.0,1294.0,730.0,4233.0
Ðà Nẵng,2014,2284.0,1370.0,724.0,4378.0
Ðà Nẵng,2015,2385.0,1393.0,725.0,4503.0
Ðà Nẵng,2016,2457.0,1450.0,753.0,4660.0
Ðà Nẵng,2017,2532.0,1507.0,765.0,4804.0
Ðà Nẵng,2018,2722.0,1566.0,796.0,5084.0
Ðà Nẵng,2019,2793.0,1651.0,859.0,5303.0
Ðà Nẵng,2020,2892.0,1713.0,910.0,5515.0
Ðà Nẵng,2021,3072.0,1684.0,931.0,5687.0
Ðà Nẵng,2023,3096.0,1888.0,958.0,5942.0
Ðông Nam Bộ,2002,32091.0,17276.0,6667.0,56034.0
Ðông Nam Bộ,2003,32079.0,17708.0,6987.0,56774.0
Ðông Nam Bộ,2004,31959.0,18061.0,7551.0,57571.0
Ðông Nam Bộ,2005,30541.0,18143.0,8084.0,56768.0
Ðông Nam Bộ,2006,30309.0,18292.0,8341.0,56942.0
Ðông Nam Bộ,2007,30208.0,18301.0,8644.0,57153.0
Ðông Nam Bộ,2008,30545.0,18184.0,8817.0,57546.0
Ðông Nam Bộ,2009,31532.0,17864.0,9049.0,58445.0
Ðông Nam Bộ,2010,33214.0,22212.0,10004.0,65430.0
Ðông Nam Bộ,2011,33414.0,18397.0,9524.0,61335.0
Ðông Nam Bộ,2012,33855.0,18394.0,9760.0,62009.0
Ðông Nam Bộ,2013,35547.0,19688.0,9578.0,64813.0
Ðông Nam Bộ,2014,35910.0,20796.0,9791.0,66497.0
Ðông Nam Bộ,2015,36625.0,21009.0,9945.0,67579.0
Ðông Nam Bộ,2016,36477.0,21723.0,10318.0,68518.0
Ðông Nam Bộ,2017,37576.0,22441.0,10510.0,70527.0
Ðông Nam Bộ,2018,38536.0,22818.0,10779.0,72133.0
Ðông Nam Bộ,2019,39336.0,23638.0,11055.0,74029.0
Ðông Nam Bộ,2020,39938.0,24558.0,11344.0,75840.0
Ðông Nam Bộ,2021,40892.0,24556.0,11409.0,76857.0
Ðông Nam Bộ,2023,40109.0,25734.0,12241.0,78084.0
Ðắk Lắk,2002,10006.0,4039.0,1184.0,15229.0
Ðắk Lắk,2003,9988.0,4545.0,1376.0,15909.0
Ðắk Lắk,2004,7988.0,3964.0,1312.0,13264.0
Ðắk Lắk,2005,7787.0,4073.0,1611.0,13471.0
Ðắk Lắk,2006,7592.0,4131.0,1701.0,13424.0
Ðắk Lắk,2007,7435.0,4065.0,1771.0,13271.0
Ðắk Lắk,2008,7346.0,3986.0,1791.0,13123.0
Ðắk Lắk,2009,7201.0,3887.0,1659.0,12747.0
Ðắk Lắk,2010,7079.0,3795.0,1643.0,12517.0
Ðắk Lắk,2011,7191.0,3749.0,1654.0,12594.0
Ðắk Lắk,2012,7060.0,3721.0,1656.0,12437.0
Ðắk Lắk,2013,7131.0,3717.0,1651.0,12499.0
Ðắk Lắk,2014,7580.0,4221.0,1616.0,13417.0
Ðắk Lắk,2015,7580.0,3692.0,1626.0,12898.0
Ðắk Lắk,2016,7328.0,3725.0,1631.0,12684.0
Ðắk Lắk,2017,7175.0,3666.0,1588.0,12429.0
Ðắk Lắk,2018,7091.0,3626.0,1576.0,12293.0
Ðắk Lắk,2019,6986.0,3625.0,1584.0,12195.0
Ðắk Lắk,2020,6905.0,3654.0,1587.0,12146.0
Ðắk Lắk,2021,6937.0,3633.0,1595.0,12165.0
Ðắk Lắk,2023,6644.0,3630.0,1602.0,11876.0
Ðắk Nông,2004,2052.0,870.0,244.0,3166.0
Ðắk Nông,2005,2136.0,937.0,319.0,3392.0
Ðắk Nông,2006,2191.0,1012.0,366.0,3569.0
Ðắk Nông,2007,2285.0,1105.0,432.0,3822.0
Ðắk Nông,2008,2272.0,1115.0,419.0,3806.0
Ðắk Nông,2009,2235.0,1079.0,434.0,3748.0
Ðắk Nông,2010,2208.0,1078.0,453.0,3739.0
Ðắk Nông,2011,2472.0,1349.0,468.0,4289.0
Ðắk Nông,2012,2318.0,1122.0,475.0,3915.0
Ðắk Nông,2013,2378.0,1120.0,481.0,3979.0
Ðắk Nông,2014,2476.0,1164.0,494.0,4134.0
Ðắk Nông,2015,2391.0,1166.0,503.0,4060.0
Ðắk Nông,2016,2405.0,1170.0,513.0,4088.0
Ðắk Nông,2017,2402.0,1187.0,521.0,4110.0
Ðắk Nông,2018,2377.0,1176.0,525.0,4078.0
Ðắk Nông,2019,2251.0,1173.0,516.0,3940.0
Ðắk Nông,2020,2369.0,1224.0,529.0,4122.0
Ðắk Nông,2021,2402.0,1234.0,541.0,4177.0
Ðắk Nông,2023,2349.0,1263.0,590.0,4202.0
Ðồng Nai,2002,7617.0,3949.0,1386.0,12952.0
Ðồng Nai,2003,7507.0,4083.0,1453.0,13043.0
Ðồng Nai,2004,7319.0,4191.0,1536.0,13046.0
Ðồng Nai,2005,7112.0,4218.0,1633.0,12963.0
Ðồng Nai,2006,6930.0,4150.0,1698.0,12778.0
Ðồng Nai,2007,6837.0,4156.0,1749.0,12742.0
Ðồng Nai,2008,6722.0,4043.0,1756.0,12521.0
Ðồng Nai,2009,6741.0,3873.0,1753.0,12367.0
Ðồng Nai,2010,6820.0,3904.0,1784.0,12508.0
Ðồng Nai,2011,6805.0,3888.0,1811.0,12504.0
Ðồng Nai,2012,6939.0,3778.0,1797.0,12514.0
Ðồng Nai,2013,7279.0,3964.0,1771.0,13014.0
Ðồng Nai,2014,7511.0,4097.0,1882.0,13490.0
Ðồng Nai,2015,7401.0,4118.0,1817.0,13336.0
Ðồng Nai,2016,7526.0,4206.0,1844.0,13576.0
Ðồng Nai,2017,7659.0,4343.0,1886.0,13888.0
Ðồng Nai,2018,7825.0,4358.0,1874.0,14057.0
Ðồng Nai,2019,8030.0,4552.0,1916.0,14498.0
Ðồng Nai,2020,8175.0,4740.0,1953.0,14868.0
Ðồng Nai,2021,8343.0,4754.0,1987.0,15084.0
Ðồng Nai,2023,8250.0,4986.0,2107.0,15343.0
Ðồng bằng sông Cửu Long,2002,63636.0,28044.0,9004.0,100684.0
Ðồng bằng sông Cửu Long,2003,61617.0,29170.0,9584.0,100371.0
Ðồng bằng sông Cửu Long,2004,58286.0,29509.0,10250.0,97991.0
Ðồng bằng sông Cửu Long,2005,55777.0,28815.0,10763.0,95355.0
Ðồng bằng sông Cửu Long,2006,55102.0,27500.0,10905.0,93507.0
Ðồng bằng sông Cửu Long,2007,54336.0,26436.0,11268.0,92040.0
Ðồng bằng sông Cửu Long,2008,54155.0,25892.0,10625.0,90672.0
Ðồng bằng sông Cửu Long,2009,54447.0,24936.0,10491.0,89874.0
Ðồng bằng sông Cửu Long,2010,55574.0,24996.0,10259.0,90829.0
Ðồng bằng sông Cửu Long,2011,55863.0,25356.0,10256.0,91475.0
Ðồng bằng sông Cửu Long,2012,56217.0,25633.0,10339.0,92189.0
Ðồng bằng sông Cửu Long,2013,55916.0,26322.0,10225.0,92463.0
Ðồng bằng sông Cửu Long,2014,55104.0,27124.0,10252.0,92480.0
Ðồng bằng sông Cửu Long,2015,55182.0,27308.0,10437.0,92927.0
Ðồng bằng sông Cửu Long,2016,54027.0,27259.0,10624.0,91910.0
Ðồng bằng sông Cửu Long,2017,53056.0,27396.0,10816.0,91268.0
Ðồng bằng sông Cửu Long,2018,51779.0,26764.0,10857.0,89400.0
Ðồng bằng sông Cửu Long,2019,50821.0,26789.0,11098.0,88708.0
Ðồng bằng sông Cửu Long,2020,49914.0,27252.0,11369.0,88535.0
Ðồng bằng sông Cửu Long,2021,49822.0,26826.0,11435.0,88083.0
Ðồng bằng sông Cửu Long,2023,46942.0,27333.0,11865.0,86140.0
Ðồng bằng sông Hồng,2002,53806.0,37255.0,13250.0,104311.0
Ðồng bằng sông Hồng,2003,51875.0,37371.0,13807.0,103053.0
Ðồng bằng sông Hồng,2004,49770.0,38318.0,14450.0,102538.0
Ðồng bằng sông Hồng,2005,47849.0,36479.0,15474.0,99802.0
Ðồng bằng sông Hồng,2006,46920.0,34913.0,16175.0,98008.0
Ðồng bằng sông Hồng,2007,46197.0,33875.0,16410.0,96482.0
Ðồng bằng sông Hồng,2008,46450.0,32644.0,16087.0,95181.0
Ðồng bằng sông Hồng,2009,46688.0,31985.0,15814.0,94487.0
Ðồng bằng sông Hồng,2010,47557.0,31119.0,15612.0,94288.0
Ðồng bằng sông Hồng,2011,48564.0,31356.0,15402.0,95322.0
Ðồng bằng sông Hồng,2012,49036.0,30858.0,15123.0,95017.0
Ðồng bằng sông Hồng,2013,50152.0,31410.0,14773.0,96335.0
Ðồng bằng sông Hồng,2014,51199.0,31429.0,14680.0,97308.0
Ðồng bằng sông Hồng,2015,55361.0,32652.0,14591.0,102604.0
Ðồng bằng sông Hồng,2016,53201.0,32537.0,14852.0,100590.0
Ðồng bằng sông Hồng,2017,55437.0,32902.0,15123.0,103462.0
