Ðịa phương,Năm,Tiểu học,Trung học cơ sở,Trung học phổ thông,Tổng số
Ðồng bằng sông Hồng,2018,57036.0,33488.0,15451.0,105975.0
Ðồng bằng sông Hồng,2019,58357.0,34702.0,16000.0,109059.0
Ðồng bằng sông Hồng,2020,60123.0,36230.0,16655.0,113008.0
Ðồng bằng sông Hồng,2021,61533.0,37199.0,16971.0,115703.0
Ðồng bằng sông Hồng,2023,60411.0,40985.0,18772.0,120168.0
Đồng Tháp,2002,6081.0,2604.0,809.0,9494.0
Đồng Tháp,2003,5915.0,2831.0,886.0,9632.0
Đồng Tháp,2004,5625.0,3008.0,991.0,9624.0
Đồng Tháp,2005,5579.0,2844.0,1055.0,9478.0
Đồng Tháp,2006,5430.0,2607.0,1111.0,9148.0
Đồng Tháp,2007,5354.0,2490.0,1107.0,8951.0
Đồng Tháp,2008,5368.0,2440.0,1148.0,8956.0
Đồng Tháp,2009,5456.0,2360.0,1140.0,8956.0
Đồng Tháp,2010,5529.0,2408.0,1086.0,9023.0
Đồng Tháp,2011,5527.0,2451.0,1049.0,9027.0
Đồng Tháp,2012,5547.0,2439.0,1059.0,9045.0
Đồng Tháp,2013,5841.0,2505.0,1052.0,9398.0
Đồng Tháp,2014,5618.0,2508.0,1055.0,9181.0
Đồng Tháp,2015,5526.0,2526.0,1043.0,9095.0
Đồng Tháp,2016,5443.0,2531.0,1061.0,9035.0
Đồng Tháp,2017,5334.0,2556.0,1069.0,8959.0
Đồng Tháp,2018,5227.0,2543.0,1071.0,8841.0
Đồng Tháp,2019,5080.0,2553.0,1087.0,8720.0
Đồng Tháp,2020,5029.0,2628.0,1144.0,8801.0
Đồng Tháp,2021,4941.0,2564.0,1175.0,8680.0
Đồng Tháp,2023,4612.0,2621.0,1280.0,8513.0
