symbol
BAB122032
BAB123007
BAB123031
BAB123032
BAB124014
BAB124015
BAB124016
BAB124024
BAB124025
BAB124026
BAF122029
BAF123020
BCG122006
BID122005
BID123003
BID123004
BVB124020
CII124021
CII42013
CII424002
CMX123035
CTG121031
CTG123018
CTG123019
CTG123033
CTG123034
CVT122009
DSE125004
HDB124006
HDB124018
HDB124023
LPB121036
LPB122011
LPB122013
LPB123008
LPB123009
LPB123015
LPB123016
MBB124017
MBB124022
MML121021
MSN123008
MSN123009
MSN123010
MSN123014
NPM123021
NPM123022
NPM123023
NPM123024
NVL122001
TCX124011
TCX124012
TCX124013
TDP124010
TNG122017
VBA121033
VBA122001
VBA123036
VBA124019
VBB123017
VBB124007
VHM121025
VIC123028
VIC123029
VIC124003
VIC124004
VIC124005
VPI124001
VRE12007
