id,sub_organ_code,organ_name,ownership_percent,symbol
22250483,ACVN,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,0.0,SCS
22250482,GMD,Công ty Cổ phần Gemadept,0.0,SCS
22250470,SEAPRODEX,Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần,0.0,SCO
22250469,3401215209,Công ty Cổ Phần Bê Tông Vĩnh Tân,0.4,SCL
22250448,S12,Công ty Cổ phần Sông Đà 12,0.0,SCC
22250446,TPRES,Công ty Cổ phần Bất động sản Tân Phước,0.49,SC5
22250441,0301717873,Công ty CP Xuất Nhập Khẩu Tân Định,0.4165,SBT
22250442,10841,Công ty Cổ phần Toàn Hải Vân,0.369,SBT
22250443,3900244565,Công ty Cổ Phần Khoai Mì Tây Ninh,0.3,SBT
22250444,3900307367,CÔNG TY TNHH TAPIOCA VIỆT NAM,0.3,SBT
22250416,WSB,Công ty Cổ phần Bia Sài Gòn - Miền Tây,0.0,SBL
22250413,REEENERGY,Công ty TNHH Năng Lượng Ree,0.0,SBH
22250409,0305350288,Công ty Cổ phần Công Nghệ Qi,0.3343,SBD
22250410,0312301757,Công ty TNHH Giải Pháp Công Nghệ Dct,0.2227,SBD
22250411,0313206513,Công ty TNHH Dịch Vụ Tin Học Ceh,0.27027,SBD
22250584,2900788281,Công ty Cổ Phần Tập Đoàn Bao Bì Sài Gòn,0.1846,SBB
22250585,3603472368,Công Ty Cổ Phần Bia Sài Gòn- Long Khánh,0.0,SBB
22250362,CHAMPA,Công ty Liên Doanh Champa – Savi,0.0,SAV
22250349,ACVN,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,0.0,SAS
22250350,BLUESKY,Công ty Cổ Phần Đầu Tư Thương Mại Bầu Trời Xanh,0.2,SAS
22250351,GGDCORP,Công ty Cổ Phần Phát Triển Vườn Xanh,0.24,SAS
22250352,PQSASCO,Công ty TNHH Phú Quốc - Sasco,0.5,SAS
22250353,TAPETCO,Công ty Cổ Phần Thương Mại Xăng Dầu Tân Sơn Nhất,0.3803,SAS
22250354,VIETHOUSE,Công ty Liên Doanh Cổ Phần Nhà Việt,0.29,SAS
22250326,0106920342,Công ty Cổ Phần Capella Việt Nam,0.3148,SAM
22250327,2040152,Công ty Cổ Phần Nông Nghiệp Công Nghệ Cao Sam Sekong,0.288,SAM
22250328,3200608457,Công ty Cổ Phần Liên Doanh Cảng Quốc Tế Mỹ Thủy,0.36,SAM
22250329,PHGCL,Công ty CP Phú Hữu Gia,0.4528,SAM
22250357,0313284649,Công ty Cổ Phần Dịch Vụ Hàng Hải Tân Hưng Phúc,0.0,SAC
22250392,BIASGBT,CÔNG TY CỔ PHẦN BIA SÀI GÒN - BẾN TRE,0.2,SAB
22250393,BIASGLD,Công Ty Cổ Phần Bia Sài Gòn - Lâm Đồng,0.52913,SAB
22250394,SAKHABECO,CÔNG TY CỔ PHẦN BIA SÀI GÒN - KHÁNH HÒA,0.26,SAB
22250395,SANMYPT,Công ty TNHH Bao Bì San Miguel Yamamura Phú Thọ,0.35,SAB
22250396,TANTHANHINV,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI TÂN THÀNH,0.29,SAB
22250397,VSWL,CÔNG TY TNHH SẢN XUẤT RƯỢU VÀ CỒN VIỆT NAM,0.45,SAB
22250398,BSGPT,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,0.2703,SAB
22250399,MELINHPOINT,CÔNG TY TRÁCH NHIỆM HỮU HẠN TRUNG TÂM MÊ LINH,0.25,SAB
22250400,MVNG,Công ty TNHH Thủy Tinh Malaya – Việt Nam,0.3,SAB
22250401,SAVIBECO,Công ty Cổ Phần Bia Sài Gòn - Vĩnh Long,0.2,SAB
22250402,SGKGBECO,Công ty Cổ Phần Bia Sài Gòn - Kiên Giang,0.2,SAB
22250403,SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung,0.3222,SAB
22250404,TNCTT,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ - THIẾT KẾ VÀ CHUYỂN GIAO CÔNG NGHỆ THÀNH NAM,0.0,SAB
22250405,TSFOOD,CÔNG TY CỔ PHẦN KINH DOANH LƯƠNG THỰC - THỰC PHẨM TRƯỜNG SA,0.2835,SAB
22250299,12483,Công ty Cổ Phần Điện Gió Hướng Linh 8,0.2,S99
22250300,SD9,Công ty Cổ phần Sông Đà 9,0.0,S99
22250290,SD7,Công ty Cổ phần Sông Đà 7,0.0,S72
22250291,XLSDHL,Công ty Cổ Phần Xây Lắp Sông Đà Hoàng Liên,0.2029,S72
22250289,11023,CÔNG TY CỔ PHẦN THỦY ĐIỆN SÔNG ÔNG,0.3376,S55
22250282,SCC,Công ty Cổ phần Thương mại Đầu tư SHB,2.0202e-05,S12
22250283,SDNL12,CÔNG TY CỔ PHẦN SÔNG ĐÀ 12 - NGUYÊN LỘC,0.2082,S12
22250284,SONGDA,Tổng Công ty Sông Đà,0.0,S12
22244920,3602196362,Công ty Cổ phần Sản Xuất Và Đầu Tư Royal House,0.0,RYG
22251119,12537,Công ty CP Chế Biến - Xuất Nhập Khẩu Gỗ Tây Ninh,0.216,RTB
22247293,ROSLAND,Công ty Cổ phần RosLand,0.196,ROS
22250008,2700343479,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI ĐỒNG THÁI,0.48,RGC
22250251,TDWATERBOO,Công ty Cổ phần B.O.O Nước Thủ Đức,0.0,REE
22250252,TXDH,Công ty TNHH Đầu tư Xây dựng Đường Trịnh Xá Đa Hội,0.1873,REE
22250253,VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,0.0,REE
22250235,0314723909,CÔNG TY CỔ PHẦN TIẾP VẬN SONG DŨNG,0.45,RDP
22250236,1101921376,Công ty Cổ Phần Rạng Đông Healthcare,0.04,RDP
22250229,0315791147,CÔNG TY CỔ PHẦN QUẢN LÝ BẤT ĐỘNG SẢN HƯNG PHÚ,0.34,RCL
22250228,RCLCONS,Công ty Cổ Phần Đầu Tư Xây Dựng Rcl,0.49,RCL
22250221,ITLLOGIS,Công ty TNHH Logistics Đường Sắt Itl,0.2,RAT
22250220,NRGLOGIS,Công ty TNHH Nr Greenlines Logistics,0.49,RAT
22250197,VINACOMINPOWER,Tổng Công ty Điện lực TKV - Công ty Cổ phần,0.0,QTP
22250196,IMSVN,"Công ty Cổ Phần Xuất Nhập Khẩu Chuyên Gia, Lao Động Và Kỹ Thuật",0.2873,QNT
22250176,10949,Công ty Cổ Phần Bất Động Sản Hiệp Phúc,0.34,QCG
22250177,PGCHT,Công ty TNHH Xây Dựng Và Kinh Doanh Nhà Phạm Gia,0.4381,QCG
22250165,PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,0.0,PXM
22250162,0309863971,Công Ty Cổ Phần Thiết Bị Nội Ngoại Thất Dầu Khí,0.2,PXL
22250163,PDPC,Công ty Cổ phần Xây Lắp Dầu Khí Bình Sơn,0.4686,PXL
22249971,DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,0.0,PXC
22250160,VIWASEEN,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần,0.0,PWA
22250119,PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,0.0,PVY
22250147,0105746476,Công ty Cổ Phần Thương Mại Và Truyền Thông Liên Minh Dầu Khí,0.9722,PVX
22250148,0201093188,Công ty Cổ Phần Đầu Tư Xây Lắp Dầu Khí Duyên Hải,0.4246,PVX
22250149,2040180,Công ty Cổ Phần Thiết Kế Quốc Tế Heerim - Pvc,0.44,PVX
22250150,2801583808,Công ty Cổ Phần Khách Sạn Lam Kinh,0.4316,PVX
22250151,PFL,Công ty Cổ phần Dầu khí Đông Đô,0.34867,PVX
22250152,PID,Công ty Cổ phần Trang trí nội thất Dầu khí,0.49983,PVX
22250153,PSG,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,0.2472,PVX
22250154,PTL,Công ty Cổ phần Victory Group,0.0,PVX
22250155,PVA,Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An,0.2264,PVX
22250156,PVCHN,Công ty Cổ phần Xây lắp Dầu khí Hà Nội,0.3583,PVX
22250157,PVCME,Công ty Cổ phần Thi Công Cơ Giới Và Lắp Máy Dầu Khí,0.4,PVX
22250158,PVCTH,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa,0.36,PVX
22250159,PXM,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,0.4827,PVX
22250129,PTSCPS,Công ty Cổ Phần Dịch Vụ Khai Thác Dầu Khí Ptsc,0.485,PVT
22250105,PTSCAP,Ptsc Asia Pacific Private Limited,0.51,PVS
22250106,PTSCSEA,Ptsc South East Asia Private Limited,0.51,PVS
22250107,VNFLOAT,Vietnam Offshore Floating Terminal Limited,0.6,PVS
22250108,MVNOFFSHORE,Malaysia Vietnam Offshore Terminal Limited,0.49,PVS
22250109,PTSCAP,Ptsc Asia Pacific Private Limited,0.51,PVS
22250110,PTSCSEA,Ptsc South East Asia Private Limited,0.51,PVS
22250111,PVSY,Công ty Cổ phần Chế tạo Giàn khoan Dầu khí,0.2875,PVS
22250112,RD12,Công ty Liên Doanh Rongdoi Mv12 Pte.ltd,0.33,PVS
22250113,THIVAIPORT,Công ty Cổ Phần Cảng Tổng Hợp Thị Vải,0.2146,PVS
22250114,VNFLOAT,Vietnam Offshore Floating Terminal Limited,0.6,PVS
22250092,PVCI,Công ty Cổ phần Đầu tư xây lắp dầu khí Việt Nam,0.0,PVR
22249968,PVMN,Công ty Cổ Phần Máy - Thiết Bị Dầu Khí Miền Bắc Việt Nam,0.3458,PVM
22250011,0100510043,CÔNG TY CỔ PHẦN ĐỊA ỐC DẦU KHÍ VIỄN THÔNG,0.505,PVL
22249972,PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,0.0,PVH
22249981,BJPVD,Công ty TNHH Liên Doanh Dịch Vụ Bj - Pv Drilling,0.49,PVD
22249982,PVDB,Công ty Liên Doanh Pv Drilling - Baker Hughes,0.51,PVD
22249983,PVDTM,Công ty TNHH Cần Ống Khoan Dầu Khí Việt Nam,0.51,PVD
22249984,PVDEXPRO,Công ty TNHH Pv Drilling Expro International,0.51,PVD
22249985,PVDTO,Công ty TNHH Liên Doanh Pvd Tech - Oil States Industries,0.51,PVD
22249986,VTBC,Công ty TNHH Vietubes,0.51,PVD
22249956,DMCVTS,Công ty liên doanh DMC-VTS,0.3861,PVC
22249957,DMCVTS,Công ty liên doanh DMC-VTS,0.3861,PVC
22249947,PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,0.0,PVA
22249945,ALADDINTECH,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALADDIN,0.49,PV2
22249537,PVOIL,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,0.0,PTV
22249920,PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,0.0,PTL
22249911,KST,Công ty Cổ phần KASATI,0.213,PTI
22249912,LANEXANG,Công ty Cổ Phần Bảo Hiểm Lanexang,0.5,PTI
22249896,12484,Công ty Cổ phần Xi măng Tiên Kiên Phú Thọ,0.35,PTE
22249902,BOILONG,CÔNG TY CỔ PHẦN BỒI LONG,0.45,PTD
22249892,12118,Công ty Cổ phần Điện gió Hướng Linh 7,0.3281,PTC
22249893,POST,Công ty Cổ phần Khách sạn bưu điện Nha Trang,0.4898,PTC
22249875,0201093188,Công ty Cổ Phần Đầu Tư Xây Lắp Dầu Khí Duyên Hải,0.2057,PSP
22249340,CHOGAO,Công ty Cổ Phần Thương Mại Chợ Gạo,0.273,PSH
22249341,NSHGC,Công ty Cổ phần Kho cảng quan ngoại và thương mại Dầu khí Nam Sông Hậu Giò Công,0.372,PSH
22249872,PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,0.0,PSG
22249870,0107505589,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI SỐ VIETECOM,0.2,PSD
22245935,0101593638,Công ty Cổ Phần Phát Triển Phú Mỹ,0.35,PRT
22245936,3700229344,Công ty TNHH Frieslandcampina Việt Nam,0.3,PRT
22245937,3700725416,Công ty Cổ phần Bệnh Viện Đa Khoa Quốc Tế Hạnh Phúc,0.24,PRT
22245938,3700850470,Công ty Cổ Phần Đầu Tư & Phát Triển Tân Thành,0.3,PRT
22245939,3701654454,Công ty TNHH Ych-protrade,0.3,PRT
22245940,BDGAR,Công ty Cổ phần May mặc Bình Dương,0.4771,PRT
22245941,HVC,Công ty Cổ phần Hưng Vượng,0.309,PRT
22250078,SPPC,Công ty Cổ phần Dầu khí Sài Gòn Phú Yên,0.39,PPY
22249843,NDHP,Công ty Cổ phần Nhiệt điện Hải Phòng,0.2597,PPC
22249844,REEENERGY,Công ty TNHH Năng Lượng Ree,0.0,PPC
22250088,5702123925,Công ty Cổ Phần Điện Khí Lng Quảng Ninh,0.3,POW
22250089,NCHC,Công ty Cp Thuỷ Điện Nậm Chiến,0.2016,POW
22250090,PVMN,Công ty Cổ Phần Máy - Thiết Bị Dầu Khí Miền Bắc Việt Nam,0.0,POW
22250091,SONGHONGHP,Công ty Cổ Phần Thủy Điện Sông Hồng,0.4407,POW
22249839,LAOVIETCO,Công ty TNHH Liên Doanh Lào - Việt,0.3,POT
22249812,0310446517,Công ty Cổ Phần Mega Phương Nam,0.32,PNC
22249813,BVPNM,Công ty Cổ Phần Truyền Thông Bách Việt Phương Nam,0.3067,PNC
22249814,PNL,Công Ty Cổ Phần Nhãn Hiệu Phương Nam,0.599,PNC
22249804,BWAC,Công ty Cổ phần Cấp Nước Bà Rịa - Vũng Tàu,0.0507,PMW
22249805,WASCD,Công ty Cổ phần Cấp Nước Châu Đức,0.1973,PMW
22249801,PETRO,Tập đoàn Xăng dầu Việt Nam,0.0,PMS
22249802,PMGGM,Công ty TNHH Cơ Khí Gas P.M.G,0.49,PMS
22249798,DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,0.0,PMP
22249600,CASTROLBP,Công Ty TNHH Castrol BP Petco,0.35,PLX
22249601,BMF,Công ty Cổ phần Vật liệu Xây dựng và Chất đốt Đồng Nai,0.08267,PLX
22249602,KGTTC,Công ty Cổ phần Thương mại Kiên Giang,0.0,PLX
22249603,MKGARDEN,CÔNG TY TNHH VƯỜN MÊ KÔNG,0.31,PLX
22249604,PCC1P,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,0.0,PLX
22249605,PEN,Công ty Cổ phần Xây lắp III Petrolimex,0.0,PLX
22249606,PETROLIMEXAUTO,Công ty Cổ Phần Thương Mại Và Dịch Vụ Sửa Chữa Ô Tô Petrolimex,0.4,PLX
22249607,PGI,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,0.4095,PLX
22249608,PMS,Công ty Cổ phần Cơ khí Xăng dầu,0.0,PLX
22249609,PTHOUSE,CÔNG TY CỔ PHẦN PHÁT TRIỂN NHÀ PETROLIMEX - TRADOCO,0.0,PLX
22249610,TQTRAD,CÔNG TY CỔ PHẦN THƯƠNG MẠI TUYÊN QUANG,0.28,PLX
22249611,VSE,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,0.2238,PLX
22249694,3101073190,Công ty CP Khoáng Sản Minh Cầm,0.45,PLP
22249695,5701670467,Công ty Cổ Phần Thương Mại & Du Lịch Tân Việt An,0.495,PLP
22249784,PETECLAND,Công ty Cổ Phần Bất Động Sản Và Kỹ Thuật Xăng Dầu,0.261,PLO
22249783,VPTJ,Công ty Cổ phần Vận tải Hóa dầu VP,0.437777,PLC
22249778,NALAND,Công ty Cổ phần Bất động sản Nghệ An,0.0,PLA
22249772,PETROLIMEXAUTO,Công ty Cổ Phần Thương Mại Và Dịch Vụ Sửa Chữa Ô Tô Petrolimex,0.4,PJC
22249762,BIDINA,Công ty Cổ Phần Kinh Doanh Công Nông Nghiệp Bình Định,0.5,PIS
22249763,PISICODA,CÔNG TY CỔ PHẦN  CHẾ BIẾN GỖ PISICO ĐỒNG AN,0.3128,PIS
22249764,PISICOHT,Công ty Cổ phần PISICO Hà Thanh,0.4497,PIS
22249765,PISICOWF,Công ty CP Chế Biến Gỗ Nội Thất Thành Tâm,0.4001,PIS
22249752,PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,0.0,PID
22249737,GER,Công ty Cổ phần Thể thao Ngôi sao Geru,0.26818,PHR
22249738,NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,0.328535,PHR
22249725,0202264936,Công ty TNHH Smart Logistics Service,0.2875,PHP
22249726,HPHLOG,Công ty Cổ Phần Hph Logistics,0.3881,PHP
22249727,HPMT,Công ty Cổ phần Đầu tư và Thương mại Hàng hải Hải Phòng,0.2761,PHP
22249728,HPPINDE,Công ty Cổ Phần Đầu Tư Phát Triển Dịch Vụ Cảng Hải Phòng,0.3052,PHP
22249729,SPLC,Công ty Cổ Phần Logistics Cảng Sài Gòn,0.2,PHP
22247667,PINGP,Công ty TNHH Pin GP (Việt Nam),0.0791,PHN
22249716,12481,Công ty CP Sông Đáy - Hồng Hà Dầu Khí,0.3353,PHH
22249705,1001268989,Công ty Cổ phần Machino An Phú,0.0,PHC
22249706,12274,CÔNG TY CỔ PHẦN ĐẦU TƯ KINH DOANH AN PHÚ HƯNG,0.46,PHC
22249707,2040201,CÔNG TY TNHH ĐẦU TƯ ĐỊA ỐC AN THỊNH PHÁT,0.3244,PHC
22249708,3603954932,Công ty TNHH Phát Triển Nhà Phước Trường Hưng,0.0,PHC
22249709,NALAND,Công ty Cổ phần Bất động sản Nghệ An,0.4,PHC
22247503,SESAN3A,Công ty Cổ Phần Đầu Tư Và Phát Triển Điện Sê San 3a,0.3,PGV
22247504,TBC,Công ty Cổ phần Thủy điện Thác Bà,0.3,PGV
22247505,VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,0.3055,PGV
22249690,GAS,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,0.0,PGS
22249685,PETRO,Tập đoàn Xăng dầu Việt Nam,0.0,PGI
22249686,PETROLIMEXAUTO,Công ty Cổ Phần Thương Mại Và Dịch Vụ Sửa Chữa Ô Tô Petrolimex,0.3,PGI
22249673,PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,0.0,PFL
22249530,3401201904,Công ty Cổ phần Môi Trường Xanh Pedaco,0.485,PET
22249531,4401050414,Công Ty Tnhh Nghỉ Dưỡng Quốc Tế Vịnh Hòa Emerald Bay,0.2,PET
22249532,PVOTC,Công Ty Trách Nhiệm Hữu Hạn Kinh Doanh Văn Phòng Dầu Khí,0.24,PET
22249515,PETRO,Tập đoàn Xăng dầu Việt Nam,0.0,PEN
22249516,TLELEC,CÔNG TY TNHH THƯƠNG MẠI- XÂY LẮP - ĐIỆN MÁY THĂNG LONG (TÊN CŨ: CÔNG TY TNHH SẢN XUẤT - THƯƠNG MẠI - DỊCH VỤ ANH CHƯƠNG),0.44,PEN
22249512,0102277988,Công ty Cổ Phần Thương Mại Và Xây Lắp Điện Lực,0.14,PEC
22249507,10777,Công ty Cổ Phần Đầu Tư Serenity,0.9934,PDR
22249508,10778,Công ty Cổ Phần Đầu Tư Bất Động Sản Bidici,0.24,PDR
22249509,12475,Công ty Cổ phần Bất Động Sản Commonwealth Properties,0.27,PDR
22249510,PDPCONS,Công Ty TNHH Đầu Tư Xây Dựng Công Trình Pđp,0.49,PDR
22249491,SWC,Tổng Công ty Cổ phần Đường Sông Miền Nam,0.0,PDN
22244622,0107870863,Công ty CP Đầu Tư Và Quản Lý Tài Sản Pcland,0.2827,PCH
22249480,0110477268,Công ty Cổ Phần Quản Lý Đầu Tư Everyoung,0.47,PCG
22249475,PETRO,Tập đoàn Xăng dầu Việt Nam,0.0,PCC
22249454,0107322627,Công ty Cổ Phần Đầu Tư Bất Động Sản Ct2,0.49,PC1
22249455,0304546489,Công ty Cổ Phần Western Pacific,0.3008,PC1
22249456,3502374854,Công ty Cổ phần Kho Bãi Phú Bình,0.36,PC1
22249457,CISCO,Công ty Cổ phần Gang thép Cao Bằng,0.2509,PC1
22249458,TANPHATMINE,Công Ty Cổ Phần Khoáng Sản Tấn Phát,0.5727,PC1
22249697,PHARBACO1,Công Ty Cổ Phần Bệnh Viện Trung Ương 1 Pharbaco,0.44,PBC
22251817,DGCLC,Công ty TNHH Một Thành Viên Hóa chất Đức Giang Lào Cai,0.0,PAT
22249421,SSI,Công ty Cổ phần Chứng khoán SSI,0.0,PAN
22249408,2802899988,Công ty TNHH Đầu Tư Kinh Doanh Bđs Thịnh Phát,0.26,PAC
22249402,12465,Công ty Cổ Phần Dược Opc Bắc Giang,0.4,OPC
22250043,LGVINACHEM,Công ty TNHH Hóa Chất Chất Hóa Dẻo Vina,0.15,OIL
22250044,OBFC,Công ty TNHH Nhiên Liệu Sinh Học Phương Đông,0.302,OIL
22250045,PVOS,Công Ty Trách Nhiệm Hữu Hạn Kho Ngầm Xăng Dầu Dầu Khí Việt Nam,0.19,OIL
22250046,BSRBF,Công ty Cổ Phần Nhiên Liệu Sinh Học Dầu Khí Miền Trung,0.3428,OIL
22250047,CMV,Công ty Cổ phần Thương nghiệp Cà Mau,0.1617,OIL
22250048,COM,Công ty Cổ phần Vật tư Xăng dầu,0.4479,OIL
22250049,PETECHIM,Công ty Cổ phần Thương mại Dầu khí,0.29,OIL
22250050,PVBF,Công ty Cổ Phần Hóa Dầu Và Nhiên Liệu Sinh Học Dầu Khí,0.3976,OIL
22250051,PVOILKG,Công ty TNHH MTV Dương Đông - Kiên Giang,0.3396,OIL
22250052,PVOILNB,Công ty Cổ Phần Xăng Dầu Dầu Khí Ninh Bình,0.2026,OIL
22250053,PYCASCO,Công ty CP Điều Phú Yên,0.4779,OIL
22250054,QTCS,Công ty Cổ Phần Thương Mại Thạch Hãn,0.45,OIL
22249395,BOTHNBG,Công Ty CP Đầu Tư Bot Hà Nội - Bắc Giang,0.21,OGC
22249392,IOCORP,Công ty Cổ Phần Dịch Vụ Hỗ Trợ Và Phát Triển Đầu Tư,0.491,OCH
22252961,2500305959,Công ty Cổ Phần Cấp Nước Setfil Vĩnh Phúc,0.22,NVP
22249294,BTHOUSE,CÔNG TY CỔ PHẦN PHÁT TRIỂN VÀ DỊCH VỤ NHÀ BẾN THÀNH,0.25,NVL
22249295,NOVASQN,Công ty Cổ phần Đầu tư Nova SQN,0.4972,NVL
22249296,PHUDINHPORT,CÔNG TY CỔ PHẦN CẢNG PHÚ ĐỊNH,0.4345,NVL
22249297,SAGEL,Công ty Cổ Phần Điện Tử Và Dịch Vụ Công Nghiệp Sài Gòn,0.3331,NVL
22249298,TMLCO,Công ty Cổ Phần Thạnh Mỹ Lợi,0.0,NVL
22249362,NTPSMP,Công ty TNHH Liên Doanh Nhựa Tiền Phong - Smp,0.51,NTP
22249363,TPPJ,Công ty Cổ Phần Nhựa Thiếu Niên Tiền Phong Phía Nam,0.2739,NTP
22249364,TPPJSC,Công ty Cổ Phần Bao Bì Tiền Phong,0.4998,NTP
22249358,BHT,Công ty Cổ phần Đầu tư Xây dựng Bạch Đằng TMC,0.141087,NTL
22249346,3702677285,Công ty TNHH Công Nghiệp Và Đô Thị Nam Tân Uyên,0.2,NTC
22249347,BLIP,Công ty Cổ phần Khu công nghiệp Cao su Bình Long,0.3779,NTC
22249348,DAGIZ,Công ty Cổ Phần Khu Công Nghiệp Dầu Giây,0.2217,NTC
22249349,DORULAND,Công Ty Cổ Phần Khu Công Nghiệp Bắc Đồng Phú,0.4,NTC
22249350,PHR,Công ty Cổ phần Cao su Phước Hòa,0.0,NTC
22249351,TPR,Công ty Cổ Phần Cao Su Trường Phát,0.2,NTC
22249352,VNRG,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,0.0,NTC
22250877,VBICSONLA,Công Ty Cổ Phần Vbic Sơn La,0.2857,NSL
22250653,SH26,Công ty Cổ phần Xây dựng Sông Hồng 26,0.0,NSH
22249326,CT2WASUCO,Công ty Cổ phần Cấp nước Cần Thơ 2,0.0,NS3
22249327,TANIWACO,Công ty Cổ phần Cấp Thoát Nước Tây Ninh,0.2496,NS3
22249321,BIWASE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,0.0,NQB
22249322,DNP,Công ty Cổ phần DNP Holding,0.0,NQB
22249249,5701302368,CÔNG TY CỔ PHẦN NOSCO SHIPYARD,0.2126,NOS
22249250,VNLINES,Tổng Công ty Hàng hải Việt Nam - CTCP,0.0,NOS
22249237,BDBMC,Công ty Cổ phần Vật liệu và Xây dựng Bình Dương,0.103,NNC
22249234,SHI,Công ty Cổ phần Quốc tế Sơn Hà,0.0,NLS
22249229,NNHMIZUKI,Công ty CP Nnh Mizuki,0.5,NLG
22249230,PARAGONDP,Công ty TNHH Paragon Đại Phước,0.5,NLG
22249231,NNHKIKYO,Công ty TNHH Nnh Kikyo Flora,1.0,NLG
22249232,NNKIKYO,Công Ty TNHH Nn Kikyo Valora,0.5,NLG
22249233,SOUTHGATE,Công Ty Cổ Phần Southgate,0.6,NLG
22249211,NKCOREA,Công ty Cổ phần Nam Kim Corea,0.45,NKG
22249036,VINATEX,Tập đoàn Dệt May Việt Nam,0.0,NJC
22249166,0202084468,Công ty Cổ Phần Sản Xuất Pbat An Phát,0.355,NHH
22249167,VAPA,Công ty TNHH Linh Kiện Nhựa Ô Tô Vinfast-An Phát,0.5,NHH
22249159,BDBMC,Công ty Cổ phần Vật liệu và Xây dựng Bình Dương,0.3,NHC
22249134,TCHN,Công ty Cổ Phần Tân Cảng - Đồng Văn Hà Nam,0.1,NHA
22249129,KGTTC,Công ty Cổ phần Thương mại Kiên Giang,0.0,NGC
22249115,11017,CÔNG TY CỔ PHẦN HNC NINH BÌNH,0.4667,NED
22249116,11018,CÔNG TY CỔ PHẦN HOÀNG LONG MỘC CHÂU,0.15,NED
22249117,11019,CÔNG TY TNHH ĐẦU TƯ TRƯỜNG ĐẠI LỘC,0.4015,NED
22249118,2700932795,CÔNG TY CỔ PHẦN SHISHO VIỆT NAM ,0.2,NED
22249112,NDN,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,0.0,NDX
22252057,NATEXCO1,Công ty Cổ phần May I - Dệt Nam Định,0.1,NDT
22252058,VINATEXND5,Công ty Cổ phần May V - Dệt May Nam Định,0.1,NDT
22252059,VINATEXNDCITY,Công ty Cổ phần Phát Triển Đô Thị Dệt May Nam Định,0.3692,NDT
22252060,VINATEXNDN04,Công ty Cổ phần May IV - Dệt May Nam Định,0.26,NDT
22252061,VINATEXNDWV,Công ty Cổ phần Dệt - Dệt May Nam Định,0.4597,NDT
22249106,DNWSC,Công ty Cổ Phần Cấp Nước Đà Nẵng Ngọc Hồi,0.369,NDN
22249107,NDX,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,0.4412,NDN
22245727,0300808221,Công ty Liên Doanh Bio-pharmachemie,0.0,NCG
22245728,VXP,Công ty Cổ phần Thuốc Thú y Trung ương VETVACO,0.239,NCG
22249084,REEWATER,Công ty TNHH Nước Sạch Ree,0.0,NBW
22249080,REEENERGY,Công ty TNHH Năng Lượng Ree,0.0,NBP
22249073,QMIC,Công Ty CP Đầu Tư Khoáng Sản Quảng Ngãi,0.9,NBB
22249074,TAMPHUICC,Công ty TNHH Đầu Tư Và Xây Dựng Tam Phú,0.49,NBB
22249066,SDJSC,Công Ty Cổ Phần Phát Triển Sài Gòn,0.3449,NAV
22249062,12462,Công ty Cổ phần Đầu tư Dịch vụ Hàng không Việt Nam,0.16,NAS
