id,sub_organ_code,organ_name,ownership_percent,symbol
22251637,DHWACO,Công ty Cổ phần Nước và Môi trường Duyên Hải,0.2,TVW
22252210,VICOLUCH,Công ty TNHH Việt Thắng - Luch I,0.5,TVT
22252211,VINATEX,Tập đoàn Dệt May Việt Nam,0.0,TVT
22252212,VINATEXHCM,Công ty Cổ Phần Thương Mại Dệt May Tp. Hồ Chí Minh,0.2,TVT
22251775,TVAMGF,Quỹ Đầu tư Tăng trưởng TVAM,0.0,TVS
22252856,0200116530,Công Ty Trách Nhiệm Hữu Hạn Cơ Khí Việt-nhật,0.28,TVN
22252857,0300717856,Công ty TNHH Trung Tâm Thương Mại Quốc Tế,0.5,TVN
22252858,CDLK,Công ty Cổ phần Cơ Điện Luyện Kim Thái Nguyên,0.2153,TVN
22252859,DNS,Công ty Cổ phần Thép Đà Nẵng,0.3116,TVN
22252860,KMT,Công ty Cổ phần Kim khí Miền Trung,0.383,TVN
22252861,KYOEI,Công ty TNHH Thép Vina Kyoei,0.4,TVN
22252862,NIPPO,Công ty TNHH Nippovina,0.5,TVN
22252863,NSVN,Công ty TNHH Natsteelvina,0.367,TVN
22252864,SDK,Công ty Cổ phần Cơ khí Luyện Kim,0.45,TVN
22252865,SGSC,Công ty TNHH Gia Công Và Dịch Vụ Thép Sài Gòn,0.4,TVN
22252866,SSSC,Công ty Tôn Phương Nam,0.45,TVN
22252867,TAYDO,Công ty TNHH Thép Tây Đô,0.5498,TVN
22252868,TNFS,Công ty Cổ phần Thép tấm lá Thống Nhất,0.3125,TVN
22252869,TTJC,Công ty Cổ phần RedstarCera,0.201,TVN
22252870,TTMC,Công ty Cổ phần Tân Thành Mỹ,0.2548,TVN
22252871,VDT,Công ty Cổ phần Lưới thép Bình Tây,0.4006,TVN
22252872,VNPIPE,Công Ty Trách Nhiệm Hữu Hạn Ống Thép Việt Nam,0.5,TVN
22252873,VTMM,Công ty TNHH Khoáng Sản Và Luyện Kim Việt Trung,0.4685,TVN
22246482,12540,Công ty Cổ Phần Đầu Tư Và Tư Vấn Thiết Kế Số Một,0.25,TVH
22246483,VNLINES,Tổng Công ty Hàng hải Việt Nam - CTCP,0.0,TVH
22251713,0700877653,Công ty Cổ Phần Canvas Hà Nam,0.25,TTG
22251707,2040171,Công ty Natuzzi Singapore Pte. Ltd.,0.2,TTF
22251708,3702612545,Công ty Cổ Phần Tekcom,0.1695,TTF
22251709,TTOA,Công Ty Tnhh Trồng Rừng Trường Thành Oji,0.51,TTF
22251710,TTPACK,Công Ty Cổ Phần Bao Bì Trường Thành,0.4376,TTF
22251711,VIC,Tập đoàn Vingroup - Công ty CP,0.0,TTF
22246949,5600201638,Công ty CP Thủy Điện Huổi Vang - Thành Bưởi,0.384,TTE
22246950,5800698745,Công ty Cổ Phần Điện Bình Thủy Lâm Đồng,0.3118,TTE
22251687,PJS1,Công ty Cổ Phần Bao Bì Và Khoáng Sản Số 1,0.24,TTC
22251683,TNTRAD,Công Ty Cổ Phần Thương Mại Tổng Hợp Thái Nguyên,0.4315,TTB
22251682,4100440107,Công Ty CP Phong Điện Phương Mai,0.35,TTA
22251678,12117,Công ty Cổ Phần Cáp Quang Việt Nam Vina - Ofc,0.25,TST
22248052,0100112451,Công Ty Trách Nhiệm Hữu Hạn Global Toserco,0.35,TSJ
22248053,0100145591,Công Ty Liên Doanh Khách Sạn Trách Nhiệm Hữu Hạn Hà Nội Hotel,0.2958,TSJ
22248054,0102144829,Công ty Cổ Phần Du Lịch Và Thương Mại Sao Phương Đông,0.4,TSJ
22251658,SEAPRODEX,Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần,0.0,TS4
22251731,VNSTEEL,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,0.0,TRT
22251640,12537,Công ty CP Chế Biến - Xuất Nhập Khẩu Gỗ Tây Ninh,0.49,TRC
22251641,12538,Công Ty Cổ Phần Cao Su Việt Lào,0.1,TRC
22251642,12539,Công Ty Cổ Phần Cao Su Dầu Tiếng Lào Cai,0.1756,TRC
22251643,ATVL,Công ty Cổ phần An Thịnh Việt Lào,0.0,TRC
22251644,RUTRATOCO,Công ty Cổ Phần Thương Mại Dịch Vụ Và Du Lịch Cao Su,0.0234,TRC
22251383,3200290809,Công ty Cổ Phần Thông Quảng Phú,0.36,TQN
22251605,VLPIE,Công ty TNHH Xuất nhập khẩu nhựa Việt Lào,0.0,TPP
22244442,2803017999,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DU THUYỀN VIỆT NAM,0.35,TOS
22244443,3502361710,Công ty Cổ Phần Tân Cảng Gantry,0.45,TOS
22244444,TANCANGQV,Công ty Cổ phần Tân Cảng Quế Võ,0.31,TOS
22251778,DOINCOVN,CÔNG TY CỔ PHẦN DOINCO VIỆT NAM,0.3591,TNW
22251559,VNSTEEL,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,0.0,TNS
22251565,12468,Công ty Cổ phần Khách Sạn Vườn Đào Hạ Long,0.3,TNI
22246211,4601569341,CÔNG TY CỔ PHẦN BỆNH VIỆN MẮT TNH THÁI NGUYÊN,0.45,TNH
22246212,4601569359,CÔNG TY CỔ PHẦN BỆNH VIỆN PHỤ SẢN TNH THÁI NGUYÊN,0.48,TNH
22246213,4900891500,Công Ty Cổ Phần Bệnh Viện Tnh Lạng Sơn,0.845,TNH
22251560,2040170,Công ty Cổ phần TNG Land,0.4881,TNG
22251561,4600305628,Công ty Cổ Phần Đầu Tư Và Xây Dựng Bắc Thái,0.48,TNG
22251562,4601540430,Công ty TNHH Golf Yên Bình Tng,0.49,TNG
22251554,3500101153,Công ty Cổ Phần Dịch Vụ Xuất Nhập Khẩu Nông Lâm Sản Và Phân Bón Bà Rịa,0.12,TNC
22251550,0314760724,Công ty Cổ Phần Phát Triển Kinh Doanh Thương Mại Sài Gòn 168,0.9375,TNA
22251540,DOINCOVN,CÔNG TY CỔ PHẦN DOINCO VIỆT NAM,0.49,TMW
22251527,1101916351,Công ty Cổ Phần Điện Khu Công Nghiệp Vĩnh Lộc,0.2,TMS
22251528,12296,Công ty TNHH Vận Tải Container Hải An,0.2,TMS
22251529,CHOLIMEX,Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),0.2837,TMS
22251530,MAC,Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,0.0,TMS
22251531,SEAS,Công ty Cổ phần Thủy Đặc Sản,0.2179,TMS
22251532,VINATRANSDN,Công ty Cổ phần Giao nhận Vận tải Miền Trung,0.2249,TMS
22251533,VNT,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,0.2233,TMS
22251510,REEENERGY,Công ty TNHH Năng Lượng Ree,0.0,TMP
22251511,THUANBINHWIND,Công ty Cổ Phần Phong Điện Thuận Bình,0.2,TMP
22251512,TMPROI,Công ty Cổ Phần Đầu Tư Khai Thác Hồ Thủy Điện Thác Mơ,0.35,TMP
22252317,VIETTHAIZINC,Công ty Liên Doanh Công Nghiệp Kẽm Việt Thái,0.4,TMG
22252318,VIETTHAIZINC,Công ty Liên Doanh Công Nghiệp Kẽm Việt Thái,0.4,TMG
22251500,VIKD,Công ty Cổ Phần Kinh Doanh Gạch Ốp Lát Viglacera,0.3,TLT
22251344,FCBC,Công ty Cổ phần Nông Lâm Nghiệp Bình Dương,0.3502,TLP
22251486,3600479277,Công ty Cổ Phần Thép Bắc Nam,0.48,TLH
22251470,0317513917,Công ty Cổ Phần Pega Holdings,0.4,TLG
22251463,4601612325,Công ty Cổ Phần Đầu Tư Xây Dựng Và Phát Triển Đô Thị Thăng Long Thái Nguyên,0.48,TLD
22251458,VNRG,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,0.0,TL4
22251459,XD12,Công ty Cổ Phần Xây Dựng Thủy Lợi 42,0.4023,TL4
22251450,VNLINES,Tổng Công ty Hàng hải Việt Nam - CTCP,0.0,TJC
22251444,11013,Công ty CP Dịch Vụ Giáo Dục Đức Nhân,0.45,TIX
22251445,12528,Công ty Cổ phần Thương mại Dịch vụ Nhựa Bao bì Kiến Đức,0.198,TIX
22251446,CHOLIMEX,Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),0.0,TIX
22251447,CLS,Công ty Cổ Phần Chứng Khoán Chợ Lớn,0.4,TIX
22251448,SSLC,CÔNG TY CỔ PHẦN CÔNG NGHIỆP LẠNH Á CHÂU,0.49,TIX
22251449,TBCM,Công ty Cổ phần Xây dựng Cơ khí Tân Bình TANIMEX,0.0,TIX
22251443,GSSC,Công ty Cổ Phần Luyện Cán Thép Gia Sàng,0.3966,TIS
22251437,3602041601,Công ty Cổ Phần Thương Mại Và Xây Dựng Phước Tân,0.4,TIP
22251438,3603272464,Công ty CP Dịch Vụ Bảo Vệ Chuyên Nghiệp Tín Nghĩa,0.24,TIP
22251410,0102064813,Công ty TNHH Điện Tử Và Hàng Gia Dụng Hyundai Việt Nam,0.45,TIG
22251411,0110042115,Công ty Cổ Phần Tig Holdings,0.49,TIG
22251412,0110044218,Công ty Cổ Phần Đầu Tư Kim Lân,0.49,TIG
22251413,2601080589,Công Ty Cổ Phần Sân Golf Và Nhà Ở Sinh Thái Sơn Thủy Vườn Vua,0.49,TIG
22251414,DTKSVLXDHN,Công ty Cổ Phần Đầu Tư Tòa Nhà Công Nghệ Xanh Tig - Hde,0.4392,TIG
22251415,HATHANHRE,Công ty Cổ Phần Đầu Tư Bất Động Sản Hà Thành,0.4625,TIG
22251416,TBCK,Công ty Cổ Phần Đầu Tư Thời Báo Chứng Khoán Việt Nam,0.26,TIG
22251417,TLHS1,Công ty CP Điện Gió Thăng Long - Hướng Sơn 1,0.398,TIG
22251418,TLHS2,Công ty Cổ Phần Điện Gió Thăng Long - Hướng Sơn 2,0.425,TIG
22251402,0313435866,Công ty TNHH Tiến Đạt - Tie,0.2,TIE
22251403,0313937520,Công ty Cổ Phần Văn Hóa Tie,0.2038,TIE
22251432,3601381549,Công Ty Cổ Phần Quản Lý Dự Án Tín Nghĩa,0.29,TID
22251433,TNC1,Công ty Cổ phần Thống Nhất,0.2952,TID
22251612,TCMT,Công ty Cổ phần Tân cảng Miền Trung,0.088,THP
22251375,TBD,Tổng công ty Thiết bị điện Đông Anh - Công ty Cổ phần,0.47,THI
22251371,TCC,Công ty Cổ Phần Testco,0.2,THG
22251364,THAIGROUP,Công ty Cp - Tập Đoàn Thaigroup,0.48,THD
22251251,0102634767,Công ty Cổ Phần Bất Động Sản Tổng Hợp I,0.25,TH1
22251252,DNDC,Công ty TNHH Phát Triển Đệ Nhất,0.4,TH1
22251253,SAMAGRITECH,Công ty CP Sam Nông Nghiệp Công Nghệ Cao,0.27,TH1
22251245,0300697705,Công Ty Cổ Phần Xây Dựng Và Tư Vấn Đầu Tư,0.3129,TGG
22251246,KIMBOITRAVEL,Công ty Cổ phần Thương mại và Du lịch Kim Bôi,0.0,TGG
22251247,TANPHUMYDM,Công ty Cổ phần Sản xuất và Phát triển Tân Phú Mỹ,0.0,TGG
22251235,12136,Công ty TNHH Thực Phẩm Dary,0.45,TFC
22251214,REEWATER,Công ty TNHH Nước Sạch Ree,0.0,TDW
22251211,TDECO,Công ty Cổ phần Thuận Đức Eco,0.4894,TDP
22251203,12524,Công ty Cổ Phần Tư Vấn Cấp Thoát Nước Và Môi Trường,0.25,TDM
22251204,3101091785,Công ty Cổ phần Biwase Quảng Bình,0.423,TDM
22251205,3603879851,Công Ty Cổ Phần Dịch Vụ Cấp Nước Gia Tân - Cẩm Mỹ,0.25,TDM
22251206,BIWASE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,0.3742,TDM
22251207,CAWASU,Công ty Cổ phần Cấp nước Cà Mau,0.2439,TDM
22251208,CTW,Công ty Cổ phần Cấp thoát nước Cần Thơ,0.2296,TDM
22251209,GIWACO,Công ty Cổ Phần Cấp Nước Gia Tân,0.238,TDM
22251194,DWTD,CÔNG TY CỔ PHẦN DAEWON CANTAVIL,0.0,TDH
22251195,FDC,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,0.0,TDH
22251196,GLSC,Công ty Cổ phần Chứng khoán Sen Vàng,0.0,TDH
22251197,HUBATPS,Công ty Cổ phần Dịch vụ và Xúc tiến Thương mại Hiệp hội Doanh nghiệp TP.HCM,0.2548,TDH
22251198,TDAM,Công ty TNHH Quản lý và Kinh doanh chợ nông sản Thủ Đức,0.49,TDH
22251199,VICOQT,Công ty Cổ phần Đầu tư và Khoáng sản Vico Quảng Trị,0.0,TDH
22251187,4900902015,Công ty Cổ Phần Power Trade,0.2,TDG
22251652,HANCO,Tổng Công ty Xây dựng Hà Nội - CTCP,0.0,TDF
22251174,EIU,Trường Đại Học Quốc Tế Miền Đông,0.24,TDC
22251175,EIU,Trường Đại Học Quốc Tế Miền Đông,0.24,TDC
22251176,SINV,Công ty Liên Doanh TNHH Sinviet,0.5,TDC
22251166,0316787129,Công ty Cổ Phần Tân Cảng Express,0.36,TCW
22251167,0318512521,Công ty Cổ Phần Depot Kho Vận Tân Cảng,0.36,TCW
22251144,0305147889,Công ty Cổ Phần Đầu Tư Xây Dựng Thành Phúc,0.2379,TCM
22251145,3500857750,Công ty Cổ Phần Du Lịch Golf Vũng Tàu,0.2961,TCM
22251137,CLEASTERN,Công ty CP Cát Lái - Đông Sài Gòn,0.2,TCL
22251138,DNNPORT,Công ty Cổ Phần Tiếp Vận Tân Cảng Đồng Nai,0.51,TCL
22251139,TANCANG128,Công ty CP Tân Cảng 128 - Hải Phòng,0.36,TCL
22251140,TCBTCORP,Công ty Cổ Phần Tân Cảng Bến Thành,0.36,TCL
22246563,0021464635,Công ty Liên Doanh TNHH Đồng Hồ Nước Zenner - Coma,0.31,TCK
22246564,0100106553-007,Công ty Cổ Phần Cơ Khí Và Đầu Tư Xây Dựng Số 9,0.2,TCK
22247971,HHS,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy,0.48173,TCH
22247972,HOANGHASERINCO,Công ty Cổ Phần Đầu Tư Dịch Vụ Hoàng Hà,0.48,TCH
22247973,LAMHAUTRAS,CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI LÂM HẬU,0.475,TCH
22247974,TGSEDECO,Công ty Cổ Phần Phát Triển Dịch Vụ Trường Giang,0.48,TCH
22247975,VINHQUANGINTRAD,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI QUỐC TẾ VINH QUANG,0.45,TCH
22251126,MSN,Công ty Cổ phần Tập đoàn Masan,0.0,TCB
22251113,THIBIDI,Công ty Cổ phần Thiết bị điện,0.0,TBD
22251106,12499,Công ty Cổ Phần Đầu Tư Thủy Điện Thác Bà 2,0.49,TBC
22251107,GEN3,Tổng Công ty Phát điện 3 - Công ty Cổ phần,0.0,TBC
22251650,GAOVD,Công ty TNHH Sản Xuất Chế Biến Kinh Doanh Xuất Khẩu Gạo Việt Đức,0.39,TAR
22251651,NOVATECHTH,Công ty TNHH Novatech Trung Hưng,0.4,TAR
22251036,3401205899,Công ty Cổ Phần Sonadezi Bình Thuận,0.2,SZL
22251037,SZAB,Công ty Cổ phần Sonadezi An Bình,0.2249,SZL
22251038,3401205899,Công ty Cổ Phần Sonadezi Bình Thuận,0.1,SZB
22251026,LOGIS1,Công Ty Liên Doanh Phát Triển Tiếp Vận Số 1,0.37,SWC
22251027,PDN,Công ty Cổ phần Cảng Đồng Nai,0.2025,SWC
22251028,SOWATCOSER,Công Ty Cổ Phần Dịch Vụ Tổng Hợp Đường Thủy Miền Nam,0.2627,SWC
22251018,0306213397,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN GIÁO DỤC HOÀNG VIỆT,0.387,SVT
22251019,TLPAP,Công ty CP Giấy Toàn Lực,0.3577,SVT
22251020,VID,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,0.0,SVT
22251006,0110578435,Công ty Cổ Phần Đầu Tư Tri Thức Tương Lai,0.0,SVC
22251007,0302751838,Công ty TNHH Toyota Lý Thường Kiệt,0.35,SVC
22251008,0313958908,Công ty Cổ Phần Đầu Tư Savico,1.0,SVC
22251009,1801413586,Công ty Cổ Phần Ô Tô Sao Tây Nam,0.7,SVC
22251010,BDF,Công ty CP Dịch Vụ Ô Tô Thành Phố Mới Bình Dương,0.8191,SVC
22251011,CDGS,Công ty TNHH ComfortDelGro Savico Taxi,0.0,SVC
22251012,SWEDEN,Công ty CP Ô Tô Bắc Âu,0.32,SVC
22251013,TOYOTADONGSG,Công ty CP Toyota Đông Sài Gòn,0.303,SVC
22250973,2200680885,Công ty Cổ Phần Nước Sóc Trăng,0.29,STW
22250972,12523,Công ty Cổ Phần Công Nghiệp Sông Đà,0.495,STP
22250968,0312576215,Công ty TNHH Phát Triển Bất Động Sản Soreco,0.5,STG
22250969,0313877800,Công ty Cổ Phần Phát Triển Bất Động Sản The Pier,0.5,STG
22250970,MHC,Công ty Cổ phần MHC,0.0,STG
22250942,2040155,Quỹ Đầu Tư Công Nghệ Số Việt Nam,0.2,SSI
22250943,PAN,Công ty Cổ phần Tập đoàn PAN,0.1273,SSI
22244484,0108268436,Công ty Cổ Phần Sunshine Tây Hồ,0.45,SSH
22250938,1402133347,Công ty TNHH Lúa Gạo Việt Nam,0.3,SSC
22250932,1900666612,CÔNG TY TNHH SEA MH SOLAR,0.1134,SRF
22250933,3301684327,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ GIẢI PHÁP QUANG PHÚ,0.1134,SRF
22250934,TTHC,Công ty Cổ phần Xây lắp Thừa Thiên Huế,0.0,SRF
22250923,2129683,Công ty Cổ Phần Đầu Tư Chứng Khoán Sara,0.39,SRB
22250924,2900803885,Công ty Cổ Phần Borsmi,0.411,SRB
22250925,SRTDI,Công ty Cổ Phần Đầu Tư Và Phát Triển Công Nghệ Sara,0.44,SRB
22250926,VNK,Công Ty Cổ Phần Vinaken,0.3333,SRB
22250912,0110759791,Công ty Cổ Phần Trung Tâm Xét Nghiệm Golab Pháp Vân,0.3,SRA
22250913,0110759801,Công ty Cổ Phần Famicare Pháp Vân,0.3,SRA
22250914,0318530922,Công ty Cổ Phần Trung Tâm Xét Nghiệm Golab Gò Vấp,0.3,SRA
22250915,0801424071,Công ty Cổ Phần Famicare Hải Dương,0.3,SRA
22250916,1702296014,Công ty Cổ Phần Famicare Kiên Giang,0.3,SRA
22250917,1900694232,Công ty Cổ Phần Trung Tâm Xét Nghiệm Golab Bạc Liêu,0.3,SRA
22250918,1900694257,Công ty Cổ Phần Famicare Bạc Liêu,0.3,SRA
22250919,2500720899,Công ty Cổ Phần Trung Tâm Xét Nghiệm Golab Vĩnh Phúc,0.3,SRA
22250920,2534023,Công ty Cổ Phần Famicare Vĩnh Long,0.3,SRA
22250921,3101131572,Công ty Cổ Phần Famicare Quảng Bình,0.3,SRA
22250922,3101131597,Công ty Cổ Phần Trung Tâm Xét Nghiệm Golab Quảng Bình,0.3,SRA
22250803,CMX,Công ty Cổ phần CAMIMEX Group,0.0,SNC
22250807,12519,Công ty Cổ phần Sách - Thiết Bị Trường Học Tỉnh BR - VT,0.35,SMN
22250808,BIBECO,Công ty Cổ phần Sách - Thiết Bị Giáo dục Bình Dương,0.21,SMN
22250806,VEPIC,Công ty Cổ phần Đầu tư Xuất bản - Thiết bị Giáo dục Việt Nam,0.02,SMN
22250786,3502276222,Công ty TNHH Smc Toami,0.25,SMC
22250787,3502447502,Công ty TNHH Vssc Steel Center,0.15,SMC
22250788,HSMC,Công Ty TNHH Hanwa Smc Steel Service Hà Nội,0.35,SMC
22250789,SMCS,Công Ty TNHH Smc - Summit,0.5,SMC
22250774,PYRICO,Công Ty CP In - Thương Mại Phú Yên,0.2,SMB
22250775,SBCO,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn,0.0,SMB
22250769,THAGRI,Công ty TNHH Nông Nghiệp Tô Hiệu - Sơn La,0.3,SLS
22250770,THAGRI,Công ty TNHH Nông Nghiệp Tô Hiệu - Sơn La,0.3,SLS
22250755,11035,Công ty Cổ Phần Đầu Tư Và Xây Dựng Tona,0.49,SJF
22250749,0110701752,Công ty Cổ Phần Xây Lắp Năng Lượng Sông Đà 11,0.36,SJE
22250750,SDE,Công ty Cổ phần Kỹ thuật điện Sông Đà,0.0,SJE
22250751,TKRC,Công ty Cổ phần Cao Su Tân Biên - Kampongthom,0.0,SJE
22250744,RNDP,Công ty Cổ Phần Thủy Điện Ry Ninh Ii - Đăkpsi,0.0263,SJD
22250739,12516,Công ty TNHH Kho Lạnh Gió Bấc,0.3,SJ1
22250740,1400457610,Công ty TNHH Happyfood Vietnam,0.54063,SJ1
22250736,HPP,Công ty Cổ phần Sơn Hải Phòng,0.0,SIV
22250737,VICOC,Công ty trách nhiệm hữu hạn VICO,0.062,SIV
22250648,NEWGEN,Công ty Cổ Phần Xây Dựng Và Phát Triển Thế Hệ Mới,0.0,SIP
22250649,TANIFICOMIN,Công Ty Cổ Phần Khoáng Sản Fico Tây Ninh,0.2068,SIP
22250730,5900660255,Công ty Cổ Phần Cấp Nước Sài Gòn - Pleiku,0.49,SII
22250731,SGAK,Công ty Cổ Phần Nước Sài Gòn - An Khê,0.49,SII
22250732,THWATER,Công ty Cổ Phần Đầu Tư Nước Tân Hiệp,0.43,SII
22250818,0109365471,Công ty TNHH Năng lượng Sạch Phúc Huy,0.5,SIG
22250819,5600297425,Công ty Cổ phần Kỹ Thuật Và Xây Dựng Sông Đà,0.408,SIG
22250459,0310055721,Công ty CP Phát Triển Khu Phức Hợp Thương Mại Vietsin,0.36,SID
22250460,0310384927,Công ty TNHH Đầu Tư Quốc Tế Sài Gòn Co.op,0.49,SID
22250461,0315949585,Công Ty TNHH Thương Mại Dịch Vụ Sài Gòn - Xuân Oai,0.49,SID
22250462,12617,Công ty TNHH Sài Gòn - Châu Đốc,0.25,SID
22250463,1800502219,Công ty TNHH Thương Mại Sài Gòn Cần Thơ,0.34,SID
22250464,2000969020,Công ty TNHH Thương Mại Dịch Vụ Sài Gòn - Cà Mau,0.3675,SID
22250465,3600753610,Công ty TNHH Thương Mại Dịch Vụ Siêu Thị Co.op Mart Biên Hòa,0.29,SID
22250466,5702088237,Công ty TNHH Đầu Tư Phát Triển Trung Tâm Thương Mại Đông Bắc,0.4,SID
22250722,S96,Công ty Cổ phần Sông Đà 9.06,0.0,SIC
22250713,SHB,Ngân hàng Thương mại Cổ phần Sài Gòn – Hà Nội,0.0146,SHS
22250709,0200399984,Công Ty Cổ Phần Daso ( Hải Phòng),0.3781,SHN
22250710,5400517017,Công ty TNHH Geleximco Hòa Bình,0.3,SHN
22250711,MTLCO,Công ty Cổ Phần Mai Trang Linh,0.41,SHN
22250699,0108916045,Công ty Cổ Phần Sơn Hà Hanssem Việt Nam,0.3,SHI
22250700,0109630257,Công ty Cổ Phần Đầu Tư Và Phát Triển Bất Động Sản Sơn Hà,0.3,SHI
22250701,0109639845,Công ty CP Đầu Tư Kcn Sơn Hà Đồng Nai,0.3,SHI
22250702,0109648060,Công Ty CP Vietnam Commodity Exchange,0.3,SHI
22250703,NLS,Công ty Cổ phần Cấp thoát nước Lạng Sơn,0.201,SHI
22250704,UPGC,Công ty Cổ phần Đầu Tư Phát Triển Thương Mại Tổng Hợp Sơn Hà,0.2014,SHI
22250671,0102329386,CÔNG TY CỔ PHẦN SÔNG HỒNG SỐ 8,0.2,SHG
22250672,0102384387,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN HÀ NỘI SÔNG HỒNG,0.2251,SHG
22250673,0104402095,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI VÀ XÂY DỰNG CÔNG TRÌNH GIAO THÔNG HÀ NỘI ,0.2251,SHG
22250674,0310972333,Công ty Cổ Phần Sông Hồng Sài Gòn,0.3798,SHG
22250675,1801197871,CÔNG TY CỔ PHẦN SÔNG HỒNG TÂY ĐÔ,0.4545,SHG
22250676,1803000212,CÔNG TY CỔ PHẦN SÔNG HỒNG 36,0.4875,SHG
22250677,2600104861,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG SÔNG HỒNG,0.21,SHG
22250678,2600699792,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU VÀ XÂY DỰNG SÔNG HỒNG I,0.21,SHG
22250679,3300972611,CÔNG TY CỔ PHẦN SÔNG HỒNG MIỀN TRUNG,0.355,SHG
22250680,SHEC,Công ty Cổ phần Năng lượng Sông Hồng,0.4891,SHG
22250681,SHSC,Công ty Cổ Phần Thép Sông Hồng,0.329,SHG
22250682,SONGHONG1,Công ty Cổ Phần Xây Dựng Số 1 Sông Hồng,0.4325,SHG
22250659,SHS,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,0.0,SHB
22250592,12510,Công ty Cổ Phần Đầu Tư Giáo Dục Lê Thanh,0.49,SGD
22250563,0303467869,Công Ty TNHH Yusen Logistics Quốc Tế (việt Nam),0.45,SFI
22250564,0402060908,Công Ty TNHH Dong Hong Logistics Đà Nẵng,0.49,SFI
22250565,0402143671,Công ty TNHH Minh Toàn - Safi,0.5,SFI
22250566,VKCTC,Công ty TNHH Kctc Việt Nam,0.0,SFI
22250567,VSIT,Công ty TNHH Sitc Việt Nam,0.51,SFI
22250560,LGVINACHEM,Công ty TNHH Hóa Chất Chất Hóa Dẻo Vina,0.35,SFG
22250543,0300755379,Công ty Liên Doanh Thủy Sản Việt Nga,0.5,SEA
22250544,0100102950,Công ty Cổ Phần Dịch Vụ Nuôi Trồng Thuỷ Sản Hạ Long,0.2,SEA
22250545,0100103489,Công ty Cổ Phần Kỹ Thuật Công Trình Việt Nam,0.2107,SEA
22250546,0301909649,Công ty CP Thủy Sản Số 5,0.2259,SEA
22250547,0303246820,Công ty Cổ Phần Đóng Sửa Tàu Nhà Bè,0.2646,SEA
22250548,CAN,Công ty Cổ phần Đồ hộp Hạ Long,0.277472,SEA
22250549,PROCONCO,Công ty Cổ phần Việt - Pháp Sản xuất Thức ăn Gia súc,0.2208,SEA
22250550,SCO,Công ty Cổ phần Công nghiệp Thủy sản,0.4636,SEA
22250551,SPD,Công ty Cổ phần Xuất nhập khẩu Thủy sản Miền Trung,0.364,SEA
22250552,TS4,Công ty Cổ phần Thủy sản số 4,0.2708,SEA
22250528,BHUDI,Công Ty Cổ Phần Đầu Tư Xây Dựng Đô Thị Bắc Hà,0.2889,SDU
22250529,SDUIC,Công ty Cổ Phần Tư Vấn Đầu Tư Sdu,0.3,SDU
22250530,SONGDA,Tổng Công ty Sông Đà,0.0,SDU
22250524,SD109,Công ty Cổ phần Sông Đà 10.9,0.0,SDT
22250516,SONA,Tổng Công ty Cổ phần Phát triển Khu Công nghiệp,0.0,SDN
22250515,VNSTEEL,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,0.0,SDK
22250502,0500568665,Công ty Cổ Phần Rượu Việt Nam - Thụy Điển,0.2852,SDA
22250503,5200491812,CÔNG TY CỔ PHẦN KHOÁNG SẢN SIMCO-FANSIPAN,0.45,SDA
22250504,MYSICO,Công ty Cổ phần hữu hạn Myanmar Simco Sông Đà,0.4576,SDA
22250505,SDAIT,CÔNG TY CỔ PHẦN TỰ ĐỘNG HOÁ VÀ CÔNG NGHỆ THÔNG TIN SÔNG ĐÀ,0.3583,SDA
22250498,S96,Công ty Cổ phần Sông Đà 9.06,0.0226614024,SD9
22250499,S99,Công ty Cổ phần SCI,0.0,SD9
22250492,S702,Công ty Cổ phần Sông Đà 7.02,0.34812,SD7
22250484,0200767645,Công Ty Trách Nhiệm Hữu Hạn Đóng Tàu Damen - Sông Cấm,0.3,SCY
