id,sub_organ_code,ownership_percent,organ_name,type,symbol
22247584,GMDCI,0.5,Công Ty Cổ Phần Đầu Tư Xây Dựng Phát Triển Hạ Tầng Gemadept,công ty con,GMD
22247585,GMDNH,0.532,CÔNG TY CỔ PHẦN CẢNG QUỐC TẾ GEMADEPT NHƠN HỘI,công ty con,GMD
22247586,GMDVT,0.7,Công ty Cổ Phần Gemadept – Vũng Tàu,công ty con,GMD
22247587,ICDPL,1.0,Công Ty TNHH Cảng Phước Long,công ty con,GMD
22247588,ISSG,0.51,Công ty TNHH Iss - Gemadept,công ty con,GMD
22247589,NAMDINHVU,0.6,Công ty CP Cảng Nam Đình Vũ,công ty con,GMD
22247590,NAMHAIICD,0.75,Công ty Cổ Phần Icd Nam Hải,công ty con,GMD
22247591,PACIFICMAR,1.0,Công ty TNHH Thiết Bị Và Dịch Vụ Hàng Hải Thái Bình Dương,công ty con,GMD
22247592,PAMAR,1.0,Công Ty TNHH Một Thành Viên Vận Tải Hàng Hải Thái Bình Dương,công ty con,GMD
22247593,PARUCO,1.0,Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Công Nghiệp Cao Su Thái Bình Dương,công ty con,GMD
22247594,TTTS,0.46,Công Ty Cổ Phần Dịch Vụ Vận Tải Trường Thọ,công ty con,GMD
22247595,VGTS,1.0,Công ty TNHH Dịch Vụ Vận Tải Tổng Hợp V.n.m,công ty con,GMD
22247596,2040158,0.4,Golden Globe Company Limited,công ty liên kết,GMD
22247597,CJGLH,0.491,Công ty TNHH Cj Gemadept Logistics Holdings,công ty liên kết,GMD
22247598,CJGSH,0.51,Công Ty Tnhh Cj Gemadept Shipping Holdings,công ty liên kết,GMD
22247599,GGSM,0.4,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ VẬN TẢI BIỂN TOÀN CẦU,công ty liên kết,GMD
22247600,GGTC,0.45,Công ty TNHH Thương Mại Quả Cầu Vàng,công ty liên kết,GMD
22247601,GMDHP,0.491,Công Ty TNHH Một Thành Viên Gemadept Hải Phòng,công ty liên kết,GMD
22247602,GMDL,0.491,Công Ty Tnhh Một Thành Viên Tiếp Vận Gemadept,công ty liên kết,GMD
22247603,GMDM,0.51,Gemadept Malaysia Sdn. Bhd.,công ty liên kết,GMD
22247604,GMDSHIPPING,0.51,Công ty TNHH MTV Vận Tải Biển Gemadept,công ty liên kết,GMD
22247605,GMDSS,0.51,Gemadept Shipping Singapore Pte.Ltd,công ty liên kết,GMD
22247606,GTL,0.6513,Công Ty Cổ Phần Cảng Cái Mép Gemadept-Terminal Link,công ty liên kết,GMD
22247607,KGLC,0.5,Công ty TNHH Tiếp Vận “k”line-gemadept,công ty liên kết,GMD
22247608,MDT,0.4,Công ty Cổ Phần Du Lịch - Minh Đạm,công ty liên kết,GMD
22247609,MEKONGLOG,0.2502,Công Ty Cổ Phần Mekong Logistics,công ty liên kết,GMD
22247610,SCSC,0.3342285,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,công ty liên kết,GMD
22247611,UFC,0.2656,Công ty Cổ phần Liên hợp Thực phẩm,công ty liên kết,GMD
22247612,VTCP,0.2678,Công ty Cổ Phần Thương Cảng Vũng Tàu,công ty liên kết,GMD
22247576,GSXG,1.0,Công ty TNHH Garmex Quảng Nam,công ty con,GMC
22247577,TMTC,1.0,Công Ty Trách Nhiệm Hữu Hạn May Tân Mỹ,công ty con,GMC
22247578,PMJSC,0.32468,Công ty Cổ phần Phú Mỹ,công ty liên kết,GMC
22247573,0100638685,0.55,Công ty Cổ Phần Truyền Thông Và Dữ Liệu Thanh Toán An Du,công ty con,GMA
22247574,0103053282,0.9,Công ty TNHH Cho Thuê Ô Tô An Hòa Phát,công ty con,GMA
22247575,0109899561,0.45375,Công ty Cổ Phần Đầu Tư Thương Mại An Dân Hà Nội,công ty liên kết,GMA
22247525,0309944003,1.0,Công Ty TNHH Một Thành Viên Bất Động Sản Gia Định,công ty con,GIL
22247526,0310102957,0.99998,Công ty Cổ Phần Bất Động Sản Hưng Khang,công ty con,GIL
22247527,0315971693,1.0,Công ty Cổ Phần Đầu Tư Hạ Tầng Bt,công ty con,GIL
22247528,3301663937,0.9,Công Ty Cổ Phần Khu Công Nghiệp Gilimex,công ty con,GIL
22247529,3502339715,1.0,Công ty TNHH MTV Kho Vận Gilimex,công ty con,GIL
22247530,3600816814,1.0,Công ty TNHH Lưu Công Hiệu,công ty con,GIL
22247531,3603784529,1.0,Công ty TNHH MTV Gilimex Đồng Nai,công ty con,GIL
22247532,3603807504,0.9997,Công ty CP Gilimex Long Khánh,công ty con,GIL
22247533,3700835810,0.9999,Công ty Cổ Phần Ichiban Star,công ty con,GIL
22247534,4300852725,0.9999,Công ty Cổ Phần Đầu Tư Mỹ Khang,công ty con,GIL
22247535,AMPT,0.5152,Công ty Cổ phần Sản Xuất Kinh Doanh Kim Khí Đại Tây Dương,công ty con,GIL
22247536,GDRE,1.0,CÔNG TY TNHH BẤT ĐỘNG SẢN GIA ĐỊNH REAL,công ty con,GIL
22247537,GILIMEXPPJ,0.9945,Công ty CP May Hàng Gia Dụng Gilimex-ppj,công ty con,GIL
22247538,PLEPT,0.999,Công ty Cổ Phần Sản Xuất Kinh Doanh Thiết Bị Chiếu Sáng Thái Bình Dương,công ty con,GIL
22247539,TMGC,1.0,Công ty TNHH May Thạnh Mỹ,công ty con,GIL
22247540,3701811795,0.35,Công ty Cổ Phần Đầu Tư Và Phát Triển Hoàng An,công ty liên kết,GIL
22247546,0316274631,0.99,Công ty Cổ phần Hợp Tác Phát Triển Năng Lượng Tái Tạo Vi-Ja,công ty con,GEG
22247547,0317542562,0.9438,Công ty CP Điện Gió Lavi,công ty con,GEG
22247548,1101860490,0.9992,Công ty CP Điện Ttc Đức Huệ - Long An,công ty con,GEG
22247549,1201592559,0.5493,Công ty Cổ phần Năng Lượng Điện Gió Tiền Giang,công ty con,GEG
22247550,1201630317,0.9971,Công ty Cổ Phần Năng Lượng Tái Tạo Tiền Giang,công ty con,GEG
22247551,1301026028,0.8884,Công ty CP Năng Lượng Vpl,công ty con,GEG
22247552,2001358289,0.95,Công ty Cổ Phần Năng Lượng Xanh Cà Mau,công ty con,GEG
22247553,3300507847,0.2509,Công ty CP Thủy Điện Trường Phú,công ty con,GEG
22247554,3301515921,1.0,Công ty TNHH MTV Thủy Điện Thượng Lộ,công ty con,GEG
22247555,5900798510,1.0,CÔNG TY TNHH MTV XÂY LẮP VÀ CƠ ĐIỆN GIA LAI,công ty con,GEG
22247556,5900944828,1.0,Công ty TNHH MTV Tư Vấn Và Phát Triển Năng Lượng Gia Lai,công ty con,GEG
22247557,5901142873,0.8472,Công ty CP Điện Gió Ia Bang,công ty con,GEG
22247558,6001653115,0.99,Công ty Cổ phần Năng Lượng Điện Cao Nguyên,công ty con,GEG
22247559,6400396685,0.9996,Công ty Cổ phần Nhà Máy Điện Mặt Trời Trúc Sơn,công ty con,GEG
22247560,GHC,0.6253,Công ty Cổ phần Thủy điện Gia Lai,công ty con,GEG
22247561,0317704830,0.4999,Công Ty Cổ Phần Năng Lượng Solwind,công ty liên kết,GEG
22247562,3300507847,0.2509,Công ty CP Thủy Điện Trường Phú,công ty liên kết,GEG
22247493,2040156,1.0,Công ty TNHH MTV Thủy điện Trung Sơn,công ty con,GE2
22247494,AVHPC,0.8745,Công ty Cổ phần Thủy điện A Vương,công ty con,GE2
22247495,NDHP,0.51,Công ty Cổ phần Nhiệt điện Hải Phòng,công ty con,GE2
22247496,PPC,0.51,Công ty Cổ phần Nhiệt điện Phả Lại,công ty con,GE2
22247497,SBHEVN,0.6178,Công ty Cổ phần Thủy điện Sông Ba Hạ,công ty con,GE2
22247498,TMP,0.5192,Công ty Cổ phần Thủy điện Thác Mơ,công ty con,GE2
22247499,THUANBINHWIND,0.0,Công ty Cổ Phần Phong Điện Thuận Bình,công ty liên kết,GE2
22247500,TMPROI,0.1817,Công ty Cổ Phần Đầu Tư Khai Thác Hồ Thủy Điện Thác Mơ,công ty liên kết,GE2
22245259,0315459693,1.0,CÔNG TY TNHH MTV CÔNG NGHỆ PURA,công ty con,GCF
22245260,3600714322,0.995,Công Ty Cổ Phần Thực Phẩm Cô Cô Việt Nam,công ty con,GCF
22245261,4500577748,0.9929,Công ty CP Thực Phẩm Cánh Đồng Việt,công ty con,GCF
22245262,4500624846,0.88,Công ty Cổ Phần Nắng Và Gió,công ty con,GCF
22245263,AIGASIA,0.0,Công ty Cổ phần Nguyên liệu Á Châu AIG,công ty liên kết,GCF
22247456,3401232596,0.61,Công ty TNHH Kho Cảng Lng Sơn Mỹ,công ty con,GAS
22247457,CNG,0.56,Công ty Cổ phần CNG Việt Nam,công ty con,GAS
22247458,LNGVN,0.51,Công ty CP Lng Vietnam,công ty con,GAS
22247459,PGD,0.505,Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam,công ty con,GAS
22247460,PGS,0.3526,Công ty Cổ phần Kinh doanh Khí Miền Nam,công ty con,GAS
22247461,PVB,0.5294,Công ty Cổ phần Bọc ống Dầu khí Việt Nam,công ty con,GAS
22247462,PVG,0.5131,Công ty Cổ phần Kinh doanh LPG Việt Nam,công ty con,GAS
22247463,PVPIPE,0.9999,Công ty Cổ phần Sản Xuất Ống Thép Dầu Khí Việt Nam,công ty con,GAS
22247464,PGS,0.3526,Công ty Cổ phần Kinh doanh Khí Miền Nam,công ty liên kết,GAS
22247465,PVGAZPROMNGV,0.29,Công ty TNHH Khí Nhiên Liệu Giao Thông Vận Tải Pvgazprom,công ty liên kết,GAS
22247466,PVGAZPROMNGV,0.29,Công ty TNHH Khí Nhiên Liệu Giao Thông Vận Tải Pvgazprom,công ty liên kết,GAS
22247427,0318607332,0.8074,Công ty Cổ Phần Đầu Tư FPT Long Châu,công ty con,FRT
22247428,12366,0.9998,Công ty CP Hữu Nghị Việt Hàn,công ty con,FRT
22247429,FPT,0.0,Công ty Cổ phần FPT,công ty liên kết,FRT
22247415,10796,0.3043,Công ty Cổ phần Công nghệ HOMA,công ty con,FPT
22247416,12292,1.0,Công ty TNHH FPT Digital,công ty con,FPT
22247417,FISC,1.0,Công ty TNHH FPT IS,công ty con,FPT
22247418,FOCC,0.2386,Công ty Cổ phần Dịch vụ Trực tuyến FPT,công ty con,FPT
22247419,FPTE,1.0,Công ty TNHH Giáo Dục FPT,công ty con,FPT
22247420,FPTSC,1.0,Công ty TNHH Phần Mềm FPT,công ty con,FPT
22247421,FPTSMART,1.0,Công ty TNHH FPT Smart Cloud,công ty con,FPT
22247422,FTEL,0.4566,Công ty Cổ phần Viễn thông FPT,công ty con,FPT
22247423,FPTR,0.4654,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,công ty liên kết,FPT
22247424,FPTS,0.1758,Công ty Cổ phần Chứng khoán FPT,công ty liên kết,FPT
22247425,SYNNEXFPT,0.48,Công ty Cổ Phần Synnex FPT,công ty liên kết,FPT
22247365,ALASKALAND,0.7469,Công ty CP Đầu Tư Địa Ốc Alaska,công ty con,FLC
22247366,BAMBOOAIRWAYS,0.217,Công ty Cổ phần Hàng Không Tre Việt,công ty con,FLC
22247367,FLCBEVER,0.9897,Công ty Cổ Phần Nước Giải Khát Flc,công ty con,FLC
22247368,FLCDOSON,1.0,Công ty TNHH FLC Đồ Sơn Golf & Resort,công ty con,FLC
22247369,FLCHALONG,1.0,Công ty TNHH Đầu Tư Và Phát Triển Flc Hạ Long,công ty con,FLC
22247370,FLCHOLIDAY,1.0,Công ty TNHH Kinh doanh dịch vụ nghỉ dưỡng FLC,công ty con,FLC
22247371,FLCHR,1.0,Công ty TNHH MTV Quản Lý Khách Sạn Và Khu Nghỉ Dưỡng Flc,công ty con,FLC
22247372,FLCIND,1.0,Công ty TNHH Đầu Tư Phát Triển Và Quản Lý Khu Công Nghiệp Flc,công ty con,FLC
22247373,FLCJ,1.0,Công ty TNHH Vàng Bạc Đá Quý Flc,công ty con,FLC
22247374,FLCLAND,1.0,Công Ty TNHH Một Thành Viên Flc Land,công ty con,FLC
22247375,FLCQUANGBINH,1.0,Công ty TNHH Flc Quảng Bình Beach & Golf Resort,công ty con,FLC
22247376,FLCQUYNHON,0.99981,Công ty CP Flc Quy Nhơn Golf & Resort,công ty con,FLC
22247377,FLCSS,1.0,Công ty TNHH Flc Samson Golf & Resort,công ty con,FLC
22247378,FLCSSBOT,1.0,Công ty TNHH Bot Khai Thác Quản Lý Bãi Biển Flc Sầm Sơn,công ty con,FLC
22247379,FLCTRAVEL,0.98,Công ty CP Du Lịch Và Sự Kiện Flc,công ty con,FLC
22247380,HNSTAR,0.994,Công ty Cổ Phần Địa Ốc Star Hà Nội,công ty con,FLC
22247381,IONC,0.9891,Công ty TNHH Đầu Tư Và Quản Lý Tòa Nhà Ion Complex,công ty con,FLC
22247382,BAMBOOAIRWAYS,0.217,Công ty Cổ phần Hàng Không Tre Việt,công ty liên kết,FLC
22247383,FLCTM,0.47,Công ty TNHH Thương Mại Và Nhân Lực Quốc Tế Flc,công ty liên kết,FLC
22247384,SAOMAIAE,0.3399,Công ty Cổ phần Kỹ thuật Hàng không Sao Mai,công ty liên kết,FLC
22247355,DCL,0.5805,Công ty Cổ phần Dược phẩm Cửu Long,công ty con,FIT
22247356,FITLAND,0.999,Công ty Cổ Phần Đầu Tư Bất Động Sản F.i.t,công ty con,FIT
22247357,FITVNTRA,1.0,Công Ty TNHH Xuất Nhập Khẩu Và Thương Mại F.i.t Việt Nam,công ty con,FIT
22247358,TSC,0.4107,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,công ty con,FIT
22247359,FITCOSMETICS,0.2271,Công ty Cổ phần Fit Cosmetics,công ty liên kết,FIT
22247360,VKD,0.0,Công ty Cổ phần Nước Khoáng Khánh Hòa,công ty liên kết,FIT
22247348,VINASI,0.7682,Công ty Cổ Phần Gang Thép Công Nghiệp Việt Nam,công ty con,FID
22247349,THANHTHUYTRA,0.466,Công ty Cổ phần Đầu tư Thương Mại Thanh Thủy,công ty liên kết,FID
22247350,VINASI,0.7682,Công ty Cổ Phần Gang Thép Công Nghiệp Việt Nam,công ty liên kết,FID
22247333,0314964301,1.0,Công Ty TNHH Một Thành Viên Thương Mại Vật Liệu Xây Dựng Fico,công ty con,FIC
22247334,0315650869,1.0,Công ty TNHH MTV Kinh Doanh Sản Phẩm Fico,công ty con,FIC
22247335,3500102894,0.7387,Công ty Cổ Phần Phước Hòa Fico,công ty con,FIC
22247336,3700830308,0.51,Công ty Cổ Phần Gạch Đông Nam Á,công ty con,FIC
22247337,4201764563,1.0,Công Ty TNHH Một Thành Viên - Cát Cam Ranh Fico,công ty con,FIC
22247338,TFCM,0.6424,Công ty Cổ Phần Cơ Khí Xây Dựng Tân Định - Fico,công ty con,FIC
22247339,TTC,0.51,Công ty Cổ phần Gạch men Thanh Thanh,công ty con,FIC
22247340,0304401701,0.495,Công ty TNHH Xây Dựng Fico-corea,công ty liên kết,FIC
22247341,0305202610,0.29,Công ty TNHH Đầu Tư Xây Dựng Tân Bách Việt,công ty liên kết,FIC
22247342,0310319621,0.45,Công Ty Cổ Phần Fico Công Nghệ Cao,công ty liên kết,FIC
22247343,0310883115,0.45,Công Ty Cổ Phần Bê-tông Fico Pan-united,công ty liên kết,FIC
22247344,3700791338,0.2,Công ty Cổ Phần Havali - Fico,công ty liên kết,FIC
22247345,DHA,0.2338,Công ty Cổ phần Hóa An,công ty liên kết,FIC
22247346,TAFICO,0.2584,Công ty Cổ phần Xi măng Fico Tây Ninh,công ty liên kết,FIC
22247347,VTA,0.3075,Công ty Cổ phần VITALY,công ty liên kết,FIC
22247299,11043,0.999,Công ty Cổ phần Bê Tông Thái Hà,công ty con,FCM
22247300,FCN,0.0,Công ty Cổ phần FECON,công ty liên kết,FCM
22247262,0105285472,0.6,Công Ty Cổ Phần Kingsun Việt Nam,công ty con,EVG
22247263,0106800084,0.9,Công ty CP Đầu Tư Xuân Đài Bay,công ty con,EVG
22247264,0107514311,0.9125,Công ty CP Everland Phú Yên,công ty con,EVG
22247265,0110017006,0.9,Công ty Cổ Phần Meta Tour,công ty con,EVG
22247266,5701987961,0.6,Công ty Cổ phần Everland Vân Đồn,công ty con,EVG
22247267,0317140817,0.45833,Công ty CP Everland An Giang,công ty liên kết,EVG
22247256,2300623,0.8,Quỹ đầu tư cơ hội Mirae Asset Việt Nam,công ty con,EVE
22247257,EVEK,1.0,Công ty TNHH Everpia Korea,công ty con,EVE
22247258,IVINA,0.44,Công ty Cổ phần Texpia,công ty liên kết,EVE
22247259,IVINA,0.44,Công ty Cổ phần Texpia,công ty liên kết,EVE
22247240,0108804158,0.6868,Công ty Cổ Phần Tập Đoàn Thương Mại Hà Nội,công ty con,ELC
22247241,ELCOMPLUS,0.93,Công ty CP Elcomplus,công ty con,ELC
22247242,ELCOMPRIME,0.7,Công ty Cổ Phần Elcom Prime,công ty con,ELC
22247243,ELSS,1.0,Công ty TNHH Giải Pháp Phần Mềm Elcom,công ty con,ELC
22247244,0500233757,0.34,Công Ty Cổ Phần Công Nghệ Vft,công ty liên kết,ELC
22247245,4700162684,0.4297,Công Ty CP Công Nghệ Vật Liệu Mới Bắc Kạn,công ty liên kết,ELC
22247232,4900844797,0.66,CÔNG TY CỔ PHẦN SÁCH - THIẾT BỊ TRƯỜNG HỌC LẠNG SƠN,công ty con,EID
22247233,EDIBOOK,0.89,Công ty Cổ phần Sách dịch và Từ điển Giáo dục,công ty con,EID
22247234,HHTCC,1.0,CÔNG TY TNHH MTV HỒNG HÀ THÀNH CÔNG ,công ty con,EID
22247235,HTBSE,0.4634,CÔNG TY CỔ PHẦN SÁCH VÀ THIẾT BỊ TRƯỜNG HỌC HÀ TÂY ,công ty liên kết,EID
22247215,12509,0.6293,Công ty Cổ Phần Năng Lượng Ebs Solar Việt Nam,công ty con,EBS
22247216,2001335771,0.4405,CÔNG TY CỔ PHẦN NĂNG LƯỢNG EBS SOLAR PHƯƠNG NAM,công ty con,EBS
22247217,2001336239,0.4405,CÔNG TY CỔ PHẦN NĂNG LƯỢNG EBS SOLAR KHÁNH AN,công ty con,EBS
22247218,2001332996,0.3143,CÔNG TY CỔ PHẦN ĐẠI DƯƠNG SOLAR,công ty liên kết,EBS
22247219,EDUBOOK,0.21818,Công ty Cổ Phần Phát Hành Sách Giáo Dục,công ty liên kết,EBS
22247169,0317021136,1.0,Công ty TNHH MTV Đất Xanh Tech,công ty con,DXG
22247170,0317043429,1.0,Công Ty TNHH Đất Xanh Finance,công ty con,DXG
22247171,0317043436,1.0,Công ty TNHH Patheon Holdings,công ty con,DXG
22247172,0317043443,1.0,Công ty TNHH Athena Invest,công ty con,DXG
22247173,1801591638,0.0,Công ty Cổ Phần Dịch Vụ Và Đầu Tư Đất Xanh Miền Tây,công ty con,DXG
22247174,2129694,1.0,Công ty TNHH Đầu Tư Bất Động Sản Phúc Hưng Phát,công ty con,DXG
22247175,DXGMB,0.635,Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc,công ty con,DXG
22247176,DXHA,1.0,Công ty TNHH MTV Đất Xanh Hội An,công ty con,DXG
22247177,DXRES,0.5585,Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh,công ty con,DXG
22247178,HAANRE,1.0,Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An,công ty con,DXG
22247179,HATHUANHUNG,0.9989,CÔNG TY TNHH XÂY DỰNG - THƯƠNG MẠI - DỊCH VỤ HÀ THUẬN HÙNG,công ty con,DXG
22247180,NNPRINT,0.9998,CÔNG TY CỔ PHẦN IN NÔNG NGHIỆP,công ty con,DXG
22247181,SGRIVERSIDE,0.75,CÔNG TY TNHH ĐẦU TƯ SÀI GÒN RIVERSIDE,công ty con,DXG
22247182,XDCO,0.9999,Công ty TNHH MTV Epic Land,công ty con,DXG
22247183,LDGROUP,0.0,Công ty Cổ phần Đầu tư LDG,công ty liên kết,DXG
22252736,CETECO,0.65,Công ty Cổ phần Dược Trung Ương 3,công ty con,DVN
22252737,CODUPHA,0.6635,Công ty Cổ phần Dược phẩm Trung ương Codupha,công ty con,DVN
22252738,CPC1,0.65406,Công ty Cổ phần Dược phẩm Trung ương CPC1,công ty con,DVN
22252739,DANAPHA,0.2645,Công ty Cổ phần Dược Danapha,công ty liên kết,DVN
22252740,DANAPHANANO,0.25,Công ty CP Dược Davina,công ty liên kết,DVN
22252741,FORIP,0.2207,Công ty Cổ Phần Dược Phẩm Trung Ương 3,công ty liên kết,DVN
22252742,IMP,0.2204,Công ty Cổ phần Dược phẩm IMEXPHARM,công ty liên kết,DVN
22252743,SANOFIVN,0.2999,CÔNG TY CỔ PHẦN DƯỢC PHẨM SANOFI-SYNTHELABO VIỆT NAM,công ty liên kết,DVN
22252744,UPHACE,0.28433,Công ty Cổ phần Dược phẩm TW25,công ty liên kết,DVN
22252745,VIMEDIMEX,0.4115,Công ty Cổ Phần Xuất Nhập Khẩu Y Tế Việt Nam,công ty liên kết,DVN
22252327,CPTP,0.9758,Công ty Cổ Phần Nhiệt Điện Cẩm Phả - Tkv,công ty con,DTK
22252328,VNSCP,0.8877,Công ty Cổ phần Than - Điện Nông Sơn - TKV,công ty con,DTK
22252329,NDHP,0.0721,Công ty Cổ phần Nhiệt điện Hải Phòng,công ty liên kết,DTK
22252330,PCVINHTAN1,0.05,Công ty TNHH Điện Lực Vĩnh Tân 1,công ty liên kết,DTK
22252331,QNTPC,0.1062,Công ty Cổ phần Nhiệt điện Quảng Ninh,công ty liên kết,DTK
22249938,HAPDIC,0.65,Công ty Cổ phần Đầu tư phát triển Hạ tầng Khu Công nghiệp Đồng Văn III,công ty con,DTD
22249939,TCHN,0.39,Công ty Cổ Phần Tân Cảng - Đồng Văn Hà Nam,công ty liên kết,DTD
22249940,THANHDATINVES,1.0,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI BẾN XE THÀNH ĐẠT,công ty liên kết,DTD
22247128,12144,0.9988,Công ty Cổ Phần Sách Và Thiết Bị Giáo Dục Nam Định,công ty con,DST
22247129,0109652701,0.49,Công ty Cổ Phần Chợ Mơ,công ty liên kết,DST
22247126,ALOTA,0.9,Công ty CP Thực Phẩm Lotus Aroma,công ty con,DSN
22247127,PTTC,0.0,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,công ty liên kết,DSN
22247163,VGCGLAZ,1.0,Công Ty TNHH MTV Lắp Dựng Kính Viglacera,công ty con,DSG
22247164,VINAFACADE,0.2086,Công ty Cổ Phần Vinafacade,công ty liên kết,DSG
22246766,DAKNORUCO,0.7337,Công ty CP Cao Su Daknoruco,công ty con,DRG
22246767,DAKRUCO,0.45,Công ty Cổ phần Đầu tư Cao su Đắk Lắk,công ty con,DRG
22246768,DLMONDOL,1.0,Công ty Phát Triển Cao Su Đắk Lắk Mondolkiri,công ty con,DRG
22246769,6000692721,0.451,Công ty Cổ Phần Chế Biến Gỗ Cao Su Đắk Lắk,công ty liên kết,DRG
22246770,6000944792,0.2879,Công ty Cổ Phần Kỹ Thuật Cao Su,công ty liên kết,DRG
22247091,NPFC,0.75,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,công ty con,DPM
22247092,PSE,0.75,Công ty Cổ phần Phân bón và hóa chất dầu khí Đông Nam Bộ,công ty con,DPM
22247093,PVCE,0.75,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung,công ty con,DPM
22247094,PVFCSW,0.75,Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ,công ty con,DPM
22247095,PMPACK,0.433405,Công ty Cổ phần Bao bì Đạm Phú Mỹ,công ty liên kết,DPM
22247096,PVCMK,0.3563,Công ty Cổ phần Phát triển Đô thị Dầu khí,công ty liên kết,DPM
22247097,PVTEX,0.2599,Công ty Cổ Phần Hóa Dầu Và Xơ Sợi Việt Nam,công ty liên kết,DPM
22247006,LKW,0.51,Công ty Cổ phần Cấp nước Long Khánh,công ty con,DNW
22247007,NTW,0.5244,Công ty Cổ phần Cấp nước Nhơn Trạch,công ty con,DNW
22247008,DVW,0.36,Công ty Cổ phần Dịch vụ và Xây dựng cấp nước Đồng Nai,công ty liên kết,DNW
22247023,CVT,0.5113,Công ty Cổ phần CMC,công ty con,DNP
22247024,DNPBGWATER,0.8295,Công ty Cổ phần Đầu tư Hạ tầng nước DNP -  Bắc Giang,công ty con,DNP
22247025,DNPLAWATER,0.7348,Công ty Cổ phần Nước Biwase - Long An,công ty con,DNP
22247026,DNPTGWATER,0.7,Công ty Cổ phần Đầu tư Hạ tầng nước DNP - Tiền Giang,công ty con,DNP
22247027,DNPW,0.5115,Công ty Cổ phần Đầu tư Ngành nước DNP,công ty con,DNP
22247028,DONAPLASTMT,0.9933,Công ty Cổ Phần Nhựa Đồng Nai,công ty con,DNP
22247029,TPP,0.5101,Công ty Cổ phần Tân Phú Việt Nam,công ty con,DNP
22247030,5900660255,0.1268,Công ty Cổ Phần Cấp Nước Sài Gòn - Pleiku,công ty liên kết,DNP
22247031,SGAK,0.1268,Công ty Cổ Phần Nước Sài Gòn - An Khê,công ty liên kết,DNP
22247032,THWATER,0.0,Công ty Cổ Phần Đầu Tư Nước Tân Hiệp,công ty liên kết,DNP
22247033,0109280323,0.1217,Công ty Cổ Phần Kỹ Thuật Hạ Tầng Meta,công ty liên kết,DNP
22247034,12273,0.45,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG CẤP THOÁT NƯỚC SƠN THẠNH,công ty liên kết,DNP
22247035,BGWS,0.0,Công ty Cổ phần Nước sạch Bắc Giang,công ty liên kết,DNP
22247036,BIANWACO,0.0744,Công ty Cổ phần Đầu tư nước Bình An,công ty liên kết,DNP
22247037,BOWA,0.0732,Công ty TNHH Cấp Thoát Nước Đại Dương Xanh,công ty liên kết,DNP
22247038,CADOCO,0.0,Công ty CP Đô Thị Cam Ranh,công ty liên kết,DNP
22247039,CAWASU,0.0,Công ty Cổ phần Cấp nước Cà Mau,công ty liên kết,DNP
22247040,CTW,0.0,Công ty Cổ phần Cấp thoát nước Cần Thơ,công ty liên kết,DNP
22247041,DOWACO,0.0732,Công Ty CP Nước Và Môi Trường Đông Hải,công ty liên kết,DNP
22247042,LAW,0.0,Công ty Cổ phần Cấp thoát nước Long An,công ty liên kết,DNP
22247043,NQB,0.0,Công ty Cổ phần Cấp nước Quảng Bình,công ty liên kết,DNP
22247044,THUTHUACO,0.0,Công ty Cổ Phần Công Trình Đô Thị Thủ Thừa,công ty liên kết,DNP
22247045,VLPIE,0.0,Công ty TNHH Xuất nhập khẩu nhựa Việt Lào,công ty liên kết,DNP
22247012,HSPCO,0.7,Công ty Cổ Phần Thuỷ Điện Hạ Sông Pha,công ty con,DNH
22247013,THUANBINHWIND,0.2,Công ty Cổ Phần Phong Điện Thuận Bình,công ty liên kết,DNH
22246995,BAOLOCRE,1.0,Công Ty TNHH Một Thành Viên Địa Ốc Bảo Lộc,công ty con,DLR
22246996,DALATBUIL,1.0,Công Ty TNHH Một Thành Viên Xây Dựng Địa Ốc Đà Lạt,công ty con,DLR
22246997,DARES,0.29,Công ty TNHH Tư Vấn Xây Dựng Địa Ốc Đà Lạt,công ty liên kết,DLR
22246981,BIENHOTEA,0.0,Công ty Cổ phần Chè Biển Hồ,công ty con,DLG
22246982,DLDNBAB,0.706,Công ty Cổ Phần Bot & Bt Đức Long Đắk Nông,công ty con,DLG
22246983,DLGLAG,0.998,CÔNG TY TNHH NÔNG NGHIỆP ĐỨC LONG GIA LAI,công ty con,DLG
22246984,DLGLBOT,0.735,CÔNG TY CỔ PHẦN BOT VÀ BT ĐỨC LONG GIA LAI,công ty con,DLG
