id,sub_organ_code,ownership_percent,organ_name,type,symbol
22251880,VCC,0.7112,Công ty Cổ phần Vinaconex 25,công ty con,VCG
22251881,VCR,0.51,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,công ty con,VCG
22251882,VCSG,0.7625,Công ty Cổ phần Vinaconex Sài Gòn,công ty con,VCG
22251883,VCTD,0.55,Công ty Cổ Phần Phát Triển Thương Mại Vinaconex,công ty con,VCG
22251884,VCV,0.0,Công ty Cổ phần Vận tải Vinaconex,công ty con,VCG
22251885,VINACONEX16,0.5193,Công Ty CP Xây Dựng 16-vinaconex,công ty con,VCG
22251886,VINACONEX17,0.8209,Công ty Cổ Phần Xây Dựng Số 17 Vinaconex,công ty con,VCG
22251887,VINACONEX27,0.5733,Công Ty CP Vinaconex 27,công ty con,VCG
22251888,VINACONEX4,1.0,Công ty Cổ Phần Xây Dựng Số 4,công ty con,VCG
22251889,VINACONEXCM,1.0,Công Ty TNHH Một Thành Viên Vinaconex Xây Dựng,công ty con,VCG
22251890,VINACONEXDANANG,0.7359,CÔNG TY CỔ PHẦN XÂY DỰNG ĐÀ NẴNG,công ty con,VCG
22251891,VINACONEXDQ,0.9587,Công ty Cổ Phần Vinaconex Dung Quất,công ty con,VCG
22251892,VINACONEXINVEST,1.0,Công Ty TNHH Một Thành Viên Vinaconex Đầu Tư,công ty con,VCG
22251893,VINACONEXMART,0.51,CÔNG TY CỔ PHẦN SIÊU THỊ VÀ XUẤT NHẬP KHẨU THƯƠNG MẠI VIỆT NAM,công ty con,VCG
22251894,VINACONEXME,0.065,Công ty Cổ Phần Cơ Điện Vinaconex,công ty con,VCG
22251895,VINAHUD,0.0,Công ty Cổ phần Đầu tư phát triển nhà và đô thị VINAHUD,công ty con,VCG
22251896,VINASINCO,0.4291,Công ty Cổ Phần Đầu Tư Và Dịch Vụ Đô Thị Việt Nam,công ty con,VCG
22251897,3603824115,0.5,Công ty TNHH Bê Tông Nhựa Vinaconex - Tấn Lộc,công ty liên kết,VCG
22251898,5701928613,0.4,Công ty Cổ Phần Cảng Quốc Tế Vạn Ninh,công ty liên kết,VCG
22251899,VINASINCO,0.4291,Công ty Cổ Phần Đầu Tư Và Dịch Vụ Đô Thị Việt Nam,công ty liên kết,VCG
22251900,BOTHNBG,0.21,Công Ty CP Đầu Tư Bot Hà Nội - Bắc Giang,công ty liên kết,VCG
22251901,CPCM,0.3,Công ty Cổ phần Xi măng Cẩm Phả,công ty liên kết,VCG
22251902,V11,0.0,Công ty Cổ phần Xây dựng số 11,công ty liên kết,VCG
22251903,V12,0.18,Công ty Cổ phần Xây dựng số 12,công ty liên kết,VCG
22251904,VC9,0.0,Công ty Cổ phần Xây dựng số 9 - VC9,công ty liên kết,VCG
22251845,VCB198,0.7,Công ty TNHH Cao Ốc Vietcombank 198,công ty con,VCB
22251846,VCBL,1.0,Công ty TNHH MTV Cho Thuê Tài Chính Ngân Hàng Tmcp Ngoại Thương Việt Nam,công ty con,VCB
22251847,VCBLAO,1.0,Ngân Hàng TNHH MTV Ngoại Thương Việt Nam Tại Lào,công ty con,VCB
22251848,VCBM,0.875,Công ty Chuyển Tiền Vcb Money,công ty con,VCB
22251849,VCBR,1.0,Công Ty TNHH Một Thành Viên Kiều Hối Ngân Hàng Thương Mại Cổ Phần Ngoại Thương Việt Nam,công ty con,VCB
22251850,VCBS,1.0,Công ty TNHH Chứng khoán Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,công ty con,VCB
22251851,VFHK,1.0,Công ty TNHH Tài Chính Việt Nam Tại Hồng Kông,công ty con,VCB
22251852,VCBB,0.52,Công Ty Liên Doanh Trách Nhiệm Hữu Hạn Vietcombank-bonday-benthanh,công ty liên kết,VCB
22251853,VCBF,0.51,Công ty TNHH Quản lý quỹ đầu tư chứng khoán Vietcombank,công ty liên kết,VCB
22251854,VCBBONDAY,0.16,Công ty Liên Doanh Hữu Hạn Vietcombank-bonday,công ty liên kết,VCB
22251855,VCBB,0.52,Công Ty Liên Doanh Trách Nhiệm Hữu Hạn Vietcombank-bonday-benthanh,công ty liên kết,VCB
22251856,VCBF,0.51,Công ty TNHH Quản lý quỹ đầu tư chứng khoán Vietcombank,công ty liên kết,VCB
22251857,VCLI,0.45,Công ty TNHH Bảo hiểm FWD Việt Nam,công ty liên kết,VCB
22251838,0109310874,0.899,Công ty CP Xây Dựng Bgi,công ty con,VC7
22251839,3301674745,0.7092,Công ty Cổ Phần Vật Liệu Xây Dựng Bgi,công ty con,VC7
22251840,0104230537,0.3947,Công ty Cổ Phần Tập Đoàn Iuc,công ty liên kết,VC7
22251841,5400516197,0.3,Công ty TNHH Iuc Hòa Bình Hill,công ty liên kết,VC7
22251829,3101087556,0.8,Công ty Cổ Phần Đầu Tư Phát Triển Tân Mê Kông,công ty con,VC3
22251830,3101117923,0.35,Công Ty TNHH Đầu Tư Xây Dựng Và Phát Triển Hữu Nghị,công ty con,VC3
22251831,4601585022,1.0,Công ty TNHH MTV Hoàng Kim Thái Nguyên,công ty con,VC3
22251832,BOTMID,0.8562,Công ty CP đầu tư và khai thác chợ B.O.T,công ty con,VC3
22251833,CMCHN,0.9513,Công ty Cổ phần Vật Liệu Xây Dựng Hà Nội,công ty con,VC3
22251834,HSQC,0.4852,Công ty Cổ phần Khai thác Đá Thừa Thiên Huế,công ty con,VC3
22251835,XLCN3,0.51,Công ty Cổ phần Xây lắp và Công nghệ số 3,công ty con,VC3
22251836,0109929488,0.3,Công ty Cổ Phần Mekonghomes,công ty liên kết,VC3
22252208,BATEX,0.5855,Công Ty Cổ Phần Nguyên Phụ Liệu Dệt May Bình An ( Tên Cũ: Công Ty Cổ Phần Phụ Liệu Dệt May Bình An ),công ty con,TVT
22252209,VIGACO,0.5227,Công ty Cổ Phần May Việt Thắng,công ty con,TVT
22252210,VICOLUCH,0.5,Công ty TNHH Việt Thắng - Luch I,công ty liên kết,TVT
22252211,VINATEX,0.0,Tập đoàn Dệt May Việt Nam,công ty liên kết,TVT
22252212,VINATEXHCM,0.2,Công ty Cổ Phần Thương Mại Dệt May Tp. Hồ Chí Minh,công ty liên kết,TVT
22252842,0107748091,1.0,Công ty TNHH MTV Cung Ứng Nhân Lực Quốc Tế - Vnsteel,công ty con,TVN
22252843,0313874126,1.0,Công Ty TNHH Một Thành Viên Tư Vấn Mdc -vnsteel,công ty con,TVN
22252844,HMC,0.5567,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,công ty con,TVN
22252845,HMG,0.8937,Công ty Cổ phần Kim Khí Hà Nội - VNSTEEL,công ty con,TVN
22252846,PMFS,1.0,Công Ty Tnhh Một Thành Viên Thép Tấm Lá Phú Mỹ - Vnsteel,công ty con,TVN
22252847,POSCOVPS,0.34,Công Ty TNHH Thép Vsc - Posco,công ty con,TVN
22252848,SOUTHSC,1.0,Công ty TNHH MTV Thép Miền Nam - VNSTEEL,công ty con,TVN
22252849,TDS,0.65,Công ty Cổ phần Thép Thủ Đức - VNSTEEL,công ty con,TVN
22252850,TIS,0.65,Công ty Cổ phần Gang thép Thái Nguyên,công ty con,TVN
22252851,TNB,0.8477,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,công ty con,TVN
22252852,VCA,0.650008,Công ty Cổ phần Thép VICASA - VNSTEEL,công ty con,TVN
22252853,VIN,0.953698,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,công ty con,TVN
22252854,VINGAL,0.51,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel,công ty con,TVN
22252855,VNSTL,0.8901,Công ty Cổ phần Tôn mạ Vnsteel Thăng Long,công ty con,TVN
22252856,0200116530,0.28,Công Ty Trách Nhiệm Hữu Hạn Cơ Khí Việt-nhật,công ty liên kết,TVN
22252857,0300717856,0.5,Công ty TNHH Trung Tâm Thương Mại Quốc Tế,công ty liên kết,TVN
22252858,CDLK,0.2153,Công ty Cổ phần Cơ Điện Luyện Kim Thái Nguyên,công ty liên kết,TVN
22252859,DNS,0.3116,Công ty Cổ phần Thép Đà Nẵng,công ty liên kết,TVN
22252860,KMT,0.383,Công ty Cổ phần Kim khí Miền Trung,công ty liên kết,TVN
22252861,KYOEI,0.4,Công ty TNHH Thép Vina Kyoei,công ty liên kết,TVN
22252862,NIPPO,0.5,Công ty TNHH Nippovina,công ty liên kết,TVN
22252863,NSVN,0.367,Công ty TNHH Natsteelvina,công ty liên kết,TVN
22252864,SDK,0.45,Công ty Cổ phần Cơ khí Luyện Kim,công ty liên kết,TVN
22252865,SGSC,0.4,Công ty TNHH Gia Công Và Dịch Vụ Thép Sài Gòn,công ty liên kết,TVN
22252866,SSSC,0.45,Công ty Tôn Phương Nam,công ty liên kết,TVN
22252867,TAYDO,0.5498,Công ty TNHH Thép Tây Đô,công ty liên kết,TVN
22252868,TNFS,0.3125,Công ty Cổ phần Thép tấm lá Thống Nhất,công ty liên kết,TVN
22252869,TTJC,0.201,Công ty Cổ phần RedstarCera,công ty liên kết,TVN
22252870,TTMC,0.2548,Công ty Cổ phần Tân Thành Mỹ,công ty liên kết,TVN
22252871,VDT,0.4006,Công ty Cổ phần Lưới thép Bình Tây,công ty liên kết,TVN
22252872,VNPIPE,0.5,Công Ty Trách Nhiệm Hữu Hạn Ống Thép Việt Nam,công ty liên kết,TVN
22252873,VTMM,0.4685,Công ty TNHH Khoáng Sản Và Luyện Kim Việt Trung,công ty liên kết,TVN
22251697,CASADORA,0.6,Công ty CP Đồ Gỗ Casadora,công ty con,TTF
22251698,CENTRALWOOD,0.51,Công ty Cổ Phần Central Wood,công ty con,TTF
22251699,TAAGRO,0.0,Công ty Cổ phần Nông - Lâm - Công nghiệp Trường An,công ty con,TTF
22251700,TTBATH,1.0,Công Ty TNHH Một Thành Viên Sứ Thiên Thanh,công ty con,TTF
22251701,TTEAHLEO,0.973,Công ty Cổ Phần Quản Lý Cụm Công Nghiệp Trường Thành - Ea Hleo,công ty con,TTF
22251702,TTFJ,0.9997,Công ty Cổ Phần Lâm Nghiệp Trường Thành,công ty con,TTF
22251703,TTMDRAK,0.9025,Công ty Cổ phần Chế biến Gỗ Trường Thành M’Drak,công ty con,TTF
22251704,TTPA,0.0,Công ty Cổ phần Vật liệu xây dựng Trường Thành - Phước An,công ty con,TTF
22251705,TTPLAN,0.9724,Công ty Cổ Phần Trồng Rừng Trường Thành,công ty con,TTF
22251706,TTXCO,0.9998,Công ty Cổ Phần Trường Thành Xanh,công ty con,TTF
22251707,2040171,0.2,Công ty Natuzzi Singapore Pte. Ltd.,công ty liên kết,TTF
22251708,3702612545,0.1695,Công ty Cổ Phần Tekcom,công ty liên kết,TTF
22251709,TTOA,0.51,Công Ty Tnhh Trồng Rừng Trường Thành Oji,công ty liên kết,TTF
22251710,TTPACK,0.4376,Công Ty Cổ Phần Bao Bì Trường Thành,công ty liên kết,TTF
22251711,VIC,0.0,Tập đoàn Vingroup - Công ty CP,công ty liên kết,TTF
22246948,TRUNGVIET,0.98,Công Ty Trách Nhiệm Hữu Hạn Trung Việt,công ty con,TTE
22246949,5600201638,0.384,Công ty CP Thủy Điện Huổi Vang - Thành Bưởi,công ty liên kết,TTE
22246950,5800698745,0.3118,Công ty Cổ Phần Điện Bình Thủy Lâm Đồng,công ty liên kết,TTE
22251676,0102370063,0.50541,CÔNG TY CỔ PHẦN CÔNG NGHỆ HTSV VIỆT NAM,công ty con,TST
22251677,VHTST,0.51,Công ty Cổ phần HUAWEI-TST Việt Nam,công ty con,TST
22251678,12117,0.25,Công ty Cổ Phần Cáp Quang Việt Nam Vina - Ofc,công ty liên kết,TST
22251657,2129681,0.98,Công ty Cổ phần Toàn Thắng,công ty con,TS4
22251658,SEAPRODEX,0.0,Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần,công ty liên kết,TS4
22251639,TNSR,1.0,Công ty TNHH Phát triển Cao su Tây Ninh Siêm Riệp,công ty con,TRC
22251640,12537,0.49,Công ty CP Chế Biến - Xuất Nhập Khẩu Gỗ Tây Ninh,công ty liên kết,TRC
22251641,12538,0.1,Công Ty Cổ Phần Cao Su Việt Lào,công ty liên kết,TRC
22251642,12539,0.1756,Công Ty Cổ Phần Cao Su Dầu Tiếng Lào Cai,công ty liên kết,TRC
22251643,ATVL,0.0,Công ty Cổ phần An Thịnh Việt Lào,công ty liên kết,TRC
22251644,RUTRATOCO,0.0234,Công ty Cổ Phần Thương Mại Dịch Vụ Và Du Lịch Cao Su,công ty liên kết,TRC
22244437,0317167329,0.51,Công ty Cổ Phần Trục Vớt Và Nạo Vét Tân Cảng,công ty con,TOS
22244438,10912,0.51,Công ty Cổ Phần Dịch Vụ Bay Và Du Lịch Biển Tân Cảng,công ty con,TOS
22244439,10913,0.6667,CÔNG TY CỔ PHẦN TÂN CẢNG KIÊN GIANG,công ty con,TOS
22244440,10914,0.54,CÔNG TY CỔ PHẦN HÀNG HẢI TÂN CẢNG MIỀN BẮC,công ty con,TOS
22244441,2253196,0.51,Công ty CP Tân Cảng Xuân Cầu,công ty con,TOS
22244442,2803017999,0.35,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DU THUYỀN VIỆT NAM,công ty liên kết,TOS
22244443,3502361710,0.45,Công ty Cổ Phần Tân Cảng Gantry,công ty liên kết,TOS
22244444,TANCANGQV,0.31,Công ty Cổ phần Tân Cảng Quế Võ,công ty liên kết,TOS
22251776,FRIEND,1.0,CÔNG TY TNHH FRIEND,công ty con,TNW
22251777,TNWATERCONS,1.0,CÔNG TY TNHH XÂY DỰNG CÔNG TRÌNH NƯỚC SẠCH THÁI NGUYÊN,công ty con,TNW
22251778,DOINCOVN,0.3591,CÔNG TY CỔ PHẦN DOINCO VIỆT NAM,công ty liên kết,TNW
22251563,0107935648,0.95,Công ty Cổ Phần Trang Trại Và Năng Lượng Đông Xuân,công ty con,TNI
22251564,12533,1.0,Công ty TNHH Đầu tư và Phát triển Sơn Trà,công ty con,TNI
22251565,12468,0.3,Công ty Cổ phần Khách Sạn Vườn Đào Hạ Long,công ty liên kết,TNI
22246210,4900891500,0.845,Công Ty Cổ Phần Bệnh Viện Tnh Lạng Sơn,công ty con,TNH
22246211,4601569341,0.45,CÔNG TY CỔ PHẦN BỆNH VIỆN MẮT TNH THÁI NGUYÊN,công ty liên kết,TNH
22246212,4601569359,0.48,CÔNG TY CỔ PHẦN BỆNH VIỆN PHỤ SẢN TNH THÁI NGUYÊN,công ty liên kết,TNH
22246213,4900891500,0.845,Công Ty Cổ Phần Bệnh Viện Tnh Lạng Sơn,công ty liên kết,TNH
22251547,0314191549,0.65,Công ty Cổ Phần Nahaviwel,công ty con,TNA
22251548,0315160896,0.68,CÔNG TY CỔ PHẦN ĐẦU TƯ GIÁO DỤC THIÊN NAM,công ty con,TNA
22251549,TNFC,0.98,CÔNG TY TNHH CÔNG NGHỆ PHẨM THIÊN NAM,công ty con,TNA
22251550,0314760724,0.9375,Công ty Cổ Phần Phát Triển Kinh Doanh Thương Mại Sài Gòn 168,công ty liên kết,TNA
22251538,FRIEND,0.0,CÔNG TY TNHH FRIEND,công ty con,TMW
22251539,TNWATERCONS,0.0,CÔNG TY TNHH XÂY DỰNG CÔNG TRÌNH NƯỚC SẠCH THÁI NGUYÊN,công ty con,TMW
22251540,DOINCOVN,0.49,CÔNG TY CỔ PHẦN DOINCO VIỆT NAM,công ty liên kết,TMW
22251515,0202185730,0.99933,Công ty Cổ phần Transimex Shipping,công ty con,TMS
22251516,0309428263,1.0,Công ty TNHH MTV Bất Động Sản Transimex,công ty con,TMS
22251517,0316114557,0.445,Công ty Cổ Phần Logistics Vĩnh Lộc,công ty con,TMS
22251518,0317377189,0.9945,Công Ty Cổ Phần Transimex Hi-tech Logistics,công ty con,TMS
22251519,0317656055,0.9999,Công Ty Cổ Phần Cảng Transimex,công ty con,TMS
22251520,0900989442,0.4843,Công ty CP Dịch Vụ Logistics Thăng Long,công ty con,TMS
22251521,1101992440,0.9998,Công ty Cổ phần Logistics Long An,công ty con,TMS
22251522,3702988280,0.9998,Công ty Cổ Phần Chuỗi Cung Ứng Ap,công ty con,TMS
22251523,TOT,0.82293,Công ty Cổ phần Transimex Logistics,công ty con,TMS
22251524,TSMDC,1.0,Công Ty TNHH Một Thành Viên Trung Tâm Phân Phối Transimex,công ty con,TMS
22251525,VINATRANSDN,0.2249,Công ty Cổ phần Giao nhận Vận tải Miền Trung,công ty con,TMS
22251526,VNF,0.6104,Công ty Cổ phần Vinafreight,công ty con,TMS
22251527,1101916351,0.2,Công ty Cổ Phần Điện Khu Công Nghiệp Vĩnh Lộc,công ty liên kết,TMS
22251528,12296,0.2,Công ty TNHH Vận Tải Container Hải An,công ty liên kết,TMS
22251529,CHOLIMEX,0.2837,Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),công ty liên kết,TMS
22251530,MAC,0.0,Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,công ty liên kết,TMS
22251531,SEAS,0.2179,Công ty Cổ phần Thủy Đặc Sản,công ty liên kết,TMS
22251532,VINATRANSDN,0.2249,Công ty Cổ phần Giao nhận Vận tải Miền Trung,công ty liên kết,TMS
22251533,VNT,0.2233,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,công ty liên kết,TMS
22251508,EVNHPC,0.6117,Công ty CP Thủy Điện Đăkrơsa,công ty con,TMP
22251509,MHTNCORP,0.9992,Công ty CP Mỹ Hưng Tây Nguyên,công ty con,TMP
22251510,REEENERGY,0.0,Công ty TNHH Năng Lượng Ree,công ty liên kết,TMP
22251511,THUANBINHWIND,0.2,Công ty Cổ Phần Phong Điện Thuận Bình,công ty liên kết,TMP
22251512,TMPROI,0.35,Công ty Cổ Phần Đầu Tư Khai Thác Hồ Thủy Điện Thác Mơ,công ty liên kết,TMP
22251338,3700144108,1.0,Công Ty TNHH Một Thành Viên Công Trình Đô Thị Bình Dương,công ty con,TLP
22251339,3700785510,0.5684,CÔNG TY CỔ PHẦN SẢN XUẤT KINH DOANH THANH LỄ,công ty con,TLP
22251340,3700817346,0.5797,Công ty TNHH Vận Tải Thủy Bộ Bình Dương,công ty con,TLP
22251341,3700828316,0.8,Công ty TNHH Xăng Dầu Bình Dương,công ty con,TLP
22251342,3702395178,0.6,Công ty TNHH An Sơn Bình Dương Logistics,công ty con,TLP
22251343,3702525028,1.0,Công ty TNHH Đăng Kiểm Xe Cơ Giới 61-05d,công ty con,TLP
22251344,FCBC,0.3502,Công ty Cổ phần Nông Lâm Nghiệp Bình Dương,công ty liên kết,TLP
22251483,12529,1.0,Công ty TNHH MTV Thép Phúc Tiến,công ty con,TLH
22251484,DPTP,0.9583,Công ty TNHH Sản Xuất Và Thương Mại Đại Phúc,công ty con,TLH
22251485,TNSC,0.9735,Công ty TNHH Thép Tây Nguyên,công ty con,TLH
22251486,3600479277,0.48,Công ty Cổ Phần Thép Bắc Nam,công ty liên kết,TLH
22251461,0103645754,0.7436,Công ty Cổ Phần Đầu Tư Xây Dựng Và Chế Biến Lâm Sản Thăng Long,công ty con,TLD
22251462,0107083714,0.9857,Công ty Cổ Phần Xây Dựng Thương Mại Và Sản Xuất Ván Ép Thăng Long,công ty con,TLD
22251463,4601612325,0.48,Công ty Cổ Phần Đầu Tư Xây Dựng Và Phát Triển Đô Thị Thăng Long Thái Nguyên,công ty liên kết,TLD
22251455,HYCO4A,0.51,Công ty Cổ phần Đầu Tư Bất Động Sản Thủy Lợi 4a,công ty con,TL4
22251456,IRRI414,0.75,Công ty Cổ Phần Đầu Tư Bất Động Sản Thủy Lợi 414,công ty con,TL4
22251457,IRRI4B,0.51,Công ty Cổ Phần Đầu Tư Bất Động Sản Thủy Lợi 4b,công ty con,TL4
22251458,VNRG,0.0,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,công ty liên kết,TL4
22251459,XD12,0.4023,Công ty Cổ Phần Xây Dựng Thủy Lợi 42,công ty liên kết,TL4
22251441,5000668389,0.51,Công Ty Cổ Phần Khai Thác Và Chế Biến Khoáng Sản Thái Trung,công ty con,TIS
22251442,CTTR,0.9368,Công ty Cổ phần Cán thép Thái Trung,công ty con,TIS
22251443,GSSC,0.3966,Công ty Cổ Phần Luyện Cán Thép Gia Sàng,công ty liên kết,TIS
22251435,3600989870,0.9988,Công ty Cổ Phần Tín Khải,công ty con,TIP
22251436,3602041707,0.5921,Công Ty Cổ Phần Bất Động Sản Thống Nhất,công ty con,TIP
22251437,3602041601,0.4,Công ty Cổ Phần Thương Mại Và Xây Dựng Phước Tân,công ty liên kết,TIP
22251438,3603272464,0.24,Công ty CP Dịch Vụ Bảo Vệ Chuyên Nghiệp Tín Nghĩa,công ty liên kết,TIP
22251407,TLHS1,0.398,Công ty CP Điện Gió Thăng Long - Hướng Sơn 1,công ty con,TIG
22251408,TLHS2,0.425,Công ty Cổ Phần Điện Gió Thăng Long - Hướng Sơn 2,công ty con,TIG
22251409,TLPTI,0.6,Công ty Cổ Phần Đầu Tư Thăng Long Phú Thọ,công ty con,TIG
22251410,0102064813,0.45,Công ty TNHH Điện Tử Và Hàng Gia Dụng Hyundai Việt Nam,công ty liên kết,TIG
22251411,0110042115,0.49,Công ty Cổ Phần Tig Holdings,công ty liên kết,TIG
22251412,0110044218,0.49,Công ty Cổ Phần Đầu Tư Kim Lân,công ty liên kết,TIG
22251413,2601080589,0.49,Công Ty Cổ Phần Sân Golf Và Nhà Ở Sinh Thái Sơn Thủy Vườn Vua,công ty liên kết,TIG
22251414,DTKSVLXDHN,0.4392,Công ty Cổ Phần Đầu Tư Tòa Nhà Công Nghệ Xanh Tig - Hde,công ty liên kết,TIG
22251415,HATHANHRE,0.4625,Công ty Cổ Phần Đầu Tư Bất Động Sản Hà Thành,công ty liên kết,TIG
22251416,TBCK,0.26,Công ty Cổ Phần Đầu Tư Thời Báo Chứng Khoán Việt Nam,công ty liên kết,TIG
22251417,TLHS1,0.398,Công ty CP Điện Gió Thăng Long - Hướng Sơn 1,công ty liên kết,TIG
22251418,TLHS2,0.425,Công ty Cổ Phần Điện Gió Thăng Long - Hướng Sơn 2,công ty liên kết,TIG
22251399,0315820542,0.95,Công ty Cổ Phần Nam Bình Dương,công ty con,TIE
22251400,0801093503,0.9,Công Ty Trách Nhiệm Hữu Hạn Văn Phòng Phẩm Tie Miền Bắc,công ty con,TIE
22251401,VINPBD,0.9,Công ty TNHH Vĩnh Tiến - TIE,công ty con,TIE
22251402,0313435866,0.2,Công ty TNHH Tiến Đạt - Tie,công ty liên kết,TIE
22251403,0313937520,0.2038,Công ty Cổ Phần Văn Hóa Tie,công ty liên kết,TIE
22251421,2040159,1.0,Công ty Cổ Phần Tín Nghĩa Lào,công ty con,TID
22251422,3601047417,0.9085,Công ty CP Logistics Tín Nghĩa - Icd Biên Hòa,công ty con,TID
22251423,3602181239,0.51,Công ty Cổ Phần Đầu Tư Tín Nghĩa - Á Châu,công ty con,TID
22251424,3603294411,0.5907,Công ty Cổ phần Phát Triển Doanh Nghiệp Nhỏ Và Vừa Nhật Bản,công ty con,TID
22251425,3603447428,0.9331,Công Ty Cổ Phần Tổng Kho Xăng Dầu Phú Hữu,công ty con,TID
22251426,DNIEAP,0.54,Công ty Cổ phần Chế biến Xuất nhập khẩu - Nông sản Thực phẩm Đồng Nai,công ty con,TID
22251427,HPJSC,0.9921,Công ty Cổ Phần Hiệp Phú,công ty con,TID
22251428,NTIC,0.5176,Công ty Cổ phần Đầu tư Nhơn Trạch,công ty con,TID
22251429,TIP,0.5674,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,công ty con,TID
22251430,TNPETRO,0.5898,Công ty Cổ phần Xăng Dầu Tín Nghĩa,công ty con,TID
22251431,TPIP,0.8,Công ty Cổ Phần Khu Công Nghiệp Tín Nghĩa - Phương Đông,công ty con,TID
22251432,3601381549,0.29,Công Ty Cổ Phần Quản Lý Dự Án Tín Nghĩa,công ty liên kết,TID
22251433,TNC1,0.2952,Công ty Cổ phần Thống Nhất,công ty liên kết,TID
22251374,DONGANHMEE,0.51,Công ty Cổ phần Sản Xuất Máy Biến Áp Truyền Tải Mee,công ty con,THI
22251375,TBD,0.47,Tổng công ty Thiết bị điện Đông Anh - Công ty Cổ phần,công ty liên kết,THI
22251366,1200683404,0.66667,Công ty Cổ phần Xây Dựng Ticco,công ty con,THG
22251367,1201534074,1.0,Công ty TNHH MTV Xây Dựng Thủy Lợi Ticco,công ty con,THG
22251368,1201602574,1.0,Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Bê Tông Ticco Tân Phước,công ty con,THG
22251369,1201640114,1.0,Công Ty TNHH Một Thành Viên Đầu Tư Và Kinh Doanh Bất Động Sản Ticco,công ty con,THG
22251370,TCCC,1.0,Công Ty TNHH Một Thành Viên Bê Tông Ticco,công ty con,THG
22251371,TCC,0.2,Công ty Cổ Phần Testco,công ty liên kết,THG
22251362,KLTC,0.172,Công ty Cổ phần Du lịch Kim Liên,công ty con,THD
22251363,THAIGROUP,0.48,Công ty Cp - Tập Đoàn Thaigroup,công ty con,THD
22251364,THAIGROUP,0.48,Công ty Cp - Tập Đoàn Thaigroup,công ty liên kết,THD
22251250,0109763507,0.8,Công ty Cổ phần Đầu Tư Và Kinh Doanh Dịch Vụ Rainbow,công ty con,TH1
22251251,0102634767,0.25,Công ty Cổ Phần Bất Động Sản Tổng Hợp I,công ty liên kết,TH1
22251252,DNDC,0.4,Công ty TNHH Phát Triển Đệ Nhất,công ty liên kết,TH1
22251253,SAMAGRITECH,0.27,Công ty CP Sam Nông Nghiệp Công Nghệ Cao,công ty liên kết,TH1
22251239,0316839200,0.798,Công ty CP Quản Lý Và Khai Thác Tài Sản Louis Amc,công ty con,TGG
22251240,0316988234,1.0,Công ty TNHH MTV Kho Vận Wings Global,công ty con,TGG
22251241,0317680386,0.51,Công ty CP Hb Pharma,công ty con,TGG
22251242,12306,0.51,Công ty CP Golden Paddy,công ty con,TGG
22251243,2040204,1.0,Công ty TNHH MTV Thu Mua Phụ Phẩm Pbp,công ty con,TGG
22251244,SMT,0.0,Công ty Cổ phần SAMETEL,công ty con,TGG
22251245,0300697705,0.3129,Công Ty Cổ Phần Xây Dựng Và Tư Vấn Đầu Tư,công ty liên kết,TGG
22251246,KIMBOITRAVEL,0.0,Công ty Cổ phần Thương mại và Du lịch Kim Bôi,công ty liên kết,TGG
22251247,TANPHUMYDM,0.0,Công ty Cổ phần Sản xuất và Phát triển Tân Phú Mỹ,công ty liên kết,TGG
22251234,12135,0.75,Công ty TNHH Sản Xuất Thương Mại Dịch Vụ Thực Phẩm Dasumy,công ty con,TFC
22251235,12136,0.45,Công ty TNHH Thực Phẩm Dary,công ty liên kết,TFC
22251210,THUANDUCHY,1.0,Công ty TNHH Thuận Đức Hưng Yên,công ty con,TDP
22251211,TDECO,0.4894,Công ty Cổ phần Thuận Đức Eco,công ty liên kết,TDP
22251189,0317286647,1.0,Công Ty TNHH Khai Thác Dịch Vụ Thuduc House,công ty con,TDH
22251190,DABPW,0.996,Công ty TNHH Phát Triển Thương Mại Dịch Vụ Thủ Đức,công ty con,TDH
22251191,FDC,0.0,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,công ty con,TDH
22251192,TBTD,0.7,Công ty TNHH Dịch Vụ Tam Bình Thủ Đức,công ty con,TDH
22251193,TDHWT,1.0,Công ty TNHH Thương Mại Dịch Vụ Lộc Phúc An,công ty con,TDH
22251194,DWTD,0.0,CÔNG TY CỔ PHẦN DAEWON CANTAVIL,công ty liên kết,TDH
22251195,FDC,0.0,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,công ty liên kết,TDH
