CP,Năm,Kỳ,Lãi/Lỗ ròng trước thuế,Khấu hao TSCĐ,Dự phòng RR tín dụng,Lãi/Lỗ chênh lệch tỷ giá chưa thực hiện,Lãi/Lỗ từ thanh lý tài sản cố định,Lãi/Lỗ từ hoạt động đầu tư,Thu nhập lãi,Lưu chuyển tiền thuần từ HĐKD trước thay đổi VLĐ,Tăng/Giảm các khoản phải thu,Tăng/Giảm hàng tồn kho,Tăng/Giảm các khoản phải trả,Tăng/Giảm chi phí trả trước,Chi phí lãi vay đã trả,Tiền thu nhập doanh nghiệp đã trả,Tiền thu khác từ các hoạt động kinh doanh,Tiền chi khác từ các hoạt động kinh doanh,Lưu chuyển tiền tệ ròng từ các hoạt động SXKD,Mua sắm TSCĐ,Tiền thu được từ thanh lý tài sản cố định,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác (đồng)","Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác (đồng)",Đầu tư vào các doanh nghiệp khác,Tiền thu từ việc bán các khoản đầu tư vào doanh nghiệp khác,Tiền thu cổ tức và lợi nhuận được chia,Lưu chuyển từ hoạt động đầu tư,Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,Tiền thu được các khoản đi vay,Tiền trả các khoản đi vay,Tiền thanh toán vốn gốc đi thuê tài chính,Cổ tức đã trả,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền thuần trong kỳ,Tiền và tương đương tiền,Ảnh hưởng của chênh lệch tỷ giá,Tiền và tương đương tiền cuối kỳ,(Lãi)/lỗ các hoạt động khác,Lưu chuyển tiền thuần từ HĐKD trước thuế,Chi từ các quỹ của TCTD,"Chi trả cho việc mua lại, trả cổ phiếu",Thu lãi và cổ tức,_Tăng/Giảm các khoản phải thu,_Tăng/Giảm các khoản phải trả,Cố tức đã nhận
AAA,2024,4,98315358351.0,140838609929.0,2503038058.0,-8992148908.0,0.0,69567332283.0,51829594558.0,354061784271.0,279527719101.0,-212325613367.0,134088136550.0,-5499392672.0,-60145148046.0,-3972261559.0,0.0,-7607651930.0,478127572348.0,-487078434130.0,13108357881.0,259290666767.0,768068979249.0,-829315535422.0,980000000.0,50648668782.0,-224297296873.0,0.0,2189378260309.0,-1980667866373.0,-3502410204.0,0.0,205207983732.0,459038259207.0,1945532019980.0,14947625918.0,2419517905105.0,,,,,,,,
AAA,2024,3,-27915231028.0,81806145599.0,143380938.0,21643938611.0,0.0,-28790374292.0,36376915834.0,83264775662.0,-269764845303.0,69125306894.0,147006907967.0,1283122153.0,-28728048279.0,-668101215.0,0.0,-5738740706.0,-4219622827.0,-156864177958.0,1652861954.0,-330701217945.0,199336846825.0,-81900830076.0,187500000.0,4133604945.0,-364155412255.0,0.0,1841320124377.0,-1676212552889.0,0.0,0.0,165107571488.0,-203267463594.0,2188093990715.0,-39294507141.0,1945532019980.0,,,,,,,,
AAA,2024,2,177234822276.0,86460873829.0,3923958950.0,-19436035413.0,0.0,-44363994548.0,42434224106.0,246253849200.0,357594984555.0,-286190999663.0,68501270137.0,7943781367.0,-49111042138.0,-18131873861.0,0.0,-19141807949.0,307718161648.0,-161897844756.0,19809066533.0,-1046805091028.0,638068374880.0,0.0,0.0,34259512218.0,-516565982153.0,0.0,1711495211246.0,-1374335447935.0,0.0,0.0,337159763311.0,128311942806.0,2017366509375.0,42415538534.0,2188093990715.0,,,,,,,,
AAA,2024,1,167931087561.0,91337486865.0,-352690563.0,0.0,0.0,-60920062337.0,37415239242.0,235411060768.0,-465715173002.0,177706047827.0,308281803900.0,-27804390855.0,-36779880432.0,-10445397963.0,0.0,-3366327198.0,177287743045.0,-232275863255.0,528233500.0,-1199063158972.0,1063010085730.0,-33120000000.0,10000000000.0,80723292089.0,-310197410908.0,0.0,1211587610415.0,-1485454686996.0,0.0,-10532850000.0,-284399926581.0,-417309594444.0,2435058282483.0,-382178664.0,2017366509375.0,,,,,,,,
AAA,2023,4,109937088896.0,88896769206.0,2798290586.0,-8615650660.0,0.0,-86334887927.0,62673329448.0,169354939549.0,597907657686.0,-58402706875.0,567212443017.0,-32749012751.0,-108293191308.0,-55968239888.0,0.0,-5009574698.0,1074052314732.0,-181665649920.0,64117964.0,-184320315484.0,722225720000.0,-603975000000.0,0.0,49726386229.0,-197944741211.0,0.0,1522961842298.0,-1650773058457.0,0.0,-23343500.0,-127834559659.0,748273013862.0,1689712971535.0,-2927702932.0,2435058282465.0,,,,,,,,
AAA,2023,3,127058228364.0,82899563127.0,-10149087050.0,-7776511050.0,0.0,-51721638458.0,48683673846.0,188994228779.0,-242725869026.0,705005970756.0,297014231771.0,3669156161.0,-36145502874.0,-695575853.0,0.0,-3172197230.0,911944442484.0,-375926041639.0,1155130364.0,-512427464868.0,359734310000.0,-4748600000.0,0.0,23132599559.0,-509080066584.0,0.0,1796927814677.0,-1882099216396.0,0.0,0.0,-85171401719.0,317692974181.0,1367496215370.0,4523781984.0,1689712971535.0,,,,,,,,
AAA,2023,2,64016674724.0,79903010743.0,4527105530.0,7776511050.0,0.0,-53320370968.0,48655395994.0,151558327073.0,399399558618.0,-393922719770.0,15871558160.0,138280404.0,-61947385261.0,-383262390.0,0.0,-5967343607.0,104747013227.0,-5244518525.0,5669990545.0,-632254310650.0,291517800000.0,-46945861403.0,0.0,42351595276.0,-344905304757.0,0.0,1520426312223.0,-1747016703620.0,0.0,-104000000.0,-226694391397.0,-466852682927.0,1827056484454.0,7292413843.0,1367496215370.0,,,,,,,,
AAA,2023,1,79243931236.0,78929940763.0,-51606850211.0,0.0,0.0,-44901416718.0,47183323669.0,108848928739.0,-242087350041.0,705838019395.0,-36367958626.0,-9800532569.0,-39504358359.0,-2964523858.0,0.0,-14860374203.0,469101850478.0,-14647760621.0,2172727273.0,-1073505058986.0,565507300000.0,-74200000000.0,0.0,48327932760.0,-546344859574.0,0.0,1562749667361.0,-1300227194324.0,0.0,0.0,262522473037.0,185279463941.0,1642978052440.0,-1201031927.0,1827056484454.0,,,,,,,,
AAA,2022,4,-159939726343.0,78720592438.0,72903141735.0,-4669068884.0,0.0,-62383783157.0,61111899455.0,-14256944756.0,167848220205.0,314319448458.0,99224101800.0,-2565528178.0,-63741091449.0,-55084318179.0,0.0,-16900655418.0,428843232483.0,-15139349352.0,280000000.0,-78365030000.0,359298770000.0,-78060000000.0,-77000000000.0,27047197404.0,138061588052.0,0.0,1680590002871.0,-1947195375732.0,0.0,0.0,-266605372861.0,300299447674.0,1353251366894.0,1905943247.0,1655456757815.0,,,,,,,,
AAA,2022,3,104879486254.0,77044825156.0,-15017803972.0,-2402271095.0,0.0,-24341529139.0,41938040098.0,182100747302.0,383839543987.0,-231234709781.0,-365320565207.0,14730217293.0,-30350467860.0,-1798257475.0,0.0,-8552348825.0,-56585840566.0,-6390393418.0,461976155.0,-194394250000.0,39813550000.0,-91470298950.0,77000000000.0,14161103970.0,-160818312243.0,669755200000.0,1955219078912.0,-2082615105317.0,0.0,0.0,542359173595.0,324955020786.0,1020615568519.0,7680777589.0,1353251366894.0,,,,,,,,
AAA,2022,2,114508477712.0,77466757647.0,15017803972.0,2402271095.0,0.0,-41731937957.0,37562536383.0,205225908852.0,176401068731.0,-871308239634.0,234240687966.0,19344545071.0,-46554809787.0,-23029627269.0,0.0,-4581686339.0,-310262152409.0,-60916344516.0,4288215488.0,-113708600000.0,94273800000.0,-328965788845.0,0.0,30094233813.0,-374934484060.0,184465690000.0,2211111508981.0,-2254117427321.0,0.0,-152250000.0,141307521660.0,-543889114809.0,1549911273413.0,14593409915.0,1020615568519.0,,,,,,,,
AAA,2022,1,122916373731.0,77740276559.0,0.0,0.0,0.0,-28200497873.0,41344677305.0,213800829722.0,-440106633757.0,-44812029961.0,349982802317.0,19540118710.0,-29521377130.0,-35822639344.0,0.0,-13913833989.0,19147236568.0,-70099552131.0,958181818.0,-228297600000.0,73049588400.0,-455798729452.0,400000000.0,12001406524.0,-667786704841.0,0.0,2045526520535.0,-1831645656136.0,0.0,0.0,213880864399.0,-434758603874.0,1988170740182.0,-3500862895.0,1549911273413.0,,,,,,,,
AAA,2021,4,96809432071.0,81044282228.0,-1143794525.0,5222727270.0,0.0,-54268578590.0,40381953881.0,168046022335.0,699714129641.0,56503768864.0,-272545129225.0,-28958205206.0,-37925964104.0,-69329100802.0,0.0,-10090061576.0,505415459927.0,-67544808337.0,6148859433.0,-306563393250.0,601792164250.0,-215370152337.0,94080000000.0,68286037257.0,180828707016.0,-66000000.0,2377841858974.0,-2364989976189.0,0.0,-148350075501.0,-135564192716.0,550679974227.0,1439605995924.0,-3115257469.0,1987170712682.0,,,,,,,,
AAA,2021,3,93539946201.0,78753243347.0,-4140362635.0,-3398132424.0,0.0,-27334532159.0,34859183964.0,172279346294.0,-408163859307.0,108838407355.0,238726795067.0,24202739590.0,-26536036929.0,-8221850904.0,0.0,-2804615540.0,98320925626.0,-388883567943.0,241818182.0,-682618785150.0,197696457750.0,0.0,176625000000.0,19516676853.0,-677422400308.0,0.0,2237713620857.0,-2430000886314.0,0.0,-100000000.0,-192387265457.0,-771488740139.0,2214209755238.0,-3115019175.0,1439605995924.0,,,,,,,,
AAA,2021,2,117230499400.0,79633010142.0,1908291760.0,3398132424.0,0.0,-15088533770.0,46419458220.0,233500858176.0,204896918583.0,139241195072.0,-333463923603.0,-6815378180.0,-60756317491.0,-2598789767.0,0.0,-29759909367.0,144244653423.0,-198280466896.0,60000000.0,290445357631.0,638090743159.0,-125855923243.0,7125000000.0,24637984105.0,636222694756.0,1082328154488.0,1997941393941.0,-2612976053148.0,0.0,-95860000.0,467197635281.0,1247664983460.0,967769374300.0,-1224602522.0,2214209755238.0,,,,,,,,
AAA,2021,1,106055496044.0,76395566067.0,-870072363.0,0.0,0.0,-37329840142.0,39329555287.0,183580704893.0,-197643910521.0,-217704055511.0,79793533996.0,-10977933273.0,-25084122847.0,-11786630487.0,0.0,-1973501250.0,-201795915000.0,-31488705821.0,0.0,-941573057631.0,737771615402.0,-59784000000.0,0.0,29457899935.0,-265616248115.0,63450000000.0,2150369385801.0,-1741869450986.0,0.0,0.0,471949934815.0,4537771700.0,963717122052.0,-485519452.0,967769374300.0,,,,,,,,
AAA,2020,4,69002760213.0,76425251008.0,11008530063.0,530341283.0,0.0,-43643100864.0,49315034270.0,162638815973.0,-211087050521.0,-6510052353.0,255465748250.0,5066015927.0,-56903309992.0,-16265950043.0,0.0,-2082938835.0,129321278406.0,-174076282847.0,1495454546.0,206669053545.0,571360938636.0,-136462696800.0,1900000000.0,37552154916.0,508438621996.0,0.0,1823295284367.0,-1732861991513.0,0.0,-3100000000.0,87333292854.0,725093193256.0,238982685166.0,-358756370.0,963717122052.0,,,,,,,,
AAA,2020,3,100021813046.0,76145933985.0,-946799679.0,-350486229.0,0.0,-33068733758.0,50296867542.0,192098594907.0,40684916374.0,94137746461.0,-159945546613.0,-22898694054.0,-40337325036.0,-10464264917.0,0.0,-2123210327.0,91152216795.0,-18947631033.0,1000000000.0,-325565980140.0,659096009328.0,-493700234696.0,38518235972.0,19450883068.0,-120148717501.0,539951500000.0,1633609487500.0,-2068386074474.0,0.0,-105571913000.0,-396999974.0,-29393500680.0,267894557509.0,481628337.0,238982685166.0,,,,,,,,
AAA,2020,2,76012916530.0,67430455401.0,2555047679.0,350486229.0,0.0,-42812676653.0,54811943210.0,158348172396.0,132478815857.0,64831115112.0,102704845314.0,8207226415.0,-57649976417.0,-138893181.0,0.0,-9987935348.0,398793370148.0,-64265638513.0,1363636364.0,-869368623314.0,636105707000.0,-129451214638.0,72274544028.0,27598558272.0,-325743030801.0,-20010000000.0,1586411116803.0,-1658900987142.0,0.0,0.0,-92499870339.0,-19449530992.0,288449896598.0,-1105808097.0,267894557509.0,,,,,,,,
AAA,2020,1,73910543742.0,67127434887.0,-352469704.0,0.0,0.0,-27310075329.0,51757987726.0,165133421322.0,-35575926707.0,104840148104.0,-204702380933.0,-1109602657.0,-44447435615.0,-22725854278.0,0.0,-28810536379.0,-7728147143.0,-14144030419.0,253636364.0,-773835700000.0,817301753425.0,-87735438000.0,0.0,51323986320.0,-6835792310.0,30010000000.0,1886231270335.0,-1905098832145.0,0.0,0.0,11142438190.0,-3421501263.0,291674680985.0,196716876.0,288449896598.0,,,,,,,,
ACB,2024,4,,,,,,,,3704555000000.0,,,,,,,,,37519564000000.0,-418950000000.0,67294000000.0,,,-3507000000.0,3507000000.0,13162000000.0,-338494000000.0,0.0,,,,0.0,0.0,37181070000000.0,102581485000000.0,62053000000.0,139824608000000.0,-167523000000.0,37520087000000.0,-523000000.0,,,,,
ACB,2024,3,,,,,,,,5587994000000.0,,,,,,,,,-16528903000000.0,-118764000000.0,775000000.0,,,3507000000.0,0.0,10063000000.0,-104419000000.0,0.0,,,,0.0,0.0,-16633322000000.0,119023619000000.0,191188000000.0,102581485000000.0,10399000000.0,-16528423000000.0,-480000000.0,,,,,
ACB,2024,2,,,,,,,,6515731000000.0,,,,,,,,,-3150040000000.0,-347301000000.0,79642000000.0,,,0.0,0.0,6746000000.0,-260913000000.0,0.0,,,,-3884051000000.0,-3884051000000.0,-7295004000000.0,126501216000000.0,-182593000000.0,119023619000000.0,106418000000.0,-3149944000000.0,-96000000.0,,,,,
ACB,2024,1,,,,,,,,901606000000.0,,,,,,,,,-9470390000000.0,-34725000000.0,154000000.0,,,0.0,0.0,5087000000.0,-29484000000.0,0.0,,,,0.0,0.0,-9499874000000.0,136071738000000.0,-70648000000.0,126501216000000.0,-113383000000.0,-9470240000000.0,-150000000.0,,,,,
ACB,2023,4,,,,,,,,4366643000000.0,,,,,,,,,23999995000000.0,-778517000000.0,1571000000.0,,,0.0,0.0,5840000000.0,-771106000000.0,0.0,,,,0.0,0.0,23228889000000.0,112718456000000.0,124393000000.0,136071738000000.0,-123976000000.0,24000778000000.0,-783000000.0,,,,,
ACB,2023,3,,,,,,,,5957868000000.0,,,,,,,,,5154124000000.0,-144086000000.0,467000000.0,,,0.0,0.0,36910000000.0,-106709000000.0,0.0,,,,0.0,0.0,5047415000000.0,107750512000000.0,-79471000000.0,112718456000000.0,48709000000.0,5154308000000.0,-184000000.0,,,,,
ACB,2023,2,,,,,,,,5441896000000.0,,,,,,,,,14418612000000.0,-213810000000.0,1139000000.0,,,0.0,0.0,1154000000.0,-211517000000.0,0.0,,,,-3377435000000.0,-3377435000000.0,10829660000000.0,96922247000000.0,-1395000000.0,107750512000000.0,23798000000.0,14418845000000.0,-233000000.0,,,,,
ACB,2023,1,,,,,,,,3655575000000.0,,,,,,,,,-6426636000000.0,-149733000000.0,861000000.0,,,0.0,0.0,31051000000.0,-117821000000.0,0.0,,,,0.0,0.0,-6544457000000.0,103510231000000.0,-43527000000.0,96922247000000.0,33126000000.0,-6426336000000.0,-300000000.0,,,,,
ACB,2022,4,,,,,,,,3998583000000.0,,,,,,,,,30966897000000.0,-207854000000.0,1793000000.0,,,0.0,5951000000.0,15522000000.0,-184588000000.0,0.0,,,,0.0,0.0,30782309000000.0,72894066000000.0,-166147000000.0,103510228000000.0,32474000000.0,31167553000000.0,-200656000000.0,,,,,
ACB,2022,3,,,,,,,,5104535000000.0,,,,,,,,,2913112000000.0,-177344000000.0,1027000000.0,,,0.0,0.0,13071000000.0,-77882000000.0,0.0,,,,0.0,0.0,2835230000000.0,69977128000000.0,81708000000.0,72894066000000.0,37497000000.0,2913363000000.0,-251000000.0,,,,,
ACB,2022,2,,,,,,,,3717164000000.0,,,,,,,,,-4100991000000.0,-42821000000.0,1018000000.0,,,0.0,500000000.0,28499000000.0,-12804000000.0,0.0,,,,0.0,0.0,-4113795000000.0,74021373000000.0,69550000000.0,69977128000000.0,48809000000.0,-4100834000000.0,-157000000.0,,,,,
ACB,2022,1,,,,,,,,3593628000000.0,,,,,,,,,-8504479000000.0,-83494000000.0,903000000.0,,,-10520000000.0,0.0,2507000000.0,-90604000000.0,0.0,,,,0.0,0.0,-8595083000000.0,82601567000000.0,14889000000.0,74021373000000.0,33269000000.0,-8504080000000.0,-399000000.0,,,,,
ACB,2021,4,,,,,,,,2051001000000.0,,,,,,,,,23630380000000.0,-263261000000.0,613000000.0,,,0.0,0.0,5724000000.0,-256924000000.0,0.0,,,,0.0,-2884000000000.0,20489456000000.0,62123133000000.0,-11022000000.0,82601567000000.0,16989000000.0,23630638000000.0,-258000000.0,,,,,
ACB,2021,3,,,,,,,,3356786000000.0,,,,,,,,,12722016000000.0,-50349000000.0,0.0,,,0.0,0.0,9939000000.0,-40410000000.0,0.0,,,,0.0,0.0,12681606000000.0,49440951000000.0,576000000.0,62123133000000.0,-9741000000.0,12722291000000.0,-275000000.0,,,,,
ACB,2021,2,,,,,,,,4062063000000.0,,,,,,,,,2310032000000.0,-229438000000.0,1886000000.0,,,0.0,0.0,2822000000.0,-224730000000.0,0.0,,,,0.0,0.0,2085302000000.0,47342974000000.0,12675000000.0,49440951000000.0,-93442000000.0,2310412000000.0,-380000000.0,,,,,
ACB,2021,1,,,,,,,,2856723000000.0,,,,,,,,,1263471000000.0,-93052000000.0,766000000.0,,,0.0,0.0,3494000000.0,59661000000.0,0.0,,,,0.0,0.0,1323132000000.0,46022071000000.0,-2229000000.0,47342974000000.0,-8770000000.0,1264041000000.0,-570000000.0,,,,,
ACB,2020,4,,,,,,,,1105400000000.0,,,,,,,,,9308715000000.0,-217839000000.0,711000000.0,,,0.0,0.0,11490000000.0,-198918000000.0,0.0,,,,0.0,-170000000000.0,8939797000000.0,37102622000000.0,-20348000000.0,46022071000000.0,1450000000.0,9309345000000.0,-630000000.0,,,,,
ACB,2020,3,,,,,,,,2222122000000.0,,,,,,,,,-6406591000000.0,-54749000000.0,1129000000.0,,,0.0,0.0,96000000.0,-53524000000.0,0.0,,,,0.0,0.0,-6460115000000.0,43550786000000.0,11951000000.0,37102622000000.0,51016000000.0,-6406401000000.0,-190000000.0,,,,,
ACB,2020,2,,,,,,,,2831238000000.0,,,,,,,,,3988026000000.0,-50451000000.0,526000000.0,,,0.0,0.0,5551000000.0,-44374000000.0,0.0,,,,0.0,-600000000.0,3943052000000.0,39609309000000.0,-1575000000.0,43550786000000.0,982000000.0,3988141000000.0,-115000000.0,,,,,
ACB,2020,1,,,,,,,,3529624000000.0,,,,,,,,,3989111000000.0,-100093000000.0,970000000.0,,,0.0,0.0,436000000.0,-98687000000.0,0.0,,,,0.0,30000000000.0,3920424000000.0,35678913000000.0,9972000000.0,39609309000000.0,14539000000.0,3989332000000.0,-221000000.0,,,,,
ANV,2024,4,,0.0,,,,,,0.0,,,,,,,,,185967897759.0,-48805249768.0,6521762367.0,-44153954610.0,54147637073.0,0.0,0.0,1051567728.0,-31238237210.0,0.0,1112181292016.0,-999753205154.0,-50681932155.0,-68636199893.0,-6890045186.0,147839615363.0,72362460436.0,-1111876604.0,219090199195.0,,,,0.0,,,,
ANV,2024,3,,0.0,,,,,,0.0,,,,,,,,,200641900985.0,-46698027184.0,-2714412367.0,4055229436.0,-2573769668.0,0.0,0.0,32096150.0,-47898883633.0,0.0,1132722662958.0,-1228635085517.0,-17876435789.0,851453525.0,-112937404823.0,39805612529.0,31915938526.0,640909381.0,72362460436.0,,,,0.0,,,,
ANV,2024,2,,0.0,,,,,,0.0,,,,,,,,,156259191467.0,-38795511584.0,5807927318.0,-24395229436.0,22733769668.0,0.0,0.0,921936188.0,-33727107846.0,0.0,1013823933906.0,-1101979478880.0,-39056410386.0,-5496660525.0,-132708615885.0,-10176532264.0,41272631989.0,819838801.0,31915938526.0,,,,0.0,,,,
ANV,2024,1,,0.0,,,,,,0.0,,,,,,,,,185530485515.0,-26430086248.0,19750860758.0,-23980000000.0,31220000000.0,0.0,0.0,1350615126.0,1911389636.0,0.0,923030527451.0,-1050197287999.0,-23808577155.0,-34854410000.0,-185829747703.0,1612127448.0,39671072278.0,-10567737.0,41272631989.0,,,,0.0,,,,
ANV,2023,4,,0.0,,,,,,0.0,,,,,,,,,76484755755.0,-17014299119.0,120300000.0,-10880000000.0,124700000000.0,0.0,0.0,4803492611.0,101729493492.0,0.0,1095355132288.0,-1153656640546.0,-22716860818.0,-87119600650.0,-168137969726.0,10076279521.0,29817735188.0,-222942431.0,39671072278.0,,,,0.0,,,,
ANV,2023,3,,0.0,,,,,,0.0,,,,,,,,,214772539323.0,-16375688894.0,-104434253053.0,-37680000000.0,44495608504.0,0.0,0.0,2360178598.0,-111634154845.0,0.0,1020147301367.0,-1149162152483.0,12449543264.0,6086716276.0,-110478591576.0,-7340207098.0,37954399767.0,-796457481.0,29817735188.0,,,,0.0,,,,
ANV,2023,2,,0.0,,,,,,0.0,,,,,,,,,-133913847660.0,-5657582119.0,104664323053.0,-148480000000.0,240704391496.0,0.0,0.0,11822071871.0,203053204301.0,0.0,1094232544201.0,-1019742021113.0,-57168501569.0,-79926144751.0,-62604123232.0,6535233409.0,30712608719.0,706557639.0,37954399767.0,,,,0.0,,,,
ANV,2023,1,,0.0,,,,,,0.0,,,,,,,,,-143183478339.0,-11407990921.0,45223518322.0,-17630000000.0,90270000000.0,0.0,0.0,2517974104.0,108973501505.0,60000000000.0,1294549079005.0,-1256560155826.0,-16194924883.0,-47167328750.0,34626669546.0,416692712.0,31053714794.0,-757798787.0,30712608719.0,,,,0.0,,,,
ANV,2022,4,,0.0,,,,,,0.0,,,,,,,,,-49479497000.0,-10804796982.0,16059000162.0,-193080000000.0,488500000000.0,-16400000000.0,0.0,13763508370.0,298037711550.0,0.0,1220883784603.0,-1478454971438.0,-11517496978.0,-8122500.0,-269096806313.0,-20538591763.0,52490531594.0,-898225037.0,31053714794.0,,,,0.0,,,,
ANV,2022,3,,0.0,,,,,,0.0,,,,,,,,,-115708966262.0,-36291935420.0,-10249525496.0,-84130000000.0,316621559279.0,-21600000000.0,0.0,7403495089.0,171753593452.0,0.0,1298811797121.0,-1316947539490.0,-7281674419.0,7808767708.0,-17608649080.0,38435978110.0,14381702594.0,-327149110.0,52490531594.0,,,,0.0,,,,
ANV,2022,2,,0.0,,,,,,0.0,,,,,,,,,307825597799.0,-94392217218.0,10250525496.0,-607780000000.0,419523849911.0,-8000000000.0,0.0,12166225421.0,-268231616390.0,0.0,1170773392012.0,-1076196582941.0,-17608904775.0,-131417123198.0,-54449218902.0,-14855237493.0,29778063884.0,-541123797.0,14381702594.0,,,,0.0,,,,
ANV,2022,1,,0.0,,,,,,0.0,,,,,,,,,166312336152.0,-116368002535.0,21294430836.0,-288490000000.0,231131150089.0,0.0,0.0,5839477666.0,-146592943944.0,0.0,964649790710.0,-958726301389.0,-13102107546.0,-25430340750.0,-32608958975.0,-12889566767.0,42701081617.0,-33450966.0,29778063884.0,,,,0.0,,,,
ANV,2021,4,,0.0,,,,,,0.0,,,,,,,,,162165239425.0,-56936923808.0,73685000000.0,-377230000000.0,409429462027.0,0.0,0.0,8845227291.0,57792765510.0,0.0,1168056874619.0,-1305248009821.0,-10111867301.0,-38160297200.0,-185463299703.0,34494705232.0,8312121451.0,-105745066.0,42701081617.0,,,,0.0,,,,
ANV,2021,3,,0.0,,,,,,0.0,,,,,,,,,360988328086.0,-119170718026.0,-3037575419.0,-218610537973.0,59884000000.0,0.0,414746710.0,1458872389.0,-279061212319.0,0.0,1136295060685.0,-1225787166387.0,-8873333301.0,-3957159935.0,-102322598938.0,-20395483171.0,29241228671.0,-533624049.0,8312121451.0,,,,0.0,,,,
ANV,2021,2,,0.0,,,,,,0.0,,,,,,,,,-114248454241.0,-68468855895.0,3610130419.0,-409589462027.0,250900000000.0,0.0,-414746710.0,11503677155.0,-212459257058.0,0.0,1324200193346.0,-1008602164498.0,-8873333301.0,-14393840065.0,292330855482.0,-34376855817.0,63509761278.0,108323210.0,29241228671.0,,,,0.0,,,,
ANV,2021,1,,0.0,,,,,,0.0,,,,,,,,,-64509292330.0,-80044063148.0,18016843370.0,-77344000000.0,38904000000.0,0.0,125440890000.0,1549741618.0,26523411840.0,0.0,1114157389053.0,-1041600788194.0,-8240913782.0,-6462961250.0,57852725827.0,19866845337.0,43798851185.0,-155935244.0,63509761278.0,,,,0.0,,,,
ANV,2020,4,,0.0,,,,,,0.0,,,,,,,,,-56350087400.0,-404031576823.0,94217782834.0,-183070000000.0,267006000000.0,0.0,0.0,11489875280.0,-214387918709.0,0.0,1315201785221.0,-972717399094.0,-5565519147.0,-60146011700.0,276772855280.0,6034849171.0,38051449503.0,-287447489.0,43798851185.0,,,,0.0,,,,
ANV,2020,3,,0.0,,,,,,0.0,,,,,,,,,30934493162.0,-95642697321.0,-4888196824.0,-132500000000.0,40803600000.0,-23240000000.0,23240000000.0,5481671530.0,-186745622615.0,0.0,699834690804.0,-611552363537.0,-2705025245.0,-790396016.0,84786906006.0,-71024223447.0,108602803175.0,472869775.0,38051449503.0,,,,0.0,,,,
ANV,2020,2,,0.0,,,,,,0.0,,,,,,,,,264259984984.0,-36733076618.0,16630120724.0,-225800000000.0,306076960000.0,0.0,-23240000000.0,10664677398.0,47598681504.0,0.0,760418310222.0,-877393400054.0,-6156799072.0,-89495306684.0,-212627195588.0,99231470900.0,9449746880.0,-78414605.0,108602803175.0,,,,0.0,,,,
ANV,2020,1,,0.0,,,,,,0.0,,,,,,,,,-251717636168.0,-40930350697.0,0.0,-25800000000.0,216995446000.0,0.0,0.0,9920869035.0,160185964338.0,0.0,1039135706716.0,-958050754623.0,-4703626446.0,0.0,76381325647.0,-15150346183.0,24589646497.0,10446566.0,9449746880.0,,,,0.0,,,,
BCG,2024,4,113356276319.0,163129314721.0,364254951486.0,83619928399.0,0.0,-242792960991.0,295703081392.0,777270591326.0,-908592480025.0,291715597889.0,1269467810175.0,-159055036863.0,-271486376608.0,-64184040401.0,-109400000.0,-31400000.0,934995265493.0,-92507569204.0,1004890142.0,-615384450411.0,207431569686.0,-671701475000.0,650474832776.0,8712493158.0,-511969708853.0,12200000000.0,1305682071428.0,-1491807146537.0,-1591388924.0,-10606668155.0,-186123132188.0,236902424452.0,485115466015.0,208764128.0,722226654595.0,,,,0.0,,,,
BCG,2024,3,382428833248.0,160993087839.0,161020891406.0,-85802094282.0,0.0,-42346967281.0,246650520073.0,822944271003.0,-1047579294810.0,198021833054.0,-309000487687.0,-193643833454.0,-334546291531.0,-17584080145.0,200630000.0,-15472635709.0,-896659889279.0,-64336987993.0,2917305633.0,-362313727604.0,470935711463.0,-912211748.0,211573770724.0,202137234487.0,460001094962.0,-275000000.0,521281818397.0,-778086113355.0,-1667029231.0,0.0,-258746324189.0,-695405118506.0,1179658049428.0,862535093.0,485115466015.0,,,,0.0,,,,
BCG,2024,2,386480526485.0,157190256988.0,114286802813.0,66741013919.0,0.0,-9165194598.0,297577183522.0,1013110589129.0,-1657892553215.0,-7465134351.0,-1182954861148.0,-112299670589.0,-256640871596.0,-30830601774.0,10780000.0,-1325000000.0,-1746287323544.0,-41464697548.0,1055310750.0,-157042128000.0,68373119232.0,-17452320481.0,221500000000.0,24323390500.0,99292674453.0,2667676490000.0,675295356330.0,-934655832388.0,-4100048723.0,-6286627.0,2404209678592.0,757215029501.0,422239722474.0,203297453.0,1179658049428.0,,,,0.0,,,,
BCG,2024,1,117086690890.0,165037586256.0,71930475533.0,58509950053.0,0.0,-11226016490.0,267453057130.0,668791743372.0,-289220172233.0,43690537151.0,357749453582.0,-27551968798.0,-295639950407.0,-55588330283.0,105480000.0,-10633900000.0,-98295981507.0,-88955323051.0,26096938068.0,-400853000000.0,45507157208.0,-131806112615.0,206402009276.0,45411751999.0,-298196579115.0,145070360000.0,380632813650.0,-462837805163.0,-1113373842.0,0.0,61751994645.0,-334740565977.0,756859464983.0,120823468.0,422239722474.0,,,,0.0,,,,
