CP,Năm,Kỳ,(Vay NH+DH)/VCSH,Nợ/VCSH,TSCĐ / Vốn CSH,Vốn CSH/Vốn điều lệ,Vòng quay tài sản,Vòng quay TSCĐ,Số ngày thu tiền bình quân,Số ngày tồn kho bình quân,Số ngày thanh toán bình quân,Chu kỳ tiền,Vòng quay hàng tồn kho,Biên EBIT (%),Biên lợi nhuận gộp (%),Biên lợi nhuận ròng (%),ROE (%),ROIC (%),ROA (%),EBITDA (Tỷ đồng),EBIT (Tỷ đồng),Tỷ suất cổ tức (%),Chỉ số thanh toán hiện thời,Chỉ số thanh toán tiền mặt,Chỉ số thanh toán nhanh,Khả năng chi trả lãi vay,Đòn bẩy tài chính,Vốn hóa (Tỷ đồng),Số CP lưu hành (Triệu CP),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA
CTG,2021,2,,14.7968263604,0.1117891898192477,1.7364542698734888,,,,,,,,,,0.2068463138217253,0.1854677754,0.0,0.0121077068,,,0.0,,,,,15.796826360433164,147536543696300.0,4805750609.0,8.9935429584,1.5928715041,2.8577659196,3.4771946534,468.229665473263,19273.3688316118,
CTG,2021,1,,13.634438514709473,0.1153568266334179,1.7101908030716029,,,,,,,,,,0.6071650465658398,0.2075822204351425,0.0,0.013671962544322,,,0.0,,,,,14.634438977578831,168202287505000.0,4805779643.0,9.4889223724,1.843626227,3.5397734118,-162.1531652166,1344.5337655903004,18984.3252869262,
CTG,2020,4,,14.7056180304,0.1265951311864648,1.5902261680719438,,,,,,,,,,0.5247864100485649,0.168260967,0.0,0.0106063543,,,0.0,,,,,15.70809417514704,148005331101000.0,3723404556.0,10.8083675988,1.7450880118,3.2659689227,18.8646698432,1449.5964429388746,22778.2207719896,
CTG,2020,3,,14.1364282282,0.127180121883819,1.5516311180744853,,,,,,,,,,0.2573892851949929,0.1370067319,0.0,0.0088457017,,,0.0,,,,,15.136428228243805,113563838958000.0,3723404556.0,10.3447096971,1.3723168051,2.6568461579,-30.0572355266,627.5579150362945,22225.1887366493,
CTG,2020,2,,14.2994980921,0.1332403910315797,1.5087442365283874,,,,,,,,,,0.4580272198960258,0.1429504449,0.0,0.0090943789,,,0.0,,,,,15.299498092069038,111329796224400.0,3723404556.0,9.9825381517,1.3837464964,2.6756329549,-14.9984732785,959.2430653941544,21608.0041236325,
CTG,2020,1,,14.5136708429,0.1396912399569838,1.4676230001536308,,,,,,,,,,0.2868068874534682,0.1231782942,0.0,0.0077101328,,,0.0,,,,,15.513670842915618,82845751371000.0,3723404556.0,8.8629083673,1.0586023013,1.9927185522,14.0414220902,648.4565304914989,21018.2803998266,
CTR,2024,4,1.1784805195,2.8101966873,0.1022685170029242,1.6305013159176756,1.7985251189,53.0598778176,56.42134136339275,22.3800435054,18.5025035027,97.30388837149276,16.3091729429,0.0553491552484311,0.0720991033854288,0.0430393823638403,0.2793749692,0.2050443259,0.0767677392,1034601054925.0,193826034912.0,0.0,1.1651630251,0.1906271577,1.0339601259,-12.809616654131611,3.810196687286711,9585536660200.0,114385879.0,17.8096608744,5.1395236043,0.7601825442,8.4043909602,1317.6338127366228,16305.0131591768,10.0008895847
CTR,2024,3,1.2072070779,2.9757012066,0.1233851554414838,1.4779817705531642,1.8153020537,49.9198546671,62.68245551405894,24.138432518,19.108134601,105.92902263305892,15.121114419,0.0519683957250679,0.0635569791140712,0.0420831235262239,0.2849645662,0.2183071886,0.0784429276,990805472370.0,180619659371.0,0.0,1.1674455804,0.1674167431,1.0330320663,-11.558643143005408,3.9757012066088575,14332550638700.0,114385879.0,27.0046214605,8.4777770942,1.1669251199,13.7453611537,1278.6782018696556,14779.8177055316,15.2340144599
CTR,2024,2,1.0980012423,2.6109450038,0.1234993305295091,1.63780546704633,1.7475372566,44.2535927882,65.4554838311436,26.2552367618,21.2686029131,112.9793235060436,13.901988518,0.0641249212933355,0.0740550048451551,0.0415783470013441,0.2769267362,0.200714615,0.0771713881,983593984143.0,192950187239.0,0.0,1.2032697154,0.1388053358,1.0552120844,-13.259143647577048,3.610945003764022,15281953434400.0,114385879.0,29.1045069543,8.1572569324,1.2852574062,23.0705231753,1093.7376566298012,16378.0546704633,16.5251514676
CTR,2024,1,1.1008379832,2.5082035655,0.1370018792651084,1.6568448288901114,1.7435050638,39.8632887499,65.42261527826766,26.6557236042,21.8086643469,113.88700322936764,13.6931191747,0.0565081685578124,0.0716759886273044,0.0442726572085988,0.2841629991,0.1823249591,0.0788917708,924217980232.0,148226571757.0,0.0,1.1969248713,0.0909357365,0.9902903867,-9.552833689859256,3.508203565506347,16826162800900.0,114385879.0,32.104900684,8.8783208563,1.452712996,67.0211807053,1015.2617095332196,16568.4482889011,19.600168736
CTR,2023,4,0.9815552253,2.4788213711,0.1429392429751773,1.7403833668795778,1.7440994533,34.3740320813,57.07410710308572,30.4487739929,19.2905484193,106.81342951528572,11.987346357,0.0559140199974124,0.0864545004832059,0.0451200777413627,0.2855868836,0.1805659907,0.0796305928,901501128571.0,177509219006.0,0.0,1.2377555277,0.1804722522,1.0635792893,-9.708822064050336,3.4806430446222008,14332550638700.0,114385879.0,27.7828420959,7.2096243373,1.2684851092,25.0082762317,1252.2689753164375,17379.5463034471,16.9828159492
CTR,2023,3,1.023819831,2.7662607426,0.1639301520813992,1.5954312095673977,1.6915784977,31.946736325,63.31617373317902,29.3243095022,22.7379531198,115.37843635517902,12.4470108997,0.0567859276389332,0.0753778330960335,0.0455952975233479,0.2896108347,0.1833606224,0.0788671067,865451972927.0,175095650571.0,0.0,1.1833525985,0.1213939837,1.0242560625,-7.684850544852683,3.766260742560978,10294729110000.0,114385879.0,20.7065197415,5.6412518956,0.9654079334,-100.8415510423,1229.086005012909,15953.9055630459,13.0246467377
CTR,2023,2,1.054176823,2.6731859433,0.1913168865472425,1.457067568899829,1.7338112359,28.4937606011,59.22071035564589,29.8395437844,21.3836679204,110.44392206044589,12.2320904983,0.0560983068734406,0.0759156661451786,0.0459530701262207,0.2965200976,0.1929585211,0.0825261288,837321297293.0,151541909643.0,0.0,1.2078533407,0.1098068042,1.0593600278,-7.387121675163175,3.673185943263092,9265256199000.0,114385879.0,19.1108291083,5.5593820536,0.9096392452,-552.4797499413,1085.2383187526143,14569.9646506629,12.2590562759
CTR,2023,1,1.0462981387,2.5180391762,0.1967602328890213,1.5297286481192316,1.789698759,25.3749275224,55.77314196965423,31.4166840941,20.7945237188,107.98434978255425,11.6180306905,0.0567259357136095,0.0743013365952166,0.0463736595389278,0.2979156663,0.1754488759,0.0854668044,802441296366.0,132708722095.0,0.0,1.2183865857,0.0713125068,1.0171016663,-5.675693920452789,3.5180391762103604,8544625161300.0,114385879.0,18.4309944403,4.8833550507,0.880169464,62.2078010971,948.4550518775136,15296.8602989098,12.1993767316
CTR,2022,4,1.0674016077,2.7179019922,0.2293696587731991,1.421123895889282,1.8731518859,22.4629532722,51.18699523397432,32.0217937158,19.5601575111,102.76894646087432,11.3984870192,0.0648431803107817,0.088584670952066,0.0511275445039484,0.3016439097,0.1786464519,0.088540158,759922635055.0,170955763108.0,0.0,1.2082656235,0.1001344562,0.9889133061,-9.073544880981569,3.730797501471794,7320696256000.0,114385879.0,16.5291627226,4.5056519959,0.7813005927,101.3498415149,1178.4250350167786,14204.381531876,9.6012882424
CTR,2022,3,0.5361594805000001,2.4415676166,0.2628853293521303,1.3098184702938729,2.0257647557,20.6411766285,50.66744621198836,28.2543797324,20.1077707692,99.02959671358836,12.9183511886,0.0608042398715756,0.0808736870081396,0.0492172229625056,0.3239716257,0.2680630133,0.1035289987,743519590052.0,158423424141.0,0.0,1.1973359882,0.1757181629,1.0055314443,-135.39098235811244,3.441567616583994,6142521702300.0,114385879.0,13.6266405054,4.0998955658,0.696404873,21.1993104692,1121.0635279814564,13097.8946020776,8.2285144726
CTR,2022,2,0.2590052516,2.1977031176,0.310335755560161,1.1812104096520517,2.0265913098,18.1224312525,49.49006241226034,29.0054882503,19.1237377023,97.61928836486037,12.5838254075,0.0566876471715502,0.0725798800374443,0.046284000679182,0.3152405968,0.3310140346,0.1031595097,683547531907.0,126053884938.0,0.0,1.1961084026,0.217901106,0.9725794123,-94.86151073950204,3.1977031175809554,6840275564200.0,114385879.0,16.5153764709,5.0627464412,0.8406816561,35.2435392502,899.7591679651297,11811.770685121,9.4006930421
CTR,2022,1,0.2357421906,1.8230238788,0.3097519502115822,1.2268788661273478,1.9735828439,16.383615799,47.99260372409333,30.3939126889,19.0062987834,97.39281519639331,12.0089836322,0.0559902872979804,0.0754093782975104,0.044569946107285,0.3145605257,0.309974516,0.1007455559,649256722015.0,112060321835.0,0.0,1.2407796026,0.2298972578,1.0011419876,-89.16744903465118,2.8230238787839177,7114801673800.0,114385879.0,18.0876857803,5.0698893586,0.9233227604,25.764660747,779.8460280748466,12268.5123088576,10.381925558
CTR,2021,4,0.251319321,2.0215696889,0.3514535450481287,1.1477157858130371,1.8991006002,17.374111587,54.47980565830467,34.264925831,29.7132710636,118.45800255290467,10.6522921369,0.0801268960866935,0.1053180964242642,0.0655428438099611,0.316325254,0.3133514775,0.0956968044,622882705387.0,159435155030.0,0.0,1.2107425058,0.2685017391,0.9834395035,-45.0639266360293,3.0298614855027863,9106539554000.0,92923873.0,24.2677264063,6.9425801126,1.2228651112,15.4798216529,1403.4719820169355,14115.7895783035,13.6694109332
CTR,2021,3,0.2519316682,2.1982953202,0.4044623429630708,1.0386134835428418,2.0057190655,16.1222946706,47.044076591107306,31.8692442736,20.8392324237,99.7525532884073,11.4530484898,0.0596063458099134,0.0836851395945936,0.0476849470407652,0.3125488872,0.3235335142,0.0927121104,549686547369.0,114546577148.0,0.0,1.1704164677,0.303117365,0.960984198,-111.352694144572,3.198295320195179,7610279350954.0,92923873.0,21.6755885171,6.4059152646,1.0028690312,12.4124425083,986.1514559342572,12784.7460693228,12.767602725
CTR,2021,2,0.2323107878999999,2.5333502405,0.4597873033652119,0.959627456359364,1.9510774007,16.1662338898,47.7650201972317,32.7288487645,22.034629365,102.5284983267317,11.1522407227,0.0575450280076276,0.0734653239709623,0.045792954997311,0.3087878943,0.3235905565,0.0889378964,510647889969.0,103162366910.0,0.0,1.122200334,0.3291406828,0.8969734654,-56.116057344851725,3.533350240500259,8002511018887.0,92923873.0,24.2038636863,7.2904595812,1.1089097097,9.4976372055,883.4558659753667,11812.5612028246,14.2398941284
CTR,2021,1,0.1614599566,2.1274453527,0.4564683752570113,0.9992777213033436,1.9261756279,16.0718215379,49.54818778196658,31.9282060084,25.1704706837,106.6468644740666,11.4318981751,0.0505425664612255,0.0709131496899805,0.040913501903804,0.2843856809,0.2840353465,0.0843116666,440652405057.0,88443412485.0,0.0,1.1763701926,0.2572529855,0.9395318131,0.0,3.127445352707239,6353019349264.0,92923873.0,21.3789954009,5.5581495972,0.9440878663,7.7303606317,770.4554846739976,12300.4965599744,13.2818450785
CTR,2020,4,0.0611321709,2.6565565564,0.3543575121700833,0.927053899074378,2.0115289022,18.9608367695,50.42069345468343,33.3077103972,29.7019704394,113.43037429128344,10.9584236096,0.060597608647805,0.0876200928676072,0.049640373653065,0.2844121583,0.2950949886,0.0867227151,417493032939.0,128720585151.0,0.0,1.0929317457,0.1799917365,0.8535758422,0.0,3.659709270535594,6051423445884.0,71781828.0,22.0723887051,5.7043759951,0.951603268,37.0096455046,1468.9704085134192,14778.654154656,12.2333123735
CTR,2020,3,0.0479785632,2.6045068115,0.3992661226488457,0.8394139056893553,1.9246062782,16.7898969411,48.54354213771146,29.4804705532,24.3223383996,102.34635109051146,12.381077817,0.0537486420367454,0.0743157346780354,0.0450559602528073,0.2393441773,0.2626528101,0.0771014678,333555308400.0,83297922319.0,0.0237141028,1.162000236,0.3903460601,0.971952361,0.0,3.604506811452808,6053935809864.0,71781828.0,26.5668714564,6.3053275282,1.0797327898,10.2127636828,972.757098997256,13375.6731308654,15.3193036387
CTR,2020,2,0.0,2.1223008979,0.4022160984439688,0.8561790705310749,1.9841509895,17.7160066477,49.6927545433616,29.5062966685,23.2434395893,102.4424908011616,12.3702409726,0.0413078182033263,0.0640922968248896,0.0365280851331509,0.2238345652,0.2283780693,0.0756556896,282765189527.0,53924608408.0,0.0426766815,1.2170456543,0.4198186391,1.0267120741,0.0,3.122300897853618,3299606370000.0,70408125.0,16.2955979922,3.3697681505,0.6213512531,5.652861744,677.2653708077015,13907.1882415417,8.5837807539
CTR,2020,1,0.0,1.8623740677,0.3049006766852869,0.8155662615645066,2.0637688309,20.4073497555,51.2848858847001,30.0153310484,20.7708728618,102.0710897949001,12.1604522506,0.0426194996486789,0.0632814411816242,0.0367691523316011,0.2240504542,0.2288299745,0.0768349743,252477343746.0,58825422928.0,0.0456673136,1.3505638089,0.3940348235,1.1359531078,0.0,2.862374067684104,2658247406655.0,60697509.0,13.6857682672,2.849974987,0.5095268604,4.2690033763,836.1216349422182,15366.8015332392,7.0728873736
CTS,2024,4,2.809963342,2.8608404036,0.0256910859387288,1.5146796387609915,0.1203423217,16.5813292368,0.0,0.0,11.2430152292,0.0,0.0,1.0976945089223331,1.433866300436506,0.4369795137439852,0.1077115844,0.0626378657,0.0269407667,547063837266.0,146118740202.0,0.0301204819,1.3388803699,0.4473463692,1.3388803699,-1.9344782114927732,3.860840403555901,4938111925200.0,148738311.0,21.3669856654,2.1918826365,4.7838483472,-27.0584394017,391.0773457888735,15146.7963876099,20.5389728315
CTS,2024,3,2.9327214305,3.1936553987,0.0271765566223041,1.4879270263267947,0.1480350561,19.1182724767,0.0,0.0,135.682385318,0.0,0.0,0.4369632731971083,0.5438473137950424,0.1746553207905165,0.0961984677,0.0604333338,0.0251437227,534641360832.0,131814730971.0,0.0303030303,1.3052431495,0.3926071673,1.3052431495,-1.9479350350866709,4.193655398678394,4908364263000.0,148738311.0,23.8736460597,2.2178507021,4.0555853327,-4.3592764046,354.224003155448,14879.2702632679,20.9605587025
CTS,2024,2,2.5299409172,2.6923292044,0.0289663314899981,1.4456630799888537,0.1473132753,19.4494014299,0.0,0.0,73.0309482955,0.0,0.0,0.2817984082987384,0.3883030071196302,0.0763062308200008,0.1057864662,0.0722011338,0.0279049812,555408976214.0,77137960986.0,0.0246305419,1.3603772982,0.409776744,1.3603772982,-1.4880200244319794,3.69232920443774,6038775426600.0,148738311.0,27.373002557,2.8083998659,5.1863196621,-6.5510850188,140.43222455981768,14456.6307998885,20.1779867537
CTS,2024,1,2.1248917573,2.2256581431,0.0298973495565231,1.4428237090409075,0.1654050689,23.4713386257,0.0,0.0,30.5246950182,0.0,0.0,0.5639783412639521,0.6642851293520206,0.3068670832756267,0.1359100814,0.0979600012,0.0359826577,663226338472.0,182580710741.0,0.0239808153,1.4384406569,0.3576068482,1.4384406569,-3.244567235872638,3.2256581430708664,6202387568700.0,148738311.0,22.4554644611,2.8901659807,4.8860725398,-8.5035516352,667.9130474931909,14428.2370904091,15.9983707565
CTS,2023,4,3.0695175132,3.1498155734,0.0326907137781586,1.3702691638047444,0.1695908459,21.1408887579,0.0,0.0,10.4658881074,0.0,0.0,0.4321288161427952,0.5727243109222698,0.1049236804653394,0.0962943111,0.0683712533,0.0277754052,573235512328.0,134452634202.0,0.0,1.3055459734,0.385227332,1.3055459734,-1.829397160926596,4.199694806034896,6022404634500.0,148701349.0,32.1364631791,2.9551511426,5.263275164,-2.0799409826,219.54052341515745,13704.8827778691,19.6560168897
CTS,2023,3,2.786822618,3.0862166804,0.0231330525423053,1.3483205671234226,0.1538661931,24.6402761187,0.0,0.0,6.8863170137,0.0,0.0,0.601573147208562,0.7313597400690864,0.2646425061051899,0.0791255692,0.0646743253,0.0227508999,498200638783.0,153854979765.0,0.0352112676,1.3135940553,0.3585437733,1.3135940553,-1.893762367034718,4.086216680412668,4223118311600.0,148701349.0,27.851267698,2.1058005931,4.1181327113,-2.0249520724,455.1638973967882,13486.5571287117,19.0048744464
CTS,2023,2,2.4185425262,2.6234129338,0.0202042223468197,1.302815488368696,0.1514131744,22.3653851256,0.0,0.0,3.1870976481,0.0,0.0,0.4911766088426415,0.5628759311277557,0.2019042918779405,0.0517119869,0.0614330907,0.0161095152,414997276695.0,186042856572.0,0.0362318841,1.3732334594,0.3743770159,1.3732334594,-2.2349887236805586,3.623412933789903,4104157232400.0,148701349.0,42.2185858933,2.1179623322,4.4918214855,-4.2344554512,514.287495945985,13031.3932313149,20.3000861261
CTS,2023,1,2.379896876,2.4298787489,0.0210462916037087,1.255739146953874,0.1446912168,20.449158579,0.0,0.0,3.0032807523,0.0,0.0,0.4679500323048968,0.5651147145102796,0.0541491966557117,0.0130502479,0.0434257313,0.0041519946,282839588373.0,93129706013.0,0.0435729847,1.4083984237,0.4682305884,1.4083984237,-1.3432093907659093,3.429878748909861,3412695959550.0,148701349.0,140.7877724157,1.8271547,4.0399831475,9.4159696188,72.47126797753529,12560.512801703,25.3243741215
CTS,2022,4,1.658343537,1.7163439085,0.0224452868956329,1.2466995433987411,0.1487981993,20.1722561721,0.0,0.0,2.8562713554,0.0,0.0,0.3028467159630124,0.4914346295073903,-0.0172136278153618,0.0387700184,0.0620958994,0.0121248856,314398567290.0,58132325781.0,0.0609756098,1.581931872,0.6254776483,1.581931872,-1.075324367834536,2.7163439085346006,2438702123600.0,148701349.0,34.3150828883,1.3151464303,2.7961793588,2.8632982552,-22.22042342063756,12470.0942968312,18.2554093926
CTS,2022,3,1.8264928573,2.0507294933,0.0233007034099912,1.2502704276600265,0.1717104129,26.2834395801,0.0,0.0,1.9113978887,0.0,0.0,0.4838454086833009,0.6144645314559706,0.0921423416605907,0.1433422478,0.1011376296,0.0401282228,539655513651.0,69652662047.0,0.0694444444,1.4881772648,0.414465442,1.4881772648,-1.5283281479110806,3.05072949327954,2141299425600.0,148701349.0,8.1060130324,1.1514646136,1.8943516078,18.6949957524,89.20217249676733,12505.8120154243,10.0843440355
CTS,2022,2,1.8934217718,2.3745277693,0.0221718565082727,1.2424697653384005,0.1814993058,27.050383229,0.0,0.0,2.9729514959,0.0,0.0,0.1718038263072628,0.2273334999465635,0.0113076177092303,0.1575067354,0.1005166287,0.0429255779,545614991200.0,53225597313.0,0.0754716981,1.4235358586,0.3715870979,1.4235358586,-1.2466824027191208,3.374527769347639,1970292874250.0,148701349.0,7.013993386,1.0661593302,1.6588477728,-3.2187178136,23.558298532987752,12427.7860024659,9.7701050988
CTS,2022,1,2.3616405795,3.1773771455,0.0231482259953272,1.2451612637163805,0.1806249444,24.6597015972,0.0,0.0,41.1579446885,0.0,0.0,0.5524000253377851,0.6300511256150909,0.2543905688188275,0.2350795911,0.1090808493,0.0644530588,687772458752.0,125086131944.0,0.0595238095,1.3173664453,0.3588212499,1.3173664453,-2.6389296688012363,4.177377145481084,1930485463200.0,114909849.0,4.7759285148,1.0423608433,1.7042120214,-1.689820426,501.3017556571674,16117.2593036651,8.779896281
CTS,2021,4,2.2631568394,2.6900618986,0.0247542763719573,1.2181184044533089,0.1942723251,21.7911018254,0.0,0.0,0.7464007732,0.0,0.0,0.6300870083873678,0.7039047517336904,0.4216069462674826,0.2379034838,0.1072098318,0.0705337933,643246390326.0,283638663270.0,0.0250783699,1.3782512363,0.4287752312,1.3782512363,-7.423260873833824,3.69006189859852,3665624183100.0,114909849.0,9.4840579414,2.0231849536,3.4433447057,-2.2411603451,1651.640061836649,15767.2188809856,10.7650397121
CTS,2021,3,2.0382960154,2.4018193732,0.0289388788293168,1.0905186563910894,0.1755870235,17.4748538624,0.0,0.0,50.1144251576,0.0,0.0,0.3751023541945116,0.4489536341001764,0.1490556292729467,0.1946718717,0.1018286816,0.0600190952,511868814051.0,75524688332.0,0.0207522698,1.4196656515,0.4564006196,1.4196656515,-2.1915265449661714,3.4018193731650648,4101705119700.0,106399614.0,13.7513573112,2.5287651021,4.7004841673,-2.4461028028,282.06388400995513,15244.5950664445,14.3799615665
CTS,2021,2,1.7901095495,2.2320838387,0.0308315964208394,1.0703412801319223,0.181301593,15.1105952554,0.0,0.0,55.4287953178,0.0,0.0,0.7647193288020001,0.8438782404427173,0.4976101374171207,0.1950200445,0.1048345293,0.0656052302,476326747648.0,194873200971.0,0.0283687943,1.4513211715,0.4739388567,1.4513211715,-6.253064138082614,3.2320838386788697,3000469114800.0,106399614.0,10.5331722472,1.884707852,3.8115009304,-2.0784396661,1191.7885766578063,14962.5311798969,11.9814259442
CTS,2021,1,2.03714919090271,2.345034599304199,0.0344286001504765,0.993245465348198,0.1923838406801223,13.155067443847656,0.0,0.0,1.056074857711792,0.0,0.0,0.5044265947279796,0.591044085854009,0.2521574310676388,0.1867564022541046,0.0907094553112983,0.0698916316032409,418020851712.0,79811139608.0,0.0401002506,1.4237451553344729,0.5111051797866821,1.4237451553344729,-2.8293732313433364,3.345034518799986,2122672299300.0,106399614.0,8.1623822743,1.4368238091,2.9653331537,-0.9276492615,374.9706324498508,13884.7921877141,12.1250658082
CTS,2020,4,1.5073486318,1.9731376684,0.0367704529227631,0.9664220260568912,0.1721867765,10.4188329039,0.0,0.0,0.5616974933,0.0,0.0,0.5871801760492152,0.693366323504567,0.3933202239234717,0.0932108497,0.062267657,0.0362440986,235672076286.0,151620427889.0,0.0,1.5002768429,0.5402420451,1.5002768429,-6.052006964352307,2.9731376684489907,1691753862600.0,106399614.0,13.2020906989,1.1769215407,2.7779816753,-1.3353208701,954.5365409690302,13509.8215552643,13.8142515222
CTS,2020,3,1.2112248758,1.251043037,0.0416096313503827,0.8981394707251987,0.2031170166,8.9607692097,0.0,0.0,0.7853168632,0.0,0.0,0.3394453680482059,0.4263622170888524,0.1431200759311345,0.056664694,0.0509872708,0.0278729666,162113230377.0,39357152941.0,0.0359281437,1.7726635703,0.8061652703,1.7726635703,-1.760156763897661,2.2510430370213323,1776873553800.0,106399614.0,24.171139016,1.3301171563,3.3169122183,-2.5519415065,155.96038305176558,12555.2850142953,20.6075285898
CTS,2020,2,0.8925333079,1.0168400297,0.0442326715329887,0.8869849014232789,0.2014898467,8.1919167494,0.0,0.0,0.7851972472,0.0,0.0,0.7425397058601398,0.7941054994087453,0.5560393749096969,0.0491655776,0.0520440487,0.0247063031,141656034326.0,136214750961.0,0.0782268579,1.9552590473,1.0547102369,1.9552590473,-9.271203296085927,2.0168400296784377,816085039380.0,106399614.0,12.9694045936,0.6185806686,1.5902836595,-1.2639945572,958.6718013281514,12399.3528886486,13.961500786
CTS,2020,1,0.4910295873,0.7049340365,0.0500748928323987,0.820952593734912,0.178226118,6.8036474093,0.0,0.0,0.4077180623,0.0,0.0,-2.000227990152667,-1.8229903137176369,-1.7900600806221236,-0.0180822137,0.011571238,-0.0093323628,32976861625.0,-102769564287.0,0.0826446281,2.5395484263,1.6042092264,2.5395484263,6.976024838464324,1.7049340364539762,772461197640.0,106399614.0,-33.0747290171,0.6326095564,1.7318748233,6.5615757552,-864.3956451195396,11476.2730439229,40.4677857136
DBC,2024,4,0.9543275089,1.0871104767,0.7079095522825548,2.0217219905052795,1.0005080989,2.7315854084,5.644999176744811,172.7275628779,24.4311349717,202.8036970263448,2.113154345,0.0853662971496203,0.14689576722276,0.0661464605931306,0.1345573597,0.0860936215,0.0566893731,1711834297032.0,308277687396.0,0.0,1.2207620901,0.0684243708,0.3615431849,-4.461512210656173,2.087110476662524,8667930855500.0,334669145.0,9.5448661967,1.2812754971,0.6385910797,6.5203985858,713.7507620996851,20214.2318793715,8.0689964132
DBC,2024,3,1.0128044868,1.1555556415,0.742878102383335,1.9503469142080607,0.9505950928,2.5150873955,6.783473861353222,184.4226166929,27.1101702497,218.3162608039532,1.9791498816,0.1127378669539125,0.1769104664690808,0.0885582843135327,0.1031277253,0.0674602536,0.0405646122,1458735798887.0,397404158045.0,0.0,1.2460276016,0.0838928724,0.4005388602,-5.520158413101066,2.1555556414977866,8902199257000.0,334669145.0,12.8905243577,1.3640689089,0.7078568348,-22.4477754851,932.7733150900422,19500.4811163993,9.6296075102
DBC,2024,2,1.5524812124,1.7278453098,1.015237461429804,1.4597335540944476,0.9210575889,2.307219829,6.93410184623375,186.4023588186,34.988354635,228.32481529983372,1.9581297271,0.0706698991247927,0.1351832978896107,0.0456672976054656,0.050019939,0.0442500373,0.0185581151,1116109132759.0,225060252485.0,0.0,1.0041634014,0.0712918966,0.2118289497,-2.8633342197671445,2.727845309781378,10341276580500.0,334669145.0,34.37745283,1.664113103,0.8793233522,-28.9501167361,434.5642231822716,18568.4494301559,14.7696846431
DBC,2024,1,1.3943289719,1.6402692661,1.0644495997068095,1.4159783291208397,0.9587552004,2.4618595509,6.795897310846566,178.6516491412,39.9541405158,225.40168696784656,2.0430821756,0.04362196959995,0.1072503959319295,0.0223230326369581,0.0894269836,0.0697243224,0.0332884438,1285752704384.0,141884455528.0,0.0,1.0155901121,0.0546276252,0.2135868968,-3.259346810571877,2.640269266105864,8228063206000.0,242001859.0,19.6682018763,1.7363022909,0.6828894714,54.2813656143,300.0295559713035,19581.8436562258,10.4433925128
DBC,2023,4,1.477325965,1.7884803606,1.103336909082218,1.3942829588171326,0.8550821803,2.3512746757,7.778104226076532,195.6483843183,53.4005888171,256.82707736147654,1.8655916903,0.0227554335895133,0.092461325344462,0.0024682884857432,0.0053735794,0.0308965837,0.0019246809,872728498385.0,59482287817.0,0.0,0.9943479321,0.0829137132,0.2249927072,-0.9414706925168854,2.788480360760927,7477857443100.0,242001859.0,299.0282467841,1.602546308,0.6730744315,-7.7306476229,26.66120437942586,19281.8141014611,13.9694599986
DBC,2023,3,1.3260988522,1.6233114535,1.1237915725078322,1.3923550664137263,0.925018282,2.5460438302,8.581851063685612,169.2229882303,53.2117815297,231.0166208236856,2.1569173539,0.0312798177593754,0.1036496710184815,0.0046004132605815,-0.0131614444,0.026316201,-0.0049050582,756768313986.0,84744873644.0,0.0,1.0207497516,0.0515611383,0.2597620945,-1.3896262878906025,2.6233114534564983,6171047404500.0,242001859.0,-101.8529341461,1.3243208266,0.5400915644,-618.7752361984,51.50238805810165,19255.1528958751,14.38318123
DBC,2023,2,1.3097740505,1.6943109755,0.8924687463975939,1.38863088880542,1.0131122194,2.8608731374,8.300703959952546,154.6382220926,46.8367703657,209.77569641825252,2.360347882,0.124319758548824,0.1906684581024703,0.0941011765017938,0.0286376798,0.0464502835,0.0109943681,952873676542.0,431771251107.0,0.0,0.9641460652,0.0586274642,0.2197295323,-9.052431269422645,2.6943109754694583,5517642385200.0,242001859.0,41.3923931588,1.1872742627,0.4491867724,-33.8564137222,1350.4854676550233,19203.6505090277,10.8407961167
DBC,2023,1,1.4145571197,1.809082097,0.9871308083008374,1.2909762352767835,0.9919713532,2.6791459517,9.112635341218352,151.3931647515,49.3086197069,209.81441979961835,2.4109410791,-0.1082912573735757,-0.0304572596775185,-0.1386216111846012,-0.0384847515,0.0114247018,-0.0150982882,609311578646.0,-250553257502.0,0.0,0.9254436617,0.0224224466,0.2151633958,3.64879225240811,2.8090820969606622,6146847218600.0,242001859.0,-34.2924166568,1.4227169212,0.5219397513,-14.6599502563,-1325.3143406018216,17853.1650401661,18.3784054821
DBC,2022,4,1.1800988469,1.7954034714,0.8987982855172737,1.430107696677266,0.9697328009,2.6019643644,9.015399229256934,162.2026159559,60.6438206682,231.8618358533569,2.2502719691,-0.0037120868380188,0.0511316217066824,-0.0270120851911099,0.0011138636,0.0230549438,0.0004358486,709878739778.0,-10876077088.0,0.0,0.9794956055,0.0869276696,0.2575931268,0.2249376589474566,2.6172342387598984,3557427327300.0,242001859.0,684.8434452768,0.7664841256,0.3077999731,11.411059818,-327.034491098682,19178.4793819745,10.5395488203
