time,open,high,low,close,volume,symbol,category
2024-06,34.49,37.86,33.55,34.21,96991482,DPM,stock
2024-07,34.3,37.43,32.22,33.45,65640973,DPM,stock
2024-08,33.78,36.67,30.99,34.85,69749547,DPM,stock
2024-09,34.8,36.6,34.5,35.6,59144370,DPM,stock
2024-10,35.7,36.0,33.85,34.55,43306400,DPM,stock
2024-11,34.4,36.65,33.0,35.35,57787100,DPM,stock
2024-12,35.6,37.7,34.75,35.0,70197300,DPM,stock
2024-07,29.37,29.37,23.5,25.06,8427629,DSE,stock
2024-08,25.06,25.65,23.3,24.28,5272415,DSE,stock
2024-09,24.28,26.19,23.06,24.57,4852179,DSE,stock
2024-10,24.57,25.7,23.84,24.13,4470578,DSE,stock
2024-11,24.13,24.13,21.34,23.55,5791068,DSE,stock
2024-12,23.35,27.0,23.1,26.5,11554674,DSE,stock
2020-01,11.45,11.45,9.12,9.12,23260860,DXG,stock
2020-02,8.69,10.43,8.33,9.36,49588570,DXG,stock
2020-03,9.48,10.82,6.12,6.12,52004760,DXG,stock
2020-04,5.7,8.41,5.7,7.81,61193940,DXG,stock
2020-05,7.62,9.2,7.24,8.93,74718750,DXG,stock
2020-06,9.04,10.31,8.45,8.85,102149420,DXG,stock
2020-07,8.77,9.32,6.71,6.94,84362170,DXG,stock
2020-08,6.91,8.33,6.91,7.65,102645110,DXG,stock
2020-09,7.74,8.61,7.62,7.98,78945230,DXG,stock
2020-10,8.02,9.79,7.94,9.08,131189640,DXG,stock
2020-11,9.16,11.41,9.16,10.98,138785930,DXG,stock
2020-12,10.82,12.99,10.82,12.6,177284330,DXG,stock
2021-01,12.95,18.05,12.64,15.48,228914000,DXG,stock
2021-02,15.25,20.06,14.06,18.56,132048900,DXG,stock
2021-03,18.76,20.3,16.98,18.96,170559000,DXG,stock
2021-04,18.96,20.81,17.46,18.52,153344900,DXG,stock
2021-05,17.77,22.51,17.77,22.12,188254700,DXG,stock
2021-06,22.12,23.26,17.85,18.96,275033200,DXG,stock
2021-07,19.08,19.12,15.01,17.02,143259300,DXG,stock
2021-08,17.06,19.27,16.19,17.54,144920900,DXG,stock
2021-09,17.26,18.53,16.67,17.35,83075800,DXG,stock
2021-10,17.22,22.44,16.62,21.94,149976700,DXG,stock
2021-11,22.17,29.71,20.8,29.71,310092000,DXG,stock
2021-12,31.52,33.79,26.3,31.8,260629500,DXG,stock
2022-01,31.84,37.25,25.89,30.75,208317800,DXG,stock
2022-02,31.16,41.2,30.98,38.43,163620900,DXG,stock
2022-03,38.34,43.11,34.84,42.33,273755300,DXG,stock
2022-04,42.06,42.92,28.34,33.25,224309900,DXG,stock
2022-05,32.7,33.16,21.12,25.12,171393100,DXG,stock
2022-06,25.12,25.39,15.63,17.71,213005500,DXG,stock
2022-07,17.71,22.98,16.9,22.53,181023800,DXG,stock
2022-08,22.53,26.94,22.39,24.07,238318000,DXG,stock
2022-09,24.07,24.39,16.99,18.44,208638590,DXG,stock
2022-10,18.17,18.53,10.95,12.72,194521280,DXG,stock
2022-11,12.95,13.26,7.21,11.63,276686519,DXG,stock
2022-12,12.4,14.26,10.81,11.58,344061899,DXG,stock
2023-01,11.49,13.63,11.13,13.54,123760916,DXG,stock
2023-02,13.63,13.76,8.77,9.08,234926261,DXG,stock
2023-03,8.91,11.54,8.82,11.4,344483095,DXG,stock
2023-04,11.76,12.9,11.26,12.26,354761858,DXG,stock
2023-05,12.08,13.81,11.9,13.54,366472939,DXG,stock
2023-06,13.54,14.63,12.72,13.49,425596642,DXG,stock
2023-07,13.58,17.4,12.95,17.26,442767191,DXG,stock
2023-08,17.26,20.53,16.26,20.21,620767538,DXG,stock
2023-09,20.44,21.08,15.85,17.17,416956064,DXG,stock
2023-10,17.17,17.67,13.9,15.13,348221750,DXG,stock
2023-11,15.31,19.44,14.35,18.17,451805865,DXG,stock
2023-12,18.17,19.49,17.31,18.56,375418190,DXG,stock
2024-01,18.61,19.24,17.7,17.75,254860962,DXG,stock
2024-02,17.75,18.42,16.93,17.51,148044059,DXG,stock
2024-03,17.56,19.72,16.6,19.04,375594847,DXG,stock
2024-04,18.9,20.0,14.87,15.49,318297528,DXG,stock
2024-05,15.49,17.03,15.25,16.12,186864488,DXG,stock
2024-06,16.31,16.65,14.97,15.35,112683742,DXG,stock
2024-07,15.35,15.54,12.23,13.29,186215579,DXG,stock
2024-08,13.29,15.49,11.56,15.06,251189382,DXG,stock
2024-09,14.73,16.17,13.82,16.02,262009066,DXG,stock
2024-10,16.21,16.45,14.06,15.93,352098813,DXG,stock
2024-11,15.83,17.13,15.06,16.79,369425645,DXG,stock
2024-12,16.89,17.51,14.49,14.97,349382417,DXG,stock
2021-07,24.96,24.96,15.16,16.66,16848346,DXS,stock
2021-08,16.79,18.47,15.29,17.78,14310829,DXS,stock
2021-09,17.78,18.53,17.19,17.85,7230400,DXS,stock
2021-10,17.85,20.84,17.5,18.97,13144900,DXS,stock
2021-11,19.03,20.9,18.75,20.44,26077800,DXS,stock
2021-12,21.84,24.3,19.19,23.27,18776600,DXS,stock
2022-01,23.09,23.65,19.34,20.59,7379500,DXS,stock
2022-02,20.34,25.86,20.25,24.93,17565300,DXS,stock
2022-03,24.77,25.71,21.84,22.46,31565600,DXS,stock
2022-04,22.46,23.96,17.16,19.16,7204300,DXS,stock
2022-05,19.09,19.09,11.54,14.42,6972600,DXS,stock
2022-06,14.42,14.85,9.4,13.2,3944400,DXS,stock
2022-07,12.84,12.92,10.98,11.66,1844900,DXS,stock
2022-08,12.13,14.78,11.77,14.75,6566500,DXS,stock
2022-09,15.07,16.5,10.37,10.37,8719856,DXS,stock
2022-10,10.37,10.84,5.72,6.24,15980984,DXS,stock
2022-11,6.39,6.39,3.19,5.5,34209466,DXS,stock
2022-12,5.77,6.25,4.51,5.3,44136178,DXS,stock
2023-01,5.28,5.56,4.51,5.45,23422630,DXS,stock
2023-02,5.53,6.2,4.89,5.33,30055604,DXS,stock
2023-03,5.21,5.31,4.54,4.59,32915631,DXS,stock
2023-04,4.67,5.51,4.67,5.16,25334817,DXS,stock
2023-05,5.11,6.2,4.89,6.2,61113196,DXS,stock
2023-06,6.25,7.59,6.25,7.17,87141050,DXS,stock
2023-07,7.18,9.31,6.87,9.08,75856693,DXS,stock
2023-08,9.08,9.71,7.46,8.96,91829836,DXS,stock
2023-09,9.0,9.83,6.59,7.01,77388384,DXS,stock
2023-10,7.1,7.45,5.6,5.6,31683216,DXS,stock
2023-11,5.63,7.82,5.41,6.95,61272753,DXS,stock
2023-12,6.95,8.2,6.7,7.5,58302814,DXS,stock
2024-01,7.5,7.94,7.15,7.15,29569509,DXS,stock
2024-02,7.15,7.32,6.92,7.0,23353922,DXS,stock
2024-03,7.0,7.65,6.9,7.3,44665070,DXS,stock
2024-04,7.3,8.39,6.45,7.04,43459279,DXS,stock
2024-05,7.1,8.68,7.01,8.3,67342634,DXS,stock
2024-06,8.45,8.55,7.08,7.08,44101701,DXS,stock
2024-07,7.1,7.28,5.35,5.85,46139881,DXS,stock
2024-08,5.9,6.3,5.2,5.95,24852700,DXS,stock
2024-09,5.8,6.1,5.6,5.93,12070200,DXS,stock
2024-10,5.93,6.03,5.48,5.78,12973700,DXS,stock
2024-11,5.78,7.84,5.71,7.7,48853400,DXS,stock
2024-12,7.66,8.3,6.94,7.2,55835000,DXS,stock
2020-01,11.04,11.95,11.04,11.59,2472990,EIB,stock
2020-02,11.27,11.56,10.71,11.17,2016770,EIB,stock
2020-03,11.01,11.56,9.42,9.51,7279700,EIB,stock
2020-04,9.09,10.2,9.09,9.74,9329970,EIB,stock
2020-05,9.61,11.43,9.22,11.23,9388180,EIB,stock
2020-06,11.33,11.95,11.1,11.56,3795940,EIB,stock
2020-07,11.43,11.59,10.13,10.75,4319940,EIB,stock
2020-08,10.55,11.49,10.52,11.2,4647470,EIB,stock
2020-09,11.1,11.43,10.75,11.04,6108370,EIB,stock
2020-10,11.01,11.59,10.94,11.17,8795760,EIB,stock
2020-11,11.07,11.3,10.97,11.17,6000390,EIB,stock
2020-12,11.1,13.57,10.71,12.5,9549100,EIB,stock
2021-01,12.5,14.51,10.71,10.94,17621600,EIB,stock
2021-02,10.94,12.01,10.84,11.75,8614200,EIB,stock
2021-03,11.75,13.44,11.69,13.05,14132600,EIB,stock
2021-04,13.51,18.34,13.12,17.83,30789500,EIB,stock
