date,nav_per_unit,short_name
2024-12-31,13112.74,ABBF
2025-01-02,13117.51,ABBF
2025-01-03,13118.84,ABBF
2025-01-06,13125.37,ABBF
2025-01-07,13127.28,ABBF
2025-01-08,13129.32,ABBF
2025-01-09,13132.62,ABBF
2025-01-10,13134.73,ABBF
2025-01-13,13140.37,ABBF
2025-01-14,13141.78,ABBF
2025-01-15,13144.18,ABBF
2025-01-16,13144.6,ABBF
2025-01-17,13146.65,ABBF
2025-01-20,13153.04,ABBF
2025-01-21,13155.51,ABBF
2025-01-22,13159.32,ABBF
2025-01-23,13161.97,ABBF
2025-02-04,13185.61,ABBF
2025-02-05,13187.05,ABBF
2025-02-06,13188.98,ABBF
2025-02-07,13191.31,ABBF
2025-02-10,13197.63,ABBF
2025-02-11,13199.74,ABBF
2025-02-12,13201.64,ABBF
2025-02-13,13203.71,ABBF
2025-02-14,13205.89,ABBF
2025-02-17,13212.21,ABBF
2025-02-18,13213.52,ABBF
2025-02-19,13215.93,ABBF
2025-02-20,13219.09,ABBF
2025-02-21,13221.66,ABBF
2025-02-24,13229.41,ABBF
2025-02-25,13232.86,ABBF
2025-02-26,13236.97,ABBF
2025-02-27,13238.82,ABBF
2025-02-28,13241.81,ABBF
2025-03-03,13248.7,ABBF
2025-03-04,13250.45,ABBF
2025-03-05,13252.54,ABBF
2025-03-06,13254.12,ABBF
2025-03-07,13256.53,ABBF
2025-03-10,13262.44,ABBF
2025-03-11,13264.78,ABBF
2025-03-12,13266.09,ABBF
2025-03-13,13268.72,ABBF
2025-03-14,13269.98,ABBF
2025-03-17,13276.7,ABBF
2025-03-18,13279.64,ABBF
2025-03-19,13281.37,ABBF
2025-03-20,13283.31,ABBF
2025-03-21,13285.46,ABBF
2025-03-24,13291.8,ABBF
2025-03-25,13294.14,ABBF
2025-03-26,13296.62,ABBF
2025-03-27,13298.76,ABBF
2025-03-28,13300.59,ABBF
2025-03-31,13305.89,ABBF
2025-04-01,13308.04,ABBF
2025-04-02,13309.88,ABBF
2025-04-03,13311.43,ABBF
2025-04-04,13313.75,ABBF
2025-04-08,13322.75,ABBF
2025-04-09,13324.96,ABBF
2025-04-10,13326.44,ABBF
2025-04-11,13328.76,ABBF
2025-04-14,13334.99,ABBF
2025-04-15,13336.97,ABBF
2025-04-17,13340.99,ABBF
2025-04-18,13343.47,ABBF
2025-04-21,13349.89,ABBF
2017-01-06,13822.49,DCBF
2017-01-13,13882.79,DCBF
2017-01-20,13941.88,DCBF
2017-01-27,13965.99,DCBF
2017-02-03,13979.95,DCBF
2017-02-10,14033.24,DCBF
2017-02-17,14050.2,DCBF
2017-02-24,14054.63,DCBF
2017-03-03,14087.42,DCBF
2017-03-10,14104.69,DCBF
2017-03-17,14096.46,DCBF
2017-03-24,14112.71,DCBF
2017-03-31,14117.15,DCBF
2017-04-07,14136.8,DCBF
2017-04-14,14200.2,DCBF
2017-04-21,14284.14,DCBF
2017-04-28,14302.0,DCBF
2017-05-05,14329.26,DCBF
2017-05-12,14438.96,DCBF
2017-05-19,14485.59,DCBF
2017-05-26,14529.93,DCBF
2017-06-02,14559.12,DCBF
2017-06-09,14598.4,DCBF
2017-06-16,14628.22,DCBF
2017-06-23,14725.2,DCBF
2017-06-30,14807.61,DCBF
2017-07-07,14837.82,DCBF
2017-07-14,15042.66,DCBF
2017-07-21,15164.5,DCBF
2017-07-28,15647.8,DCBF
2017-08-04,15634.21,DCBF
2017-08-11,15543.9,DCBF
2017-08-18,15557.17,DCBF
2017-08-25,15503.9,DCBF
2017-09-01,15499.97,DCBF
2017-09-08,15559.46,DCBF
2017-09-15,15618.44,DCBF
2017-09-22,15621.86,DCBF
2017-09-29,15670.91,DCBF
2017-10-06,15676.83,DCBF
2017-10-13,15693.48,DCBF
2017-10-20,15724.65,DCBF
2017-10-27,15746.7,DCBF
2017-11-03,15769.13,DCBF
2017-11-10,15759.51,DCBF
2017-11-17,15756.08,DCBF
2017-11-24,15771.91,DCBF
2017-12-01,15793.34,DCBF
2017-12-08,15818.3,DCBF
2017-12-15,15890.62,DCBF
2017-12-22,15974.53,DCBF
2017-12-29,16033.44,DCBF
2018-01-01,16022.02,DCBF
2018-01-05,16013.64,DCBF
2018-01-12,16307.03,DCBF
2018-01-19,16588.81,DCBF
2018-01-26,16772.54,DCBF
2018-02-01,16884.29,DCBF
2018-02-02,16792.72,DCBF
2018-02-09,16812.08,DCBF
2018-02-16,16835.32,DCBF
2018-02-23,16858.69,DCBF
2018-03-01,16878.92,DCBF
2018-03-02,16882.36,DCBF
2018-03-09,16905.44,DCBF
2018-03-16,16966.15,DCBF
2018-03-23,16958.71,DCBF
2018-03-30,16947.09,DCBF
2018-04-01,16962.56,DCBF
2018-04-06,17005.64,DCBF
2018-04-13,16958.17,DCBF
2018-04-20,16978.4,DCBF
2018-04-27,16982.3,DCBF
2018-05-01,16917.49,DCBF
2018-05-04,16922.83,DCBF
2018-05-11,17089.76,DCBF
2018-05-18,17116.02,DCBF
2018-05-25,17160.52,DCBF
2018-06-01,17186.2,DCBF
2018-06-08,17187.32,DCBF
2018-06-15,17200.02,DCBF
2018-06-22,17226.09,DCBF
2018-06-29,17246.36,DCBF
2018-07-01,17252.32,DCBF
2018-07-06,17266.44,DCBF
2018-07-13,17275.34,DCBF
2018-07-20,17294.71,DCBF
2018-07-27,17314.15,DCBF
2018-08-01,17328.41,DCBF
2018-08-03,17334.07,DCBF
2018-08-10,17351.48,DCBF
2018-08-17,17369.91,DCBF
2018-08-24,17388.69,DCBF
2018-08-31,17406.83,DCBF
2018-09-01,17409.73,DCBF
2018-09-07,17425.36,DCBF
2018-09-14,17443.66,DCBF
2018-09-21,17477.57,DCBF
2018-09-28,17508.87,DCBF
2018-10-01,17514.92,DCBF
2018-10-05,17526.83,DCBF
2018-10-12,17555.65,DCBF
2018-10-19,17562.29,DCBF
2018-10-26,17569.56,DCBF
2018-11-01,17582.27,DCBF
2018-11-02,17589.32,DCBF
2018-11-09,17612.46,DCBF
2018-11-16,17638.01,DCBF
2018-11-23,17682.86,DCBF
2018-11-30,17704.44,DCBF
2018-12-01,17733.5,DCBF
2018-12-03,16382.82,DCBF
2018-12-07,17732.99,DCBF
2018-12-14,17756.73,DCBF
2018-12-21,17789.87,DCBF
2018-12-28,17805.6,DCBF
2019-01-01,17823.77,DCBF
2019-01-04,17819.18,DCBF
2019-01-11,17856.73,DCBF
2019-01-18,17890.5,DCBF
2019-01-25,17885.56,DCBF
2019-02-01,17913.11,DCBF
2019-02-08,17975.66,DCBF
2019-02-15,17985.2,DCBF
2019-02-22,18044.0,DCBF
2019-03-01,18073.29,DCBF
2019-03-08,18095.65,DCBF
2019-03-15,18104.39,DCBF
2019-03-22,18157.73,DCBF
2019-03-29,18185.39,DCBF
2019-04-01,18196.62,DCBF
2019-04-05,18189.0,DCBF
2019-04-12,18240.27,DCBF
2019-04-19,18266.73,DCBF
2019-04-26,18267.87,DCBF
2019-05-01,18317.58,DCBF
2019-05-03,18295.55,DCBF
2019-05-10,18324.12,DCBF
2019-05-17,18357.74,DCBF
2019-05-24,18384.46,DCBF
2019-05-31,18412.27,DCBF
2019-06-01,18442.78,DCBF
2019-06-07,18467.78,DCBF
2019-06-14,18450.36,DCBF
2019-06-21,18481.32,DCBF
2019-06-28,18572.32,DCBF
2019-07-01,18607.44,DCBF
2019-07-05,18648.8,DCBF
2019-07-12,18678.06,DCBF
2019-07-19,18672.81,DCBF
2019-07-26,18699.99,DCBF
2019-08-01,18727.47,DCBF
2019-08-02,18732.04,DCBF
2019-08-09,18764.26,DCBF
2019-08-16,18794.76,DCBF
2019-08-23,18829.44,DCBF
2019-08-30,18862.25,DCBF
2019-09-01,18872.25,DCBF
2019-09-06,18887.37,DCBF
2019-09-13,18922.93,DCBF
2019-09-20,18950.44,DCBF
2019-09-27,18976.85,DCBF
2019-10-01,18989.44,DCBF
2019-10-04,19001.73,DCBF
2019-10-11,19038.75,DCBF
2019-10-18,19056.85,DCBF
2019-10-25,19077.15,DCBF
2019-11-01,19125.51,DCBF
2019-11-08,19148.91,DCBF
2019-11-15,19186.28,DCBF
2019-11-22,19256.12,DCBF
2019-11-29,19245.3,DCBF
2019-12-01,19292.05,DCBF
2019-12-06,19318.6,DCBF
2019-12-13,19285.33,DCBF
2019-12-20,19379.72,DCBF
2019-12-27,19424.45,DCBF
2020-01-01,19454.05,DCBF
2020-01-03,19460.99,DCBF
2020-01-10,19491.93,DCBF
2020-01-17,19485.56,DCBF
2020-01-24,19513.25,DCBF
2020-01-31,19544.03,DCBF
2020-02-01,19549.56,DCBF
2020-02-07,19568.61,DCBF
2020-02-14,19598.91,DCBF
2020-02-21,19627.63,DCBF
2020-02-28,19654.03,DCBF
2020-03-01,19649.5,DCBF
2020-03-06,19772.8,DCBF
2020-03-13,19847.81,DCBF
2020-03-20,19758.26,DCBF
2020-03-27,19776.88,DCBF
2020-04-01,19795.94,DCBF
2020-04-03,19803.15,DCBF
2020-04-10,19834.91,DCBF
2020-04-17,19863.0,DCBF
2020-04-24,19887.41,DCBF
2020-05-01,19893.92,DCBF
2020-05-08,19898.34,DCBF
2020-05-15,19927.56,DCBF
2020-05-22,19947.39,DCBF
2020-05-29,19966.03,DCBF
2020-06-01,19976.11,DCBF
2020-06-05,19989.41,DCBF
2020-06-12,20005.15,DCBF
2020-06-19,20035.77,DCBF
2020-06-26,20061.95,DCBF
2020-07-01,20079.09,DCBF
2020-07-03,20086.21,DCBF
2020-07-10,20109.76,DCBF
2020-07-17,20126.13,DCBF
2020-07-24,20145.49,DCBF
2020-07-31,20169.77,DCBF
2020-08-01,20175.73,DCBF
2020-08-07,20212.86,DCBF
2020-08-14,20238.21,DCBF
2020-08-21,20254.99,DCBF
2020-08-28,20277.13,DCBF
2020-09-01,20292.78,DCBF
2020-09-04,20303.19,DCBF
2020-09-11,20328.12,DCBF
2020-09-18,20353.06,DCBF
2020-09-25,20375.98,DCBF
2020-10-01,20396.29,DCBF
2020-10-02,20399.88,DCBF
2020-10-09,20426.53,DCBF
2020-10-16,20449.14,DCBF
2020-10-23,20473.34,DCBF
2020-10-29,20487.44,DCBF
2020-10-30,20487.44,DCBF
2020-11-05,20524.29,DCBF
2020-11-06,20524.29,DCBF
2020-11-12,20529.43,DCBF
2020-11-19,20556.59,DCBF
2020-11-26,20585.31,DCBF
2020-12-03,20628.8,DCBF
2020-12-10,20664.3,DCBF
2020-12-11,20664.3,DCBF
2020-12-17,20697.1,DCBF
2020-12-24,20716.91,DCBF
2020-12-31,20756.15,DCBF
2021-01-07,20779.52,DCBF
2021-01-15,20817.58,DCBF
2021-01-22,20845.17,DCBF
2021-01-29,20843.94,DCBF
2021-02-04,20802.57,DCBF
2021-02-11,20829.07,DCBF
2021-02-18,20855.95,DCBF
2021-02-25,20961.16,DCBF
2021-03-04,20973.38,DCBF
2021-03-11,20946.13,DCBF
2021-03-18,21024.68,DCBF
2021-03-25,21053.36,DCBF
2021-04-01,21077.76,DCBF
2021-04-08,21104.08,DCBF
2021-04-22,21189.86,DCBF
2021-04-29,21222.65,DCBF
2021-05-06,21248.37,DCBF
2021-05-13,21282.9,DCBF
2021-05-20,21300.61,DCBF
2021-05-27,21360.0,DCBF
2021-06-03,21388.38,DCBF
2021-06-10,21412.45,DCBF
2021-06-17,21432.88,DCBF
2021-06-24,21466.89,DCBF
2021-07-01,21484.7,DCBF
2021-07-08,21523.3,DCBF
2021-07-15,21543.02,DCBF
2021-07-22,21578.33,DCBF
2021-07-29,21604.43,DCBF
2021-08-05,21626.37,DCBF
2021-08-12,21666.34,DCBF
2021-08-19,21679.61,DCBF
2021-08-26,21717.6,DCBF
2021-09-09,21764.42,DCBF
2021-09-16,21789.42,DCBF
2021-09-23,21815.27,DCBF
2021-09-30,21839.46,DCBF
2021-10-07,21855.3,DCBF
2021-10-14,21895.44,DCBF
2021-10-21,21928.03,DCBF
2021-10-28,21955.38,DCBF
2021-11-04,21995.67,DCBF
2021-11-11,22000.5,DCBF
2021-11-18,22039.4,DCBF
2021-11-25,22070.14,DCBF
2021-12-02,22102.73,DCBF
2021-12-09,22152.26,DCBF
2021-12-16,22177.03,DCBF
2021-12-23,22230.19,DCBF
2021-12-30,22269.94,DCBF
2022-01-06,22306.59,DCBF
2022-01-13,22333.98,DCBF
2022-01-20,22352.26,DCBF
2022-01-27,22361.58,DCBF
2022-02-10,22434.78,DCBF
2022-02-17,22463.02,DCBF
2022-02-24,22481.33,DCBF
2022-03-03,22512.65,DCBF
2022-03-10,22546.1,DCBF
2022-03-17,22576.07,DCBF
2022-03-24,22610.01,DCBF
2022-03-31,22646.6,DCBF
2022-04-07,22702.53,DCBF
2022-04-14,22732.39,DCBF
2022-04-21,22777.72,DCBF
2022-04-28,22812.21,DCBF
2022-05-05,22847.4,DCBF
2022-05-12,22876.89,DCBF
2022-05-19,22914.51,DCBF
2022-05-26,22944.82,DCBF
2022-06-02,22970.74,DCBF
2022-06-09,22998.28,DCBF
2022-06-17,23034.51,DCBF
2022-06-23,23082.0,DCBF
2022-07-01,23101.37,DCBF
2022-07-08,23150.47,DCBF
2022-07-15,23184.88,DCBF
2022-07-22,23216.55,DCBF
2022-07-29,23258.9,DCBF
2022-08-05,23293.21,DCBF
2022-08-12,23332.24,DCBF
2022-08-19,23367.38,DCBF
2022-08-26,23409.49,DCBF
2022-09-09,23479.88,DCBF
2022-09-16,23515.1,DCBF
2022-09-23,23551.6,DCBF
2022-09-30,23584.48,DCBF
2022-10-07,23619.57,DCBF
2022-10-14,23626.6,DCBF
2022-10-21,23666.67,DCBF
2022-10-28,23687.0,DCBF
2022-11-04,23724.09,DCBF
2022-11-11,23745.98,DCBF
2022-11-18,23780.78,DCBF
2022-11-25,23498.3,DCBF
2022-12-02,23263.77,DCBF
2022-12-09,23133.93,DCBF
2022-12-16,23167.5,DCBF
2022-12-23,23219.5,DCBF
2022-12-30,23256.88,DCBF
2023-01-06,23277.66,DCBF
2023-01-13,23313.96,DCBF
2023-01-27,23318.3,DCBF
2023-02-03,23333.24,DCBF
2023-02-10,23367.69,DCBF
2023-02-17,23415.99,DCBF
2023-02-24,23453.4,DCBF
2023-03-03,23493.68,DCBF
2023-03-10,23528.3,DCBF
2023-03-17,23562.15,DCBF
2023-03-24,23620.14,DCBF
2023-03-31,23666.17,DCBF
2023-04-07,23706.42,DCBF
2023-04-14,23741.94,DCBF
2023-04-21,23765.31,DCBF
2023-04-28,23804.53,DCBF
2023-05-05,23844.67,DCBF
2023-05-12,23886.6,DCBF
2023-05-19,23942.97,DCBF
2023-05-26,23982.38,DCBF
2023-06-02,24031.95,DCBF
2023-06-09,24072.96,DCBF
2023-06-16,24108.28,DCBF
2023-06-23,24203.91,DCBF
2023-06-30,24198.08,DCBF
2023-07-07,24227.31,DCBF
2023-07-14,24279.59,DCBF
2023-07-21,24323.28,DCBF
2023-07-28,24382.76,DCBF
2023-08-04,24426.0,DCBF
2023-08-11,24473.3,DCBF
2023-08-18,24503.83,DCBF
2023-08-25,24536.65,DCBF
2023-09-08,24622.3,DCBF
2023-09-15,24662.55,DCBF
2023-09-22,24708.37,DCBF
2023-09-29,24751.71,DCBF
2023-10-06,24772.62,DCBF
2023-10-13,24830.28,DCBF
2023-10-20,24861.66,DCBF
2023-10-27,24903.15,DCBF
2023-11-03,24944.67,DCBF
2023-11-10,24986.29,DCBF
2023-11-17,25025.32,DCBF
2023-11-24,25092.66,DCBF
2023-12-01,25118.29,DCBF
2023-12-08,25219.46,DCBF
2023-12-15,25261.97,DCBF
2023-12-22,25311.12,DCBF
2023-12-29,25356.26,DCBF
2024-01-05,25389.96,DCBF
2024-01-12,25428.5,DCBF
2024-01-19,25456.36,DCBF
2024-01-26,25503.69,DCBF
2024-02-02,25509.67,DCBF
2024-02-16,25593.04,DCBF
2024-02-23,25627.99,DCBF
2024-03-01,25655.25,DCBF
2024-03-08,25681.52,DCBF
2024-03-15,25692.89,DCBF
2024-03-22,25717.61,DCBF
2024-03-29,25778.64,DCBF
2024-04-05,25807.15,DCBF
2024-04-12,25877.51,DCBF
2024-04-19,25894.48,DCBF
2024-04-26,25926.98,DCBF
2024-05-03,25970.64,DCBF
2024-05-10,26009.34,DCBF
2024-05-17,26025.89,DCBF
2024-05-24,26061.51,DCBF
2024-05-31,26103.44,DCBF
2024-06-07,26152.68,DCBF
2024-06-14,26179.32,DCBF
2024-06-21,26207.24,DCBF
2024-06-28,26282.14,DCBF
2024-07-05,26259.77,DCBF
2024-07-12,26305.22,DCBF
2024-07-19,26330.87,DCBF
2024-07-26,26358.48,DCBF
2024-08-02,26404.33,DCBF
2024-08-07,26420.51,DCBF
2024-08-09,26433.47,DCBF
2024-08-14,26448.85,DCBF
2024-08-16,26454.17,DCBF
2024-08-21,26476.74,DCBF
2024-08-23,26488.91,DCBF
2024-08-28,26487.04,DCBF
2024-08-30,26498.97,DCBF
2024-09-04,26534.95,DCBF
2024-09-06,26515.48,DCBF
2024-09-11,26541.17,DCBF
2024-09-13,26546.74,DCBF
2024-09-18,26579.27,DCBF
2024-09-20,26601.29,DCBF
2024-09-25,26623.63,DCBF
2024-09-27,26635.49,DCBF
2024-10-02,26660.78,DCBF
2024-10-04,26677.75,DCBF
2024-10-09,26694.74,DCBF
2024-10-11,26694.28,DCBF
2024-10-16,26721.7,DCBF
2024-10-18,26736.55,DCBF
2024-10-23,26753.92,DCBF
2024-10-25,26766.37,DCBF
2024-10-30,26797.1,DCBF
2024-11-01,26804.11,DCBF
2024-11-06,26824.08,DCBF
2024-11-08,26836.6,DCBF
2024-11-13,26861.76,DCBF
2024-11-15,26862.98,DCBF
2024-11-20,26879.23,DCBF
2024-11-22,26882.89,DCBF
2024-11-27,26918.08,DCBF
2024-11-29,26961.23,DCBF
2024-12-04,26984.31,DCBF
2024-12-06,26992.15,DCBF
2024-12-11,27011.08,DCBF
2024-12-13,27019.26,DCBF
2024-12-18,27049.27,DCBF
2024-12-20,27062.9,DCBF
2024-12-25,27093.42,DCBF
2024-12-27,27118.72,DCBF
2025-01-03,27125.34,DCBF
2025-01-08,27138.57,DCBF
2025-01-10,27146.34,DCBF
2025-01-15,27164.34,DCBF
2025-01-17,27179.98,DCBF
2025-01-22,27202.18,DCBF
2025-01-24,27212.53,DCBF
2025-02-03,27258.89,DCBF
2025-02-05,27208.69,DCBF
2025-02-07,27231.75,DCBF
2025-02-12,27324.3,DCBF
2025-02-14,27323.65,DCBF
2025-02-19,27347.59,DCBF
2025-02-21,27358.07,DCBF
2025-02-26,27383.55,DCBF
2025-02-28,27397.54,DCBF
2025-03-05,27421.53,DCBF
2025-03-07,27430.32,DCBF
2025-03-12,27451.92,DCBF
2025-03-14,27461.76,DCBF
2025-03-19,27502.85,DCBF
2025-03-21,27520.52,DCBF
2025-03-26,27535.38,DCBF
2025-03-28,27512.23,DCBF
2025-04-02,27562.71,DCBF
2025-04-04,27576.07,DCBF
2025-04-09,27598.08,DCBF
2025-04-11,27626.29,DCBF
2025-04-16,27627.03,DCBF
2025-04-18,27644.62,DCBF
2017-08-30,10000.01,SSIBF
2017-08-31,10001.0,SSIBF
2017-09-05,9998.78,SSIBF
2017-09-12,10014.09,SSIBF
2017-09-19,10055.82,SSIBF
2017-09-26,10063.1,SSIBF
2017-09-30,10041.05,SSIBF
2017-10-03,10051.06,SSIBF
2017-10-10,10107.81,SSIBF
2017-10-17,10112.87,SSIBF
2017-10-24,10077.18,SSIBF
2017-10-31,10103.44,SSIBF
2017-10-31,10110.14,SSIBF
2017-11-06,10200.69,SSIBF
2017-11-13,10187.16,SSIBF
2017-11-20,10237.49,SSIBF
2017-11-27,10292.54,SSIBF
2017-11-30,10334.32,SSIBF
2017-12-04,10379.99,SSIBF
2017-12-11,10268.71,SSIBF
2017-12-18,10296.44,SSIBF
2017-12-25,10336.41,SSIBF
2017-12-31,10400.15,SSIBF
2018-01-01,10401.2,SSIBF
2018-01-08,10483.32,SSIBF
2018-01-15,10544.05,SSIBF
2018-01-22,10606.27,SSIBF
2018-01-29,10594.42,SSIBF
2018-01-31,10609.34,SSIBF
2018-02-05,10493.69,SSIBF
2018-02-12,10585.18,SSIBF
2018-02-26,10747.01,SSIBF
2018-02-28,10805.45,SSIBF
2018-03-05,10764.48,SSIBF
2018-03-12,10833.08,SSIBF
2018-03-19,10898.44,SSIBF
2018-03-26,10885.82,SSIBF
2018-03-31,10909.22,SSIBF
2018-04-02,10936.25,SSIBF
2018-04-09,10954.98,SSIBF
2018-04-16,10884.19,SSIBF
2018-04-23,10831.39,SSIBF
2018-04-30,10819.66,SSIBF
2018-05-07,10862.08,SSIBF
2018-05-14,10871.52,SSIBF
2018-05-21,10856.77,SSIBF
2018-05-28,10750.43,SSIBF
2018-05-31,10855.3,SSIBF
2018-06-04,10912.74,SSIBF
2018-06-11,10926.99,SSIBF
2018-06-18,10876.04,SSIBF
2018-06-25,10892.21,SSIBF
2018-06-30,10834.24,SSIBF
2018-07-02,10815.54,SSIBF
2018-07-09,10770.96,SSIBF
2018-07-16,10788.08,SSIBF
2018-07-23,10833.2,SSIBF
2018-07-30,10858.67,SSIBF
2018-07-31,10866.49,SSIBF
2018-08-06,10868.35,SSIBF
2018-08-13,10881.56,SSIBF
2018-08-20,10893.71,SSIBF
2018-08-27,10906.64,SSIBF
2018-08-31,10910.49,SSIBF
2018-09-03,10915.06,SSIBF
2018-09-10,10920.74,SSIBF
2018-09-17,10935.05,SSIBF
2018-09-24,10941.7,SSIBF
2018-09-30,10951.42,SSIBF
2018-10-01,10963.03,SSIBF
2018-10-08,10968.69,SSIBF
2018-10-15,10977.83,SSIBF
2018-10-22,10974.74,SSIBF
2018-10-29,10966.07,SSIBF
2018-10-31,10983.38,SSIBF
2018-11-05,11003.0,SSIBF
2018-11-12,11005.32,SSIBF
2018-11-19,11020.14,SSIBF
2018-11-26,11019.05,SSIBF
2018-11-30,11026.78,SSIBF
2018-12-03,11038.1,SSIBF
2018-12-10,11045.17,SSIBF
2018-12-12,11050.3,SSIBF
2018-12-13,11060.76,SSIBF
2018-12-16,11068.85,SSIBF
2018-12-17,11067.61,SSIBF
2018-12-18,11064.2,SSIBF
2018-12-19,11063.21,SSIBF
2018-12-20,11069.36,SSIBF
2018-12-23,11078.49,SSIBF
2018-12-24,11085.86,SSIBF
2018-12-26,11079.22,SSIBF
2018-12-27,11081.81,SSIBF
2018-12-28,11088.13,SSIBF
2019-01-02,11117.45,SSIBF
2019-01-03,11118.83,SSIBF
2019-01-04,11109.41,SSIBF
2019-01-07,11116.07,SSIBF
2019-01-08,11123.5,SSIBF
2019-01-09,11126.42,SSIBF
2019-01-10,11129.98,SSIBF
2019-01-11,11133.51,SSIBF
2019-01-14,11132.92,SSIBF
2019-01-15,11140.43,SSIBF
2019-01-16,11138.08,SSIBF
2019-01-17,11137.88,SSIBF
2019-01-18,11144.15,SSIBF
2019-01-21,11145.75,SSIBF
2019-01-22,11156.94,SSIBF
2019-01-23,11158.24,SSIBF
2019-01-24,11157.85,SSIBF
2019-01-25,11161.35,SSIBF
2019-01-28,11165.7,SSIBF
2019-01-29,11167.7,SSIBF
2019-01-30,11170.6,SSIBF
2019-01-31,11171.86,SSIBF
2019-02-01,11169.93,SSIBF
2019-02-11,11186.7,SSIBF
2019-02-12,11186.01,SSIBF
2019-02-13,11185.96,SSIBF
2019-02-14,11189.23,SSIBF
2019-02-15,11190.59,SSIBF
2019-02-18,11194.88,SSIBF
2019-02-19,11196.71,SSIBF
2019-02-20,11198.15,SSIBF
2019-02-21,11200.1,SSIBF
2019-02-22,11196.67,SSIBF
2019-02-25,11206.79,SSIBF
2019-02-26,11208.2,SSIBF
2019-02-27,11214.48,SSIBF
2019-02-28,11244.91,SSIBF
2019-03-01,11237.95,SSIBF
2019-03-04,11246.35,SSIBF
2019-03-05,11245.81,SSIBF
2019-03-06,11264.3,SSIBF
2019-03-07,11268.09,SSIBF
2019-03-08,11268.0,SSIBF
2019-03-11,11274.75,SSIBF
2019-03-12,11282.61,SSIBF
2019-03-13,11269.18,SSIBF
2019-03-14,11255.6,SSIBF
2019-03-15,11274.12,SSIBF
2019-03-18,11289.44,SSIBF
2019-03-19,11283.68,SSIBF
2019-03-20,11274.89,SSIBF
2019-03-21,11278.58,SSIBF
2019-03-22,11256.3,SSIBF
2019-03-25,11274.25,SSIBF
2019-03-26,11238.74,SSIBF
2019-03-27,11245.02,SSIBF
2019-03-28,11271.07,SSIBF
2019-03-29,11281.44,SSIBF
2019-04-01,11282.88,SSIBF
2019-04-02,11290.96,SSIBF
2019-04-03,11284.66,SSIBF
2019-04-04,11299.41,SSIBF
2019-04-05,11305.89,SSIBF
2019-04-08,11296.7,SSIBF
2019-04-09,11308.84,SSIBF
2019-04-10,11307.39,SSIBF
2019-04-11,11301.08,SSIBF
2019-04-12,11307.59,SSIBF
2019-04-16,11320.99,SSIBF
2019-04-17,11326.4,SSIBF
2019-04-18,11297.03,SSIBF
2019-04-19,11276.97,SSIBF
2019-04-22,11274.06,SSIBF
2019-04-23,11267.04,SSIBF
2019-04-24,11262.97,SSIBF
2019-04-25,11297.04,SSIBF
2019-04-26,11291.41,SSIBF
2019-05-02,11318.13,SSIBF
2019-05-03,11300.32,SSIBF
2019-05-06,11286.25,SSIBF
2019-05-07,11284.05,SSIBF
2019-05-08,11269.82,SSIBF
2019-05-09,11267.18,SSIBF
2019-05-10,11260.9,SSIBF
2019-05-13,11268.42,SSIBF
2019-05-14,11274.96,SSIBF
2019-05-15,11291.33,SSIBF
2019-05-16,11306.98,SSIBF
2019-05-17,11293.51,SSIBF
2019-05-20,11294.14,SSIBF
2019-05-21,11308.68,SSIBF
2019-05-22,11308.16,SSIBF
2019-05-23,11313.53,SSIBF
2019-05-24,11321.66,SSIBF
2019-05-27,11321.84,SSIBF
2019-05-28,11332.63,SSIBF
2019-05-29,11347.86,SSIBF
2019-05-30,11335.68,SSIBF
2019-05-31,11339.36,SSIBF
2019-06-03,11310.69,SSIBF
2019-06-04,11278.71,SSIBF
2019-06-05,11301.98,SSIBF
2019-06-06,11309.85,SSIBF
2019-06-07,11324.89,SSIBF
2019-06-10,11383.84,SSIBF
2019-06-11,11398.55,SSIBF
2019-06-12,11400.41,SSIBF
2019-06-13,11374.52,SSIBF
2019-06-14,11368.96,SSIBF
2019-06-17,11351.84,SSIBF
2019-06-18,11356.33,SSIBF
2019-06-19,11372.69,SSIBF
2019-06-20,11380.14,SSIBF
2019-06-21,11397.06,SSIBF
2019-06-24,11400.98,SSIBF
2019-06-25,11382.03,SSIBF
2019-06-26,11371.57,SSIBF
2019-06-27,11375.32,SSIBF
2019-06-28,11348.44,SSIBF
2019-07-01,11347.88,SSIBF
2019-07-02,11391.02,SSIBF
2019-07-03,11403.55,SSIBF
2019-07-04,11392.1,SSIBF
2019-07-05,11433.21,SSIBF
2019-07-08,11433.56,SSIBF
2019-07-09,11432.04,SSIBF
2019-07-10,11426.78,SSIBF
2019-07-11,11451.51,SSIBF
2019-07-12,11461.76,SSIBF
2019-07-15,11471.84,SSIBF
2019-07-16,11466.85,SSIBF
2019-07-17,11460.16,SSIBF
2019-07-18,11461.04,SSIBF
2019-07-19,11457.05,SSIBF
2019-07-22,11477.07,SSIBF
2019-07-23,11485.93,SSIBF
2019-07-24,11486.36,SSIBF
2019-07-25,11481.6,SSIBF
2019-07-26,11473.64,SSIBF
2019-07-29,11481.09,SSIBF
2019-07-30,11474.3,SSIBF
2019-07-31,11452.09,SSIBF
2019-08-01,11471.2,SSIBF
2019-08-02,11484.01,SSIBF
2019-08-05,11487.27,SSIBF
2019-08-06,11502.98,SSIBF
2019-08-07,11497.22,SSIBF
2019-08-08,11523.04,SSIBF
2019-08-09,11522.41,SSIBF
2019-08-12,11541.86,SSIBF
